Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友，你再也不用担心被揭目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 CORES 点 com 我们不见不散。, Start Time: 27700
Text:  so okay。 so um when you are producing， which are three， um um are there any like incident that you know has have happened， which really influence um really influenced the the publish the publishment of the game，, Start Time: 2310540
Text:  you know？ and also， you know， the whole development of the game， you know， anything crucial impimportant series， okay。 i think i think even even even well control gaindevelopment，, Start Time: 2327450
Text:  what which i believe our is is one big walking accident。 yeah。 uh and uh uh especiwhen， when you have next chance in the picture，, Start Time: 2340730
Text:  yeah， you're coming， not that far from the launch。 uh i think it's it's just one big working progress。 you know um ah yeah， the released the game was was hardly working on any consolved code，, Start Time: 2351160
Text:  and then we just spent ages and optimizing it and pushing the max。 and um you know， the accicidenyou know one day day tell us it runs on um two frames per second，, Start Time: 2365060
Text:  um and real like holly crop and the on watch concert。 yeah， i will。 i will not name the name。 i say， i say， okay， actually franank speaking king to the irrelevant。, Start Time: 2377705
Text:  i can answer on both yeah， then and then you know， and then for one month， they have an increase， right？ i know a few friends per second，, Start Time: 2392100
Text:  and we are like， oh， my god， and then something happens over the weecan， like guy comes with a genius。 ID fixes two box， uh pushes an optimization。, Start Time: 2399840
Text:  and it runs it ah twenty two。 and you know。 so i think this is the nature of of games development。 it's it's uh， it's it's very experimental。, Start Time: 2409240
Text:  it's and you have to have， uh， very， very strong nerth。 yeah ah ah yeah， it's it's outit's， a real custody， right？ uh tistispeyeah。, Start Time: 2420020
Text:  ah okay， uh， so we will now come back to this little bit you。 ah we have frananlot of serious questions。 sorry， and and that's it's this this a onyeh。, Start Time: 2431280
Text:  yeah， enjoyable to talk about。 it's uh， well， as we have mention that。 uh we uh， it's it's really a popular culture of phenomenon about the card games grent。, Start Time: 2443060
Text:  in your your me， um in the， which are three china， even lolot of people in china。 even don't call your game， which are three。 they call that grint three。, Start Time: 2456030
Text:  and and so uh， why did you？ uh so uh uh， could you could you share us some stories when you are designing such a you know， minor card game inside such a you know，, Start Time: 2464330
Text:  a which a world。 and and and so uh when uh， for what reason did you decide to， you know， to add such a uh interesting little game inside this massive open world game，, Start Time: 2477870
Text:  you know， the the originally uh in the which al law。 yeah， there is no grint。 there is it's our， it's our， it's our inventions。, Start Time: 2489685
Text:  it's that there is some there is some game in the toverns。 i do ing number， what it is originally。 there is， of course， face fithing，, Start Time: 2498200
Text:  it's called by raw or something。 there's a game。 yeah， i rase right？ yeah。 yeah。 yeah， that ah there is one uum， and then we want it，, Start Time: 2506000
Text:  obviously to make something cool， adding some cool mechanics， uh， which blends in very well with the stories。 you can see， you know，, Start Time: 2515550
Text:  the fiice fighting um if taking to the next next one。 and actually that， that's also part of a sort of minstghor， which i'm enjoying it about。, Start Time: 2522610
Text:  and then you can blend it with the story line。 so you have challenges， you have quest。 you think people people like to be challengge constantly。, Start Time: 2529810
Text:  and if you if you add out different kinds of challenges in an orp g， so not only like he do dispquise the that quequefollow the story ory。, Start Time: 2537570
Text:  i think someone but suddenly become the master of of of going inbebecome， the mter ter of offfifight。 i think think it's spicing things up。, Start Time: 2546650
Text:  and um i can tell you the story of grint uh and actually， i will send you an article afterwaruuh uh h， which was published that the the two creators，, Start Time: 2555150
Text:  uh creators of of going to are talking about it。 so oh， ah adam， adam， adam， but those key ahead of the studio， but um h wanted to have another game。, Start Time: 2567100
Text:  but uh， we 're running out of time。 so uh， that was the there was uh concept of something utitively simple， but uuh， one of our concepors，, Start Time: 2580320
Text:  uh deamon monium。 so uh， he said， no， no， give me a weekend。 i'm together with were together with drafle yakee who's serves our business studier，, Start Time: 2590460
Text:  but he's he's also helping designing the game and he's also total tal bberneert as far so th games are concerned。 so whaever， we have a question。, Start Time: 2600100
Text:  we go and ask crafle， and uh， they both said， no adam， adam， please give us the weekend hehe's。 um uh he gathem the weeweeend end on monday。, Start Time: 2610820
Text:  they came uh with cards cut out of just regular paper， and they， they played the game in front of him。 and he said he was actually about to cont it before the weekend。, Start Time: 2620870
Text:  he said about gpoint it， and he was like the the game me for it。 and and said， no， i like the game go for it。 and that's the whole story of grint。, Start Time: 2632610
Text:  and ah so it's and it's not uh great thing， great thing。 and the consomet of for it， it was the weekend， of course， it was in polant it and and not was uh total，, Start Time: 2640590
Text:  you know， card game of fish and others。 and ah they came uh the concert t of grand and and then expanded it。 and then it became really，, Start Time: 2654390
Text:  really vital part of the whole， which experience， yes， yes。 and and was the the name grant。 actually， we have find out out and out that actually ally apout like memedivovoking，, Start Time: 2663730
Text:  the apand， yes whales。 and so why do you decide to to name such a game gin？ i actually II actually don't know。 i don't know that oh，, Start Time: 2676590
Text:  can sull you can so just let me um let me find find word the words um home 哼 uh in polish。 um the name because polish name is not good about the gfet。, Start Time: 2688440
Text:  um GWINT like the name。 it's it's it's it's pretty much with the still still part of the screw which you screw on。 that's the ookay say，, Start Time: 2707960
Text:  i say， like a well sh name something something ah ah ah II can up， i'm how they can name。 okay， yeah for me， it was an automatic canof，, Start Time: 2722040
Text:  like i got it， and i didn't ask youwas like ccool name。 okay， kay， so it's it's a kind of angle fight in english to it， to be ginor。, Start Time: 2733680
Text:  actually probably that looks like a wish name or something。 yeah， okay， okay， cool。 so have you ever considered or ah you know an IOS version or grint？, Start Time: 2743100
Text:  yeah， and also adding APVP on that's know the quesquesis is。 is that know？ i mean， you know， um of course， after the bus delion of femails es uh considered。, Start Time: 2753280
Text:  but uh it's it's it's too too too early taltalk about it。 ah HI can say it it because you know know ah， if if if they would ever be a multiplay version sion and what it it will have to come from us because h know a lot of people try to do it because they ask us if they can do it，, Start Time: 2768680
Text:  because uh， we cannot really give people all this doessay。 hey， go and run with。 and uuh h。 it is a very important part of the witch。, Start Time: 2787960
Text:  and because uh we destroit that the the the witter experience it， even if it's happening outside of it， because obviously， they would want to use uh the character they want to the car。, Start Time: 2799080
Text:  and what know sisidon't don't forget that you know， h mumultiplay grin is a totally different beast than the single stain。 if is having the game，, Start Time: 2809380
Text:  which is designing for it， so it it really works well。 is it going toward more quilling multiplayer？ you know， the， we'll see full decide to make one。, Start Time: 2818440
Text:  okay， okay， so about that。 uh。 so uh can we say that most of the development of the the richer three is only you know， happened within you the CD project。, Start Time: 2830595
Text:  however， you know， like， you know， invited some， yeah， yeah， for some free freelance teams to to do pots with the game。 you， you know，, Start Time: 2845010
Text:  i mean， we had uh， i think it would be best for you to look at the super long ddit， because uthere， there were really hundreds，, Start Time: 2854880
Text:  hundreds and hundreds of people ah， but game me self the whoall core game done in house。 we had the whole support from outside uah。, Start Time: 2864160
Text:  ah HH quality， surance， ance of hundds， of of uh， i think we really believe to deliver this kind kind ququality the hall um core creation of the story of the programming of the graphics of dost。, Start Time: 2874800
Text:  it has to be of the design。 it has to be in house onside uh because we we uah guarantee the harmony that all works with each other and then that it makes all logical sense for the game and within the world afterwards。, Start Time: 2891680
Text:  and the englistties HH know。 it's it's it's way way easiit's。 it's it's it's happening ing。 we're so importookcooooooh ay， okay，, Start Time: 2907280
Text:  so so partly partly partly small partles done one。 so by hours to the crack， but but know that they are part our our team。 yeah，, Start Time: 2915600
Text:  yeah yeah ah， just three hundred kilkilometers away， that's it。 okay， i see。 okay。 so we have also notice， uh that's h， that's ah uh h that's like the english accent。, Start Time: 2923240
Text:  you know， in the english version of which are three that that differentiated ooay。 so HH the koundlike different kingdoms， you are from the northern kingdoms，, Start Time: 2935140
Text:  different sounds like party the titish， accient and scoatticga。 they sounds like ourish or portish， you know， these， the outish accent。, Start Time: 2943960
Text:  so and the new new lish of our think h。 it's a very foreign english accent since they don't speak the common town in northern kingdoms。, Start Time: 2951520
Text:  and so you have differentiated all these accents in the english version。 so does such kind of differentiation exist in the in in the polish。, Start Time: 2961210
Text:  you know， guguverversion， actually， uh， it's a very good question。 you're asking me。 there is certain differentiation， but i think um uh，, Start Time: 2971410
Text:  it huh polen is not so they diversified in terms of acaccts。 yeah ah， you have i'm in in polish language。 so it's it's much harder to achieve。, Start Time: 2981330
Text:  i really enjoyed a police version， but it felt say， uh， college also in terms of vaccts。 uh， english fastion。 it's it's probably better because it's uh culturally makes sense se about today diversifiy。, Start Time: 2991770
Text:  and yeah， and if by foreigners like you guys are like me it， it is easier to to appreciated and get it and understanding with。 we publilition wouldn't make much sense uh and and and actually both both polish and english verariations that they politen at the same time。, Start Time: 3007700
Text:  so it's not really translation。 it's more like a cultural relationas we writing。 uh HH know know if you look at the sophistication of jokes and um and the and the metaphors and the urelarelations，, Start Time: 3026240
Text:  both pollture phenomenon。 yeah， yeah， it's a very sophisticated writing， which has to be perfect in every single version。 yeah，, Start Time: 3044700
Text:  trtrstation tion。 it's trousy the game。 it's pretty much crop because you you， you， you you experience something something that's not true for yeyeah。, Start Time: 3052970
Text:  ah。 so really， really， really， i mean the whole localilation slascultural adaptation process ah ah had fourteen language version。, Start Time: 3061490
Text:  it was ah yeah yeah。 it was a gigiantic ic accomplishment。 really。 yeah。 it was a practically all of them。 well， well， had one in house，, Start Time: 3068810
Text:  accorordinated in house with exception。 i think of of japanese and maybe one more um including the traditional chinese。 and that's another reason why this game is very properly in china。, Start Time: 3077950
Text:  now yeah， and we really really reciate such such kind of effort。 yeah ah it helthe， how was the？ how was the translation？ how was the translation？, Start Time: 3088470
Text:  yeah yeah， it's ah ah yeah yeah。 yeah。 it's to the most power personally really ah ah it's it's really， really well ah ah it's really，, Start Time: 3098270
Text:  really， really， you know， yes。 do you know have you ever heard about this that you know， ah the name me of the horse， the garoo's horse is is roach，, Start Time: 3107150
Text:  right？ and and so um that roach， i think it's it's named after a kind of fish in the lake。 right？ yeah。 yeah， yeah， because they just translation。, Start Time: 3116460
Text:  yeah， yeah， the serious horse is named after crack horse。 it's carrt。 yeah ah ah ah chering at creatures， and you know the chinese translation of the the name of horse is carrot。, Start Time: 3127840
Text:  yes， carrot because not fish preproach， because that kind of fish is not really so uh commitseesing in china。 yeah， the serous horsing into carrot。, Start Time: 3140440
Text:  yeah， because the probably that because so and would would prefer and would you prefer girl at shrimyeyeah ah ah ah ah ah because yeah，, Start Time: 3153520
Text:  but but think the transanslation of carrot， because uh HHH， it's english name is roach。 and the carrot in chinese sounds like a loboso，, Start Time: 3168310
Text:  so know， know the boboyeah ah the roach lob。 so it's probably sounds probably more similar， but that's the reason they call that that the lob。, Start Time: 3177270
Text:  but but but ably， it's it's more ready。 so so yes， more ready。 yeah。 yeah。 kind anslathat fed。 it's it's a really interesting trtranslation。, Start Time: 3185910
Text:  and and and and so um yeah， i think most most problem m。 the chinese translation is is alright， is are little mistakes that are little mistakes，, Start Time: 3195290
Text:  especially uh in pronunciations because probably the translating team， the chinese translating team， they've got the text first before they they have the vocal but voco files。, Start Time: 3206430
Text:  but ah they they it's like they have to， for example， skelega， right h。 the name of these iitessallager know know is prounounced like skelagar until we get the gaames and we hear the english。, Start Time: 3219110
Text:  uh， these english vovocoer， right？ it's like prprounounce， the word skelega。 but if we just look at the spelling of the the word，, Start Time: 3234050
Text:  probably with sometimes misunderstand the pranlagation， the word as sallege， so they they translate the the name as sallech， the the ling ling。, Start Time: 3244430
Text:  yeah， about some yeah。 i'm personally quite quite quite obsesessed with the language versions。 yeah， and the the foundof of the tethoric，, Start Time: 3256650
Text:  because a company was to to to to to deliver a games in polish to polish gme as， and you know， a lot of the publishers back in the day。, Start Time: 3266100
Text:  yeah， they didn't want to do and said the market market to small。 and so one and on。 and you know ah first ah the the ah ah we were the first uh game，, Start Time: 3275840
Text:  the first RPG， forty localized to brazilian portgese。 and the game was a hida。 just because you know ah we did what we did twenty years ago polland for our market。, Start Time: 3287420
Text:  yeah， and we are we are a huge hit or so in the middle is because we were the first， the RPG， the local text localized to are arabic。, Start Time: 3297120
Text:  and these are the things you know， but then the localization has to be really good because it breaks your remation。 yeah， yeah，, Start Time: 3304180
Text:  yeah。 and we really apprecited such kind of spirits， and i really aliit and thank so so much。 and you know ah you know， there is like，, Start Time: 3310660
Text:  uh you know， acting of the， you know the mouse， the lips， you know in in the cinematics in the games。 and you have also mentioned that of the english version and the polish version，, Start Time: 3319130
Text:  they are like written separately paroly。 so so so you know uh。 so so so the the acting of the you know of the lips of the tongues of you know，, Start Time: 3329190
Text:  the animations of you know， the fiscal animations of garret of sirso of this kind of acting uh is you know， is um is is it is depended upon english version or polish version？, Start Time: 3340830
Text:  no， you no， it's not dependent on the version。 actually there is an automatic uh automatic uh ququite ite time on um h， which uh h，, Start Time: 3354255
Text:  which is analzzthe devocal。 uh uh yes。 and depending on the sound， you will have different lip sink。 and you know， of course， the sort of louder and clear。, Start Time: 3365680
Text:  um um HH， the given langus。 but so what the compuct on the screen will be because it's the computer。 so so h from from what i think from what i had the um because they the the the the regards to the lip sink，, Start Time: 3377160
Text:  uh um um because of alalgorit in the japanese version， uh really， because they have the most probably most professional。 um because vovoteam，, Start Time: 3393280
Text:  i think uh i think that they have very professional， but but then i think that the the language generally， the phanatic fefits very well。, Start Time: 3404460
Text:  well， what the what the computer analyssing。 uh i don't speak japanese。 so uh that that's i'm only repeating what i had， but but it make sense。, Start Time: 3411960
Text:  but if the language is more like， you know， but coming together like glup， obviously， obviously this is this is harder。 so some some fonatically，, Start Time: 3421630
Text:  some language are obfinouticly it for ah we we legally and and madia。 yeah ah ah ah we really looking forward ard the chinese se for yeah chinese chinese loalializing version。, Start Time: 3431730
Text:  yeah， we only have the texthat localized for now and but probably the fubecause， because the councounl， uh， the counposo one and a ystations。, Start Time: 3444530
Text:  so has just lelegalized in china。 yeah， we can legally， you know purchase it， but probably forbidden for very long time。 so we have a lot some now we have a few games on the list，, Start Time: 3452830
Text:  which we have ah ah we we legthe local ah ah obvilegly team for now and and probably we hope we are looking forward in the future that the game developed by CD project。, Start Time: 3464630
Text:  yeah， will have the local chinese vocal version as well。 well， we will definitely it will definitely love love to do that。 and we are in discussions about it。, Start Time: 3477580
Text:  yeah， ach h the the box lachch。 i was even in the mbecause because we ah ah h we got the the word servone we got。 we got one of the words for one of the most way that games and console。, Start Time: 3489880
Text:  but ah actually uh the whole timing， um especially going to the government to approval process。 so so long， yeah， we just had， but h with this size，, Start Time: 3503180
Text:  the the me， me， we be， you know， releasing， i don't know six or month， eight months later， and it didn't make sense。 and we the next game，, Start Time: 3512880
Text:  i sure will it it？ ah we definitely will do the simptified version as well。 but but my dream is to have the chinese voice over as well。, Start Time: 3519040
Text:  yeah， yeah， we h would be great。 yeah， like seabal pyeah。 yeah yeah， yeah， of course， okay。 so we now have like this interesting question。, Start Time: 3529760
Text:  it's about culture， you know， different cultures， you know， uh， according to uh a lots of four asian players， including chinese。, Start Time: 3542020
Text:  uh you know， gerese korean players， uh， most female characters， most female figures in most western video games can hardly be called attractive。, Start Time: 3551080
Text:  you know， for instances， if have part of it might might mention the name bw。 well， yes， like like for us。 um most they have really interesting attractive personalities，, Start Time: 3563940
Text:  and i'm apappearances， but h， but very in your game， uh only in igames， the most of only western what western RPG games i've heard that we we uh even asian games，, Start Time: 3574920
Text:  as most st， say， come unyou， say the most of your female figures in in the games very attractive， uh can ry。 is it a fan of theory？, Start Time: 3591080
Text:  and i'm i'm a trreth yeah and of entrss， and i'm a fan of entrea。 i'm a fan of enffbut， but we we uh， we forght each other after we got druns in the figure of truth。, Start Time: 3601520
Text:  it can like the asian female。 yes， like it's really have the uh sophisticated。 uh you know lovely， yeah yeah yeah ah， my favorite，, Start Time: 3613800
Text:  okay， where where wwthis this around ok yeyeah。 and so um it's like， uh um why do you think there's like kind of gap between you know the idea of you know，, Start Time: 3625690
Text:  the standard of beauty in in east and west？ and uh so and and also why you are， why do you think you the design of the female figures？, Start Time: 3639510
Text:  uh， your design of the female figures are widely so widely accepted in asia。 that's a that's that's a really that's a really good question。, Start Time: 3652920
Text:  i think you know know the the first， the first，我们更多节目下载荔枝 FM 收听。, Start Time: 3663190
