Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友。你再也不用担心被节目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 COIS 点 com 我们不见不散耶。, Start Time: 27700
Text: 那你在整个游戏过就是游戏过程中所表现出来的这种木讷表现出这种就无话可说，他可能也是对这一点的一个反应。嗯，对对对，嗯，其实从这这里能看出来，就是得提到这个白鲸这个小说嗯，实在是太明显了。关于复仇的故事。对，因为比如说开场的这个台词，第一句是我以是哈哈，我是以诗马。, Start Time: 1873790
Text: 对对对，就叫我以诗玛丽一样的对，白白，就跟我以以玛丽叫我以示玛丽，而且最有趣的地方正在于白鲸的主角。这个我是以诗玛丽，嗯，但白鲸真正的主角读过的人都明白是船长亚哈。对，所以说就是亚哈才是那个仇恨的化身。而以什玛丽就是一个浪子，嗯，一个一个看着的人。但是他也经历了所有的事情。, Start Time: 1897740
Text: 对，其实就跟这个游戏的设计是一样的。玩家经历所有人，但是玩家不是真正的主角，嗯，就和白鲸呃非常的巧妙的结合在一起。而且我觉得呃小岛修复有意识淡化复仇，还表现在另外一点，因为白鲸的主主题很重要的一个主题是复仇。嗯，但呃 MGS 五对于这个白鲸的借鉴都是元素性的表面化的。, Start Time: 1923760
Text: 比如说这个直升机的名字 pickle 嗯，啊比如说这个乘坐捕鲸船，嗯，嗯，然后还有一些可能稍微浅一点，比如说卡子非常像这个呃在白鲸中呃，亚哈船长想要滑变的这样一个大富大副大副。而且同时这个大副在白经中，这个在 picko 的这艘船中也代表着亚哈的一点理智。, Start Time: 1953950
Text: 嗯，和这个执行力很像，只是有一些直接直接的对应，但是呃没有过度深入的展现这个莫比迪克的这个仇恨，只是可以说稍微有一点浅层次的借鉴。这可能也跟他不想过度的表达复仇有这个关系，但我觉得他表达的挺多的，他复仇杀主题就是他没有表达的是复仇。而后大家记不记得续章当中，, Start Time: 1976370
Text: 我有给你化化身，成为火男，然后召出了招出第三之子。然后最后那条火焰巨鲸，火焰巨鲸那个地方有个细节，嗯，那个时候的那个第三子头上是带角的哦，那时候是你自己啊，所以说那个巨鲸是你心中的 big boss，仇痛苦或者仇恨的画像，这是哪鲸鲸？对，而且是条鲸鱼啊，这个完全是莫比迪克的。, Start Time: 2004180
Text: 是的，因因莫比尼克致境。对，就是硬，非常硬有点硬。对，其实你也可以理解成说，因为那时候我刚才始说就是那个那个年代，一九八四年莫比迪克小说已经出了，对对吧？然后他们就是为了洗脑，让那个玩家觉得说我要复仇，所以取了这个名字。所以这个意象很明确，包括那个镜那个他们没有发现那个就是那个病房里边的画像也是莫比迪克的画。, Start Time: 2028910
Text: 对，这里边的画像对他给你植入，很可能是暗示了一部分。对，可能就是故意给那个就是我们就说故事里好了。给麦迪克植入，说麦迪克植入说你要复仇，你是那个你说澳比利亚船长，你要复仇，就是告诉他叫他去复仇的感觉，其实更更加更对。对对对对对对，是嗯，然而复仇带给所有这个游戏里面人的都不是一个什么好的，, Start Time: 2051310
Text: 好好，结果是这样。对，嗯，然后我刚才还想到，就是你刚才在说那个说那个就是玩家的和那个 biill box 的转变了。我刚才可能代表就是呃我有一点就是说最开始的时候，其实 big boss 台词词是是有的，应该说 windows stay stke 的台词还是有一些的。, Start Time: 2074570
Text: 嗯，后面是越来越少，越来越少，越来越少，就感觉迷失了嘛，就是有点像他慢慢的变回自己的感觉，有点这种感觉。一开始时候你包括那个筷子拿过去，在带回基地的时候，他画的 ass 还挺多的。嗯，然后一开始磁带里边也会有比较多久的。对，有对话，越后面越少。但是后面就是到那个 pass 结局，, Start Time: 2091630
Text: 他 big pass 呃那个 pass pass 的开头和结局的时候，你能感觉到说这个角色有真感情。嗯，所以就是我们可以觉得说 pass 这条线是 medic 心中真正的一条就是有感情的线。我觉得 pass 这条线是他妈这个游戏当中最牛逼，我给打二百分的一条线，, Start Time: 2108770
Text: 百分之十分的朋友们，如果你如果你们没有玩 pass 这条线，一定要去把那十个分支线任务做了。我操，太感人了，简直神了，相当感人啊，神来知道。而且如果你玩过 piace ce worker 的话，会感觉我就是震惊了。你知道吗？而且我觉得帕子这条线啊是他就是专门就是指名的道姓的。, Start Time: 2124810
Text: 给你告诉你这个我想表达出来的核心是什么？嗯，第一，你并不是一个你所想象当中的这个人物，你只是一个分他们一个幻影而已。第二，最重要的一点和平是你永远抓不到，不可能抓到的东西，是你永远不可能和平，也是个幻影。所以他用很简单的几段的这个过程，就表达出了整个这个游戏的一个真谛。, Start Time: 2145360
Text: 而且他的那个几盘磁带太牛逼了，这个词因为他给老玩家们所感觉到的，就是你在说一个什么时候的事情，因为他所磁带里所叙述的都是完全没有存在过的，从来没时间都幻幻想，对，全部都是幻想当中的世界。那么这个帕子到底是否存在呢？但是最后帕带揭秘是这个也是你自己的一个幻象。, Start Time: 2167680
Text: 对对，而且帕子还说了，我就在你的身体里对我说，你身体里一部分，对吧？当时爆炸的时候，他自面化的身体里的牙齿和骨骼呢，肯定都是帕子留给你的。还说了接近你的心脏和你的大脑。对，就是其实就实很意向的感觉，就是就是说就是接近的心里在你脑中。就这个现在我现在想起来都有点浑身起鸡皮疙瘩感觉你知道吗？, Start Time: 2190560
Text: 就且就是太震撼撼了，这么漂亮个姑娘，到后面。对，就这个样子。对，而且确实很喜欢帕子这个角色塑造的挺好的，确实真的是神来之。而且且他他在 piace worwork 里边就是一个就是会有反转反转的角色。对他这里反转就好几次。对他一开始是一个好像是是个 schoolgle，, Start Time: 2212690
Text: 就是小女孩嗯热爱和平。结果你发现他是个那个间谍，然后还你也一样一模一样，和那个 v 一样，你要收集间谍，但是是实盘磁带。对，收集好了，然后你知道啊他慢慢的怎么样，但是你反反转时知道他是间谍，你是知道他进去之后才收集这个实盘磁带。对，有可能可以，我不是太确定啊。, Start Time: 2231440
Text: 嗯，然后你收集到实盘词磁带之后，你又发觉他其实没有那么坏，就你觉得很好倒很坏，对他发觉没有那么坏。这个其实 grwn zror 里面收集到的 pass 的日记就已经有反转了。对，就是 pass 其实他没有那么坏。对他其实虽然是间谍，但是是一样。那那坏坏他他朋友他间谍叠是是那 VV 边的。, Start Time: 2249240
Text: 对对，在那 ground zrr 里面有他他他有这个磁带，就是那个就是 pieworks 时带一样的，就样样，是是一盘磁带一样样。所以他是拿出来这接给你，他说他自己，但不是说他喜欢，他说他去，他说他对不喜欢钓，一开始说嗯，然后后来又又表现出就是那种就傲教性格。, Start Time: 2266940
Text: 对对对对对，我最讨厌钓鱼了。对对对，好像还可挺可爱的这是对吧？就觉得这个姑娘塑造很可爱，她就是一个这是一个反转。对，然后在那个 v 里面，就是她那个磁带也是一盘盘来的，你也要收集，然后收集完每次就是对那个之前那个故事的解读的另一种解读。如果他真的是一个 schoolgirl，, Start Time: 2282110
Text: 就真的是个心态，他会什么样样他会怎么样心态。他就说啊我会想制，他会说会幻想说我我喜欢那个呃 big boss。嗯，然后我也喜我有觉得气候也蛮好的。对，未外就这样跟那个之前不一样，之前就说啊这种男人我怎么可能喜欢对特别的状态，他真的是是反转。嗯，就是你你听的这些，, Start Time: 2299350
Text: 你玩过 PC book 就特别想哭，你会觉得哎呀，天哪就是这这个人的性格，如果当时就是这样，就没这么多事了，而且背负太多沉重而可怕的这个东西。而我觉得这个塑造挺好。因为 VB 并不是 BBVB 所看的东西，可能就是玩家们所期待当中的那个 pass 的性格。, Start Time: 2315950
Text: 而我觉得能够成为自己不是的那个人，嗯，可能帕 ass 希望他自己成为一个 schoooggirl，他真正想成为一个嗯那那那 VS 他希望自己怎样呢？就是他可能希望呃，这件事情没有发生，他希望所以他用自己的他他在过 pass 这条线的时候，他所构想还原的。当时那个那 ground zero 的结尾嗯，, Start Time: 2331950
Text: 是你你会你甚至有一瞬间你会觉得那是真的这的就是发生了。嗯，因为他用剪辑的手法，他会把它换一段剪辑也牛逼了。那那段剪辑你会发现就是机舱里是有两个 big 的。嗯，啊这个其实就已经跟最最后的结尾连连上了。就是你在，但那时候你不知道你你不知道你以为是是我以为是我就是 bobobig box，, Start Time: 2352940
Text: 我以为是另外一个是个现实的对，因为是一个表现手法而已，一个蒙娜奇院是吧？但最后你会发现，其实他在 megic 在回忆这段剧情的时候，他就是这段他经历过的事的时候，他的思维是混乱。对嗯，他不知道自己到底应该是哪个视角，嗯，而他选择这个事情会选择很好，因为对，, Start Time: 2373470
Text: 所以我们唯可以知道道 magic 和 big box 同时发生的事情。对，所以他在这里他的记忆可以共存。所以他在这里你可以很混乱，但是很现实的表达出来。同时你就会觉得 b box 很有情感，在这里面很真实。对，所以一段段此重要要剧情放到了支线里面，就可能完全就错过了，, Start Time: 2389370
Text: 可能真的错过了。对对对对对，太棒了。而所以导致 pass 发生了这么悲惨的事情呢，其实其实是 suffer 的一种复仇的愿望。嗯，他他觉得 big 呃 b boss 背叛了自己，所以他会发出这后后的这些命令。对，包括拍派 pace ace 呃 zero。对对对，, Start Time: 2405310
Text: 其实 s cooffice 嘛嗯然后还有包括最后呃包括 scoface 之所以会做出这些事情，那也是因为他恨他他是要他是因为他仇恨 suffer，他仇仇恨 zero，对他也是要复仇。其实 scoll face 是一个中毒，不是就是被害很深的一个一个人。其实换句话说，, Start Time: 2425850
Text: 玩家和 scoface 其实一样也是一样的。对，我们在那个动画里面也看出来的是自己变成了这个 sore face 一样的人。发售前的就跟预告片里面呃，对对对对，其包括挺棒的，一个是嗯意象。当然是对，然后其实聊到复仇有一个小细节，就是我们第一次被那个 scoface 带去基地。, Start Time: 2444090
Text: 当然在车上听了他一段很长很激昂的这个演演上那个三哥很棒，那个那段说的非常棒。对，然后我们也了解他到底是什么样一个人，彻底的明白了。其实那是第一章的一个结束嘛，然后去见到那个 saa ananto pose 站在那儿的时候，下车的时候，嗯，然后的说了一句话，, Start Time: 2464970
Text: 嗯，那句话当时完全一点头绪都没有，就是我拿着枪下的车，士兵就要拿枪指着我。嗯，然后当时他一手一挥，然后跟士兵说了一句话，叫 cooffiremembered 阿拉姆。嗯，然后这句话当时谁能知道是什么意思，根本不知道。就说完这句话之后就没有下文了。他们比较熟的人会知道阿拉莫什么东西。, Start Time: 2484720
Text: 嗯，然后就查了一下这个阿拉莫是一个战役特别有名的一个德克萨斯州的一个独立的独立战，然是跟墨西哥那边去去搞独立的那么一次战争。嗯，然后当时这个德克萨斯这个城啊，守军可能也只有两三百人。然后他们就是就是有一千一千五百多，还是一千四百多的墨墨西人人攻攻打他们这个嗯，, Start Time: 2506560
Text: 然后他们这个就是这很少一部分人守了很长时间，嗯，但最后全部壮烈牺牲。嗯，然后这个城就归墨西哥人所有了。但是在几个礼拜之后呢，有一个特别牛逼的一个人，嗯，然后领导着部分人，然后后着这个 remember red 阿拉姆的这个口号。嗯，对，然后就是反攻，然后就夺下这座城复仇复仇。, Start Time: 2530400
Text: 其实这就是一个特别典型的现实当中的复仇的一个例子。大家有兴趣可以查这个历史，我不知道我刚才说的对不对，但是肯定是这么一个故事。对，然后当时 scott 就是说了这么一句话，就是当时那个口号 remember 的阿拉莫。呃，我记得补充一点，阿拉莫好像是一个也是活试验的基地。, Start Time: 2554510
Text: 对，他是第一颗核弹的，爆好像是爆炸，就是在那个城市那边做的实验，其实就这这态代号也是阿拉莫，但是阿拉莫什么还有更长，但是它简称是阿拉姆。对对，所以双关嘛是吧？可能是双关，大量的双关这个东西嗯，大量双关。对，那我们不妨再说一说这个共生，我觉得共生这一部分可能有更多的这个这个双关在里面。, Start Time: 2573119
Text: 而且很多东西是我们可以做类比的。在这这里头对共生这个刚才就说到了，其实对共生这我觉得院长说一说，为什么这个叫共生不叫和平。我觉共生我觉得这是我有一个切身体会，就是大家从那个 PC 版，把那个对他把它找出数据来说叫 peace 啊。我觉得第三章的代第三张叫 peace。, Start Time: 2592780
Text: 对，第三张名叫 peace。那么说哎 peace 可能不存在，他只是个幻影，所以第然也不存在。对，但是我们们找到到这个那之后，发现他的日版的名字叫共生。我觉得这是比 peace 更加准确的，更加准确的。对，因为我首先我觉得不管他到底在不在，那这个概念是非常好的。, Start Time: 2611920
Text: 它是一开始是太好了，我觉得 revenange 是复仇，后面是 race，它是讲种族差异，最后讲共生。因为一直从 peace ce work 开始，和平是不存在的。嗯，所以我们如果说理解第三章就叫 peace 的话，它是一个不存在的东西。嗯，但是他如果要做一个结结，, Start Time: 2629180
Text: 第第三章的话，它共共生是可以存在的东西。嗯，而且整个游戏都在讲共生，其实对他们寄生虫的方式来一个题是寄生生疯狂狂，讲讲个共生生。我非要讲共生了，而且那个之前讲有好几种集就的共生，对吧？然后还有那个就是像刚才说的 pass， pass 跟那个其实跟那个 v ace news 那个其实也是一种共生关系。, Start Time: 2645040
Text: 嗯，他虽然已经死对对，活在你心中，活在你心中。然后你们两个都是就是属于就是自己，其实那个那个已经 VS 已经都已已经变成那个嘛嗯他的共生也已经不存在的东实。对 antpass 其实也是被洗掉自自我的一个。所以他们两个都都像是幻影一样的存在，但是以一起存在着。, Start Time: 2664560
Text: 对，这是在共生。所以我觉得就是这个共生。而且在我觉得从那个就是他的夏特利夫的那个想法一样，就 peace 不可能存在，但共生是一个可以存在的一个结果。对，然后他在里边前面也提到过，就是在日本他们翻资料，就是说日本里面有两次出生共生共生这个词，一个是在中间讲讲的那个寄寄生和那个个主的共生关系。, Start Time: 2681410
Text: 对，还有一个就是在那个第二章可能是结束的，就是反正有个是最后四十六话结束的时候有个电话。最后一个词就是说那个卡 s 说啊呃那个好吧，但我们对对对，我跟阿三说说候最对最后那我们在在那个时候到来前，我们最好学会共生。对，然后所以说如果说你想想一下，后面我在敌对之前最好学会共生。, Start Time: 2702090
Text: 对对，就是这么关系。对啊，就是我们可能是敌对的，嗯，我们可能不想要和平，嗯，但是我们共生对嗯嗯，包再补充一点，再往上一个层次呢就是 cyfer er 学会呃就是 zero，最后他是要跟 b boss 实现，也是这种共生。对对对，我觉得这是一个和平，可能因为就是这个小说，, Start Time: 2722530
Text: 这个游戏对一九八四的解读是太过于的深刻了。对这个小说，那么其实共生其实应该算是一种和平的一种形态。因为在当时那个小说当中提到战争就是和平。对，就战争就是和平。这是小说当中提供的一个思考，就是说他小说里怎么解读的模型，对双重思想，这也很关键的。对，没错，就是一九八四里一直会提到这一点，, Start Time: 2743600
Text: 就战战是和平平，其实它是一个三段式口号。嗯，然后比如说这个自由是奴役，对，无知是力量。嗯，然后战争是和平。从表面上来看，一九八四中战争是和平，它可能指的是呃这个集集权状态下的这个整个世界政政权一定要维持战争，然后战争成为一种常态。所以战争是和平，对可可以维持人们的一种平稳的平稳的状态，, Start Time: 2768190
Text: 也保持生产力的一个平稳的状态，是一种共生。从表面上来看，这个特别特别像 MGS 系列中的这个战争经济这样一个状态。是，但是我觉得 MGSV 最强大之处可能是因为它重构了一九八四。它并不是像白鲸那样拿来它的元素使用当中，而是它是小岛修夫心目中他对一九八四的一个解嗯，, Start Time: 2795380
Text: 或者是一个读后感加改写，他肯定是深刻理解之后又重新发挥对重新组织组建了一个自己的一个新的过程。他要说呃这个这个游戏叫 fantom pay，是这个幻象或者 phantom，也可以说 illusion。嗯，所以我每一次都会听到这句话说， peace is illusion。, Start Time: 2823350
Text: 嗯嗯，这也是会的意思 stfpeace 嗯，然后一切切都会用样一个个幻的东东。嗯，这个组织在一起，它其实已经脱离了一九八四里。战争是和平嗯这个概念，而把它增加了进一步的共生，就是消灭语言达到了这个整个人类的彻底的混乱。嗯，彻底的他他把它称之为混乱，嗯，所依然失去语言的幻幻。, Start Time: 2843890
Text: 对失去语言之后的这个混乱的工程关系。还有一还有一点，它可能也指这个在寄生虫的支持下，核武器成为这个小型化。然后这个非常低成本的扩散出去的一种状态，这可能有是另外一种战争，而且是它是呃这个战争的火种，但是他也会带来另外一种 peace。这个 peace 不一定是和平，, Start Time: 2871930
Text: 这个 peace 可能就是各项共识共生这个状态。所以说呃这个小说中虽然也呃不不只是小说中，虽然这个游戏中我们看到了幺零幺室这个考完试。对，我们可能看到这个 big boss is watching 有这样的海报，嗯，但并不是说仅仅如此借鉴而已。他实际上是小岛巨福，, Start Time: 2901370
Text: 把自己对整个一九八四的理解全都融了进去。关于战争是幻影，这个其实小说里是有提到的。是的，因为所有的这个小说当中提到的，当时控制就是英射是他们当时的那个政权。他们控制他们的人的方法就是去捏造用媒体信息来捏造不存在的战争。嗯，对，这是一种控制方法。告诉人们，战争持续在打，, Start Time: 2923270
Text: 时不时我给你们哪儿扔一颗导弹，掉下来炸一炸，随便导弹，谁扔了，谁也说不清。其实其实挺像那个这个 cars 在那边控制 dim n dose 那个感觉，就是也也死了。但是我们还敌敌人 ffffer，还有间谍，可能根本就没有间谍。对，但是就是他不不知他知不障，, Start Time: 2950610
Text: 放放一些烟雾弹。对对，他要一直维持这个，但是我觉得 score face 未来想想，达到肯定也是这么一种状态，那甚至更加可怕，就是连语言都没有，时不时扔一颗核弹。对我告诉大家，这个威胁是存在的。对，其实我觉得就是他可以说是一九八四里双重思想。这个新语的更高级的形式。, Start Time: 2967750
Text: 其实新语就是一种呃新语，这个概念在一九八四里。如果你说新语，你从概念上就没有诸如这个非常复杂的一些情感在里面。嗯，只要你说语言会塑造你自己，语言是你的母语。嗯，就是 soffice ice 说过。对，就是也是开场，他都引用，不要误会了。你就是你真正将界是你的语言。, Start Time: 2988135
Text: 嗯，其实这就是一九八四里就是新语的概念。你说新语你就新化，对这些新语没有 speak，没有没有一些词，比如说这个反抗描述，他没有办法。对，所以你就不再有这个概念，对信息控制去。对，但是呢就是在一九八四里，他想的只是我语言越来越简单，民众思想越来越简单，而 scooffice 要做到就是彻底的应该是一种逼近，, Start Time: 3010570
Text: 就是新语的极限形式。其实我觉得你这个更更像那个 MGS 二，那个它它其实不是 MGS 二，它里边也有那个说我用那个信息过滤系统，然后而且有些信息不传播。就是因为这里面他那个 scoll face，它的最终目的是说说没有通用于 blink 嘛。他的理念其实跟呃 francpeace worker 时期的那 b box 有一点像，, Start Time: 3035600
Text: 就是他要创造的是每个人的绝对自由。嗯，因为说回这个共生，我就是说觉得那个共生其实可能是对那个 the boss 的最终想法的一个两个字概括。嗯，因为 the boss 的最终想法在 MGS。本来那个小小特夫说 SMGS 最后一座了，嗯，他解释在最后那个 b boss 会收拾这段话，, Start Time: 3057520
Text: 就是我 the boss 它的最真实的想法就是每个人都有自己的最后由思象，然后互不干涉。嗯，对吧？但是就是这个这个我们在 v 里面如果再想要重新结束一次的话，那么他还是那句话觉生就是就是这段话的两字字概括。嗯，呃其实在游戏里面，我记得是有人说过，就是奥瑟勒好像奥萨勒说说的，, Start Time: 3076220
Text: 就是山猫说的，他就是如果没有战争争话，那么人们就就会始始自内内斗。嗯，就是他会这种是人类本能的里面的这种本性里面这种冲突这种呃野性嗯，它是一定要有一种方式去排解，或者表达释放出去的。嗯，如果你没有一个外在的对象，那人们就会回到自己的内部。嗯，对对对，有一个磁带里是说过，, Start Time: 3097250
Text: 这个是有一个磁带是这样说的。我觉得它呃其实寄生虫这个东西可能在之前的作品里并没有特别特别大的大规模来说，那就是这这一作品新出现现的。但其其实它寄生虫的存在方式，生态细菌的传播方式是通过语言。嗯，然后像 demo dox 之所以能够组织起来，因为我有一个共同的信念，, Start Time: 3122910
Text: 共同的信念是通过什么来表达呢？是通过语言嗯，再往上一层 saffer 想要做的是什么？是要控制人类，让人类能信念一。它通过的是什么？是通过英语。嗯，也就是说在不同的层次，我们都会看到这种从个体到成为一个集体这种组织方式。所有通过的都是语言这种形式。对，这也是为什么语言在这游戏里面是如此重要的一个东西。, Start Time: 3144290
Text: 嗯，然后我觉得说到寄生虫这个共生的关系，可以用各种寄生虫的这个方式嗯来呈现。就是因为我们游戏当中出现了很多种寄生虫，然后比如包括这个 parasiwork 呃， work work al de de 啊，然后包括那米 paracittti RRKA 啊、 parpara，, Start Time: 3167820
Text: 然后对 kacco parparia 对，包括这几种，然后他们包括 walparka 后来被俘了之后的变异体。对，就是直接控制宿主。对，其实我觉得小岛特别牛逼，就是在于它这几种全是世界上存在的。寄生虫 work 那个 workcde 是是并没有，但是那个道理。, Start Time: 3186620
Text: 对，是是有。他觉得那些例子，包括那个什么蜗牛的故事啊，包括那个你觉得声音来吸引异性的这种对，这都是自然界当中很很自然的状态。对我觉得这个自然是是它也是用来这个类比这个共生的一个一个标准吧。嗯，就是它说自然的状态不是人类的，就是自然界的这个状态其实是很完美的一个共生的体系。, Start Time: 3205380
Text: 你并不能用用战争或者和平来去形容这个关系，但他们就是很自然的对，所以共生可能是一种很自然的状态。其实这个他把 DD 也比作成一种寄生虫的概念，超级生超级生命体，超级生命体。他说那个 supreme mechanic organic，对对，就提到这个概念。而且嗯风雨者还特意说过，, Start Time: 3228000
Text: 他说所有的有机生命体都会为了生存下去而改变周遭的环境。所以人类的战争可能就是一种比较自然的一种共生的状态。嗯，对，所以说我觉得小老豆最后表达共生这个词其实也是很自然界的存在的一个词。对对，然后寄生虫的各种的共生的跟宿主的关系，对，或者控制它，或者是变异消灭消灭，, Start Time: 3249890
Text: 有些把这个技术干掉了，去下一个基础。可能就是院长，刚才咱们聊了各种不同的政治形态的这个代表。对，就是人类之间的关系，其实也跟可能自然界对竞酬没什么太大的是一样。对，没太的变化。那你认为自然界有仇恨吗？并没有仇恨，没有。为什么人类类有有仇恨，是是因人人有语言言。, Start Time: 3274290
Text: 哎，你这么说有道理有道理，我仇恨。就是我们可能不能理解其他的生物的生物界肯定是并没有，应该是没有仇恨。但是就是我们人类可能自己能感受到的东西。所以我觉得这主题刚才那个那个四十二说到的，他说那个 phantom 是 illusion，对吧？其实很有意思，在 ground 录里面 thepass 抽出一句话。, Start Time: 3292185
Text: 嗯， pain is an illusion。嗯，对，就是其实 ptand pain 两个都是 illusion。嗯，但是呢我觉得这个游戏中很多玩家在玩完之后都深刻体会到了那个 pain。对，就是你深刻体会，到时候你知道它是 illusion 的时候，但是你确切实感受到的对，, Start Time: 3311730
Text: 而且他真的是从一个游戏，我们觉得是个 phantom 是虚拟的东西，嗯，延续到了真实的生活中去。这个 pain 嗯我们聊聊就就你们嗯我们这四十二永远的痛，特别想见你。对，特别痛。因为其实我想先补充一个，之前我们说这个复仇这这的事情情是是在复仇这个章里，我们玩家的情感是很有梳理感，, Start Time: 3327950
Text: 就是有一点隔膜。对，但是实际上在第二章里所有的情感反而反而是非常强烈、非常直接的。无论是后来的这个寄生虫的失控，其实我我觉得这个寄生虫失控的情节设计的也颇有寓意，嗯，就是这个共生的一种紊乱，嗯，一种寓意。然后还有包括和和依赖的这个分离，这种惊愕，嗯，还有静静的这个离开，, Start Time: 3349790
Text: 所有的感觉都非常强烈。其实我我个人的觉是第二章的这使这个 valoon snake 既是既成为了 big boss，又不同于 big box。一个很关键的一些事儿都发生在第二章。嗯，所以也是和这个第一张相比，也是非常精彩的那一张。是的，我觉得之前院长跟我说过，, Start Time: 3373910
Text: 第一张就是把所有同伴收集到我的 mother base。那第二张就是看他们一个一个走掉，对，给你带来这种情感上的冲击还是很大的。包括里边那个 cyholaspers 那个像呃里边有看磁带，专门讲到就是那个我记得忘是卡子还是阿萨拉斯问那个比方说你干嘛留啊？是 carars 问的对，, Start Time: 3395390
Text: 说你为什么要留着这玩意儿，这玩意儿坏坏？对对，又又想想，嗯嗯，后放在在那那个我们那个呃 IND 动物都往下成了，就两两个 feit，对吧？对，放那干嘛呢？这是我们成功的标志。对对，他说这是一个标志 deamo d dox 的成员有故事。对，没没有国他你们忘记自己己谁没有自己的理想。, Start Time: 3415250
Text: 嗯，我们有这个，这是我们以前在历史上留下的，就是我们的过去对对，我们保存我们的过去对的。但可能大家听的都很爽，放在那儿，我觉得我自己看的很爽，嗯，结果没了。对，已经没了这玩意儿事情。对对，嗯，就是你现在回头去看，其实这个故事并不是之前小岛求夫承诺了承那我觉得大首领的入魔的故事，, Start Time: 3431410
Text: 嗯嗯，我觉得这个也是，如果你看他把之前的所有的预告，这个游戏的预告片都串起来看，你会发现讲讲跟呃你给你的印象和这个实际游戏是两个故事，完全截然不同的故事。你看之前的作品之前的那预告片串签，你会觉得这个就是我我想知道的，他是如何从变坏了。 lologer 里有的好人变成了三个 medebar one 里面的这个这个坏人。, Start Time: 3451290
Text: 嗯，但是你会发现其实他是好人，一个坏人并没有那么重要，嗯，仍仍然是自己。嗯，或者说一开始 MG 里面的那个坏人本身就是不存在的，他并不是一个真正的坏人，他只是被你解读成了一个坏人，嗯，或者说被 cample，或者说被呃 soliicnake，跟在跟 solii snake 的对比中，, Start Time: 3474700
Text: 他成为了一个坏人。嗯，那这其实跟跟 finn pain 里面的这种呃，就是你成为一个英雄，是因通过通过所有人对你的世纪的渲染，嗯，那你成为一个恶人也是一样的道理。就像 the boss 一样，他他最后变成一个 trader，嗯，但他其实并没有这样做出 paace trade 的行为。, Start Time: 3494820
Text: 嗯嗯嗯，所以所以嗯我觉得幻痛最最在这一点就是他给了你的所有的概念，你都不能很单纯的去看他，你要反过来反过来再去看看里面到底是什么东西。所以这是什么呢？双重思想对双重思说明明明信息控制的重要要明明们。他需要让我我们玩家也学会双重思想。对，学会去想二加二等于五。, Start Time: 3514720
Text: 对，这个山猫其实这个是一个非常牛逼的角色，也是全系列啊，当然也是一个全著名这最重要的角色之一。然后他在这一代当中，其实表现的就是他作为一个，其实他什么都知道嗯，对吧？他知表面上戏戏份儿多多是是很戏戏的一个。对，大家试试用麻醉枪去在第二关去打探头对看看他说出的是一句一九八四小说里面最著名的话嗯就是 double think 的一个直接体现，, Start Time: 3537890
Text: 就是二加二等于五对对。一九八四里的主角被被被强制的用各种严刑拷打的方式，肉体上的痛苦来让你相信二加二等于五。但是最后他相信了对他在相信的时候，这个对困惑的描写可以算是对双重思想状态的一个最好的一个注解。嗯，他这段话从在那个磁带里也出现， choose 词带里也有这段，, Start Time: 3567010
Text: 他就对，就是 big boss 问。他说那个你这样就是欺骗自己，可以嘛，他说没关系，二加二乘以五，对我二加二等于五，但是我会用 double think。对，我会 double ble inking。对，所以说 banon snake 和 big boss 其实也是双重思想的一个直接的体现，, Start Time: 3590370
Text: 是两个 snake。对，他们做了两件不同的事情，但是你相信哪个哪个又是真实的呢？对对，所以小岛修夫实在太牛逼了，只能这样。所以夸掉他也能看出来，就是 MGSV 对整个 MGS 系列的一个升华，一方面是各方面都有补啊，所有的东西的补完，另一方面是更大的留白。, Start Time: 3606330
Text: 嗯，而且他还让玩家某种程度上成为了 big boss，成为了 big boss 的另一面。所以是一个非常非常不可思议的一个收尾。是的对，那咱们就聊聊他这个叙事，包括这个这次他为什么要做成这么一个迥异不一样的 MGS 五。这个我就很想说，就是因为网上很多人说，, Start Time: 3626190
Text: 因为跟科纳米和那个杨九峰闹矛盾嘛，没这么播的时候已经清楚了。嗯，但是就是他们说有些一词没有做完，首先我觉得没做完，是我觉得是不同意的。他可能有东西砍掉，可能比如说五十一章肯定是砍掉了。对，五十一密训，五十一肯定砍掉了。嗯，第三章是不是砍掉不知道，但是肯定的是他做完了，, Start Time: 3649080
Text: 就是说这个游戏因因为我熟悉游戏开发流程都知道游戏的内容确定对游戏的比较早的。嗯，但是可能他一四年可能再早一年就确定了包包含内内内容，对，包含内容，然后后面才会去做那个 polish 打磨工作。嗯，而且小小夫斯也说了，我们现在都在磨磨，嗯，所以说他不可能到最后一刻把什么内容砍掉。, Start Time: 3668070
Text: 为为了这个事间，他肯定是已经计划好，早定型了，定型了，这是内容了之后，然后再去 polish。然后我们看到这个游戏，他 bug 很少有 bug，当然是是做，但是在 open world 里边肯定算是少的。嗯，然后他的游戏性，包括各方面的数值平衡做的非常非常的好。, Start Time: 3686550
