Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友。你再也不用担心，本节目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 COIS 点 com 我们不见不散。, Start Time: 27700
Text: 大家一定要看一下这个特别棒。对，嗯，因为但是你要讲太多的话，这个就是我就不需要赘述太多的，大家可以提一下。另一部小说叫做沙滩之海滩之上 on 的部事哦，也是一个短篇小说，这是就是克里萨瓦隆很喜欢的一部小说。这个小说呢我没有看过，很可惜，因为很难找。但是有兴趣的朋友可以找一下，, Start Time: 1903019
Text: 是讲述的，也是类似于这部末说这个男人在沙滩之上聊天的一部故事哦，反正都是末日题。对对对对，寇喜路福国的这个小说嗯，对，其他作品也参考了很多。比如说刚才大家提到打蚂蚁的游戏 zm。对对，当时我记得看过一个那个 team can 的一个采访，他当时说这个 them 是一个个很启发做辐射这个设定的一个一个就是是个电电影变异生物嘛。, Start Time: 1924060
Text: 对，变异大蚂蚁变异的大蚂蚁。对对我我还有很多参考了很多电影作品，比如说大家很熟悉的 mad max。对对对， mad max imax 可能这种风格的一个鼻祖，对对对对，影响这种流流开山鼻祖，影响到太多的这个这个游戏和电影嘛。对对对，最近 mad max 有新片了，, Start Time: 1950770
Text: 大家也都看过来，就很热血，很火爆啊。对，嗯，靓丽风格，然后还有一集叫做呃钢铁坠落 steyou down。嗯，然后是一个是一个什么风格作品呢？我看我是一个大都会风格的作品，嗯，大都会风格，作品大都会风格。没错， police 对，也是黄金代那那种艺术风格作品。, Start Time: 1971160
Text: 就在这样的一些大量的作品的这种参考下，然后他们呃融合了自己的思维进去，最终就给大家呈现出来就是辐射机给大家看到的呃荒芜一片，那么废除残缺，但是还能感受到的昔日的那些社会的文化的繁荣。对对对，嗯，呃那些融合的就是怎么说，应该叫做包含在整个游戏氛围里面的一种呃伤感和一种灰色灰色幽默的东西在里面。, Start Time: 1990680
Text: 嗯，因为毕竟是一个毁灭之后的景象。对对啊，嗯但我觉得这里面还有几个重要的一些设定。我觉得咱们可以说一说，就是他们创造这个废土世界的时候，比如说这个病毒也是一个特别核心的东西。嗯， FEV 病毒为什么要选择 FEV 病毒呢？这个呃就是我们说 team cam 之所以的叫辐射之神，, Start Time: 2020590
Text: 就是他有自己神的一些地方。嗯，呃大家说是哎靠辐射变异就可以了，对不对？为什么要设定？对对对，但是听姆说说的候这样不好说，为什么？因为呃懂懂科学的人会就理解到说辐射变异的东西其实不不动的那我们先对对先就是告诉大家什么叫 FEV 病毒吧。先说一下这个嗯呃，然后他说我们要设定一个东西叫 FE 病。, Start Time: 2042600
Text: 病毒要强制进化病。这个 FFV 病毒在游戏背景的设定里面，我就不去赘述。他会给大家简单介绍一下。因为以后还要提到嗯，就说他这种病毒打给打给生物之后，那个生物会被强制进化，会变得呃你就可以理解成绿巨人的那个那个就可以给我们去的。但是队长注射的东西的狂暴版。嗯，, Start Time: 2064060
Text: 对，但是实际上就是就是那个我们在之后看到的就是包括那个辐射历代里边，就是绿皮肤的变种人都是一个标志性的这样一个 mute。任何生物只要注射 f 这 a 病毒，就会企格魁梧身材高大，力量无穷。嗯，对对对，但是美国缺军政府的阴谋，对对对，就是符合一贯以来的阴部论阴谋论。, Start Time: 2083120
Text: 对，嗯，但是它的缺点就是会失去理智，以至于变得极其狂暴。对他这个东西在设定里面，最早是拿来对付中国军队，因因中中军军在故故背背景是非常强的。对对对对，是以国政府。对，很难打过，他就想了很多办法。 FUV 病毒其中一个而 TMK 设置这个肾，就是稍微懂科学的人会是是说我们的背景设计面一个问题，, Start Time: 2104890
Text: 我们可以加入这一些东西，更贴合科学背景的一些就是那抗黄金科幻的一些精神在里面。嗯，说如果光仅仅用辐射来解释太不科幻了。对对对，是的是的，那不科幻太不科幻了。对，最后就有 FUV 病毒。作为整个游戏，大家玩过游戏啊，整个游戏的非常关键的主线。对，没错，事实上就是说 FUV 病毒这个它也受到了就是说那个美国漫画的这样一个影响，, Start Time: 2125520
Text: 就是尤其包括 DCU 漫威这样一些。因为你可以看到，就是说里面他们里边的 mutent 就是变种人也是非常重要的这样一个环节。对对，就是包括超能力的这样一些来源，很多都是受到就是特异的影响。嗯，那打个比方说，最简单的像蜘蛛人，他是被变异蜘蛛咬的一个。对对对对对他也产生了 muton，, Start Time: 2151920
Text: 它也产生 milton，产生了变异。那么就像神奇四侠，或者说其他的一很多很很多超级英雄都是身体对体之后用了用了超能，他们要不然是受到了就是外来的干扰。比如说像伽马射线，像就是说绿巨人这样，就是他是他受到射线干扰，要不然是受到变异动的干扰，总之它产生了一个突变。, Start Time: 2171890
Text: 对，是一个突变。对，而不是说像这个就是说进化过程中这样一个一个变化。对啊，正是因为这种突变，所以说才能给人带来一个冲击感啊。没错，嗯，然后黑岛的这些作者在最后就开始吸收各种各样作品里的梗啊，就包括你们刚才说的绿巨人。你知道在辐射一里面有一个呃有一个派克名叫的突变啊。, Start Time: 2189270
Text: 对对对，他的球标就是绿巨人啊。是的是的是的，包括绿巨人的样子，包括在砸地板板吸收了很多其他作品的梗，把这些梗全部融合在一起之后呢，就组成了一个文化色彩，非常丰富。对，有关梗的这个东西，可能熟悉的家都知道这个呃辐射的背景里面不不只有超能力，还有外星人，还有鬼怪。, Start Time: 2210170
Text: 对对对对对对，这些东西包括他的超能力是这个梗呢是来自于战锤系列。对哦，来看看写他的鬼怪的梗呢，就是来自于很多美国的这个民间民间传传说，都市传传说间传说都人。对，包括在那个辐射二里，鬼怪还正式出场。对嗯啊后来当然知道贝特斯达接手这个融入客塑鲁动系统，我们的后面再提。, Start Time: 2229130
Text: 对，那我们的后面再提后面再提。但是他把这些所有的文化容纳在一起之后，你在辐射游戏里面就看到是一个呃文化内涵非常丰富，有很多趣味和乐趣的背景故事的这样一个游戏。所以可以说下去。对，可以说是一个洋洋大观的集集大众之所成的。对对对对对，还有一个我觉得很有意思，就是这个避难所 vote。, Start Time: 2252070
Text: 因为这个我觉得是视觉上就是定义辐射的一个很关键的东西。因为它还有一个吉祥的这个吉祥物似的， what boy world boy。对，大家都都应该知道，尤其是辐射斯公布以来，很多多新闻家也意识到这个小孩孩这个形象。那那么有意思。对，嗯，就包括说是竖起大拇指眯起眼睛。, Start Time: 2273890
Text: 对，因为为这也是辐射一代开始有的一个设定。我觉得这个非常有趣。我觉得给大家不妨再聊一聊，这个也是很关键的一个一个点。 what boy 这个实际上呢，就是前一段时间就是美国人做了就是影响世界的武十大卡通，就是游戏形象的这样一个代表。 what boy 呢？, Start Time: 2291630
Text: 他本人从来没有在游戏里出场，就是说哎对他从来不是游戏的主角或者是角色，你可以操纵的角色。对，但是呢他在 top 五十里边排到第四十三位，嗯，啊就可以说是这个很牛逼的。对这个黄色头发，然后蓝色避难所仅是一个小人，给人们带来的影响和冲击力是非常非常大的。啊，那么就是说 wort 本身呢，, Start Time: 2307980
Text: 它也是建，就是说我们常说啊美国这个国家是建立在车轮枪和阴谋论之上，对对对对，阴谋论很有意思。对，那么 vot 本身呢，它就是一个阴谋论的产物。就是在那个对 what 的介绍里面，有一句话是非常重要的，就是 devolt never meant save anyone。, Start Time: 2330240
Text: 对，就是避难所，从来不会拯救任何人。对啊，实际上它本身来讲就是一个科学实验，它在基础的设定里边有一个社会化科学实验。对，嗯，它不仅包括社会化，还包括其他的就是说生理性的啊。对对，还包括生理性的科学实验，那么每一个避难所的承载着不同的实验内容。那么在基础设定里面是一百二十二个。, Start Time: 2346900
Text: 对，那就是实际上呢按照这种扩展来讲，每一个避难所都是一个宫外陆离的故事。根据它的特性而言，这就就比如说我们经常津津乐道的，就是说六十八六十九千男一女千女一难。对对对，这两个避难所对，这两个避难所很棒。那么就是说避难所本身实际上也反映了人们的一个就是说恐慌的这样一个情绪，, Start Time: 2368950
Text: 对于冷战的恐惧的这样一个感觉。那么在实际上在五六十年代，就是说冷战就是美苏之间彼此具备互相毁灭能力的时候呢，实际上就是这种对于核打击的恐慌啊蔓延到民间。那么在民间实际上就是已经出现了这种东西，包括我们去看今天的美国仍然有这种就是是避难所，就是那个民间自己建设的 vote，, Start Time: 2390310
Text: 就是单人的人人体就就可以说是核掩体啊这样一个情况。那么 worte 本身来讲的话呢，他们就是在辐射衣里边的出现。实际上一方面来讲是为了保存，就是优秀人类的种子，就是未经污染的基因。嗯，啊另一方面是提供一个科学实验的素材和场所。对，一七年的女的和一个男的对你想的很很很期待，, Start Time: 2414610
Text: 是不是不对，什么时候能做一个这个避难所，如是你会累死他。嗯，呃实际上避难所的设定呢呃就像刚才白大说他是源自于生活，源自于我们的现实。因为大家知道你们网上可以搜一下，就是苏联有一个巨型核避难所了。前一时时间呃都被集弃的时候，很多人都当作旅游景点去看这样的核避难所的。, Start Time: 2436470
Text: 他就是在现实中有的核避难所的设定呢，最后就呃被作者融入到了这个呃游戏里面，当然就添加了。我们知道没有阴谋论这故事还是什么意面？呃，几个作者最后将阴谋论的东西有阴难所结合在一起，就成了特别有意思了。对，成了整个故事的主线，到最后的最后由 team can 提出的。, Start Time: 2457240
Text: 嗯，要给整个故事画一个精神的核心。嗯，最后就写下了这个非常非常经典的一段话哇哇 d 的的。对对对，这样我们下一期节目的主题。对对对，战争原会的改面就是说呃尽管在废土之上与末世之上，人们彼此还是在要在厮杀嗯呃管的一个精神内涵。对，所以说这个 tim can 和这几位老朋友。, Start Time: 2475820
Text: 对，就自于这个呃比如核战争 FDV，然后货币啊避难所等等等等。这些我们熟知的这些元素，然后构成了辐射射一，也就辐射射这个基础的一个一个架构。对对于国内的玩家来说，辐射一可能因为接触的原外很多人也没有接触，他并不能体会到老外玩家的第一次很多玩玩家接触还是是震撼。, Start Time: 2500180
Text: 对震撼。对对，可能国内玩家都觉得辐射二很震撼，但是可能就就包括括像我内的很多人可能觉得得射射会更震撼撼。对对，是一直以为为主。就比如说像 NMA 那些，就是说那个辐射骨灰粉认为辐射二是很饶恕的啊。对对对，只有一才是最对对，只有一是才是原生的硬核的，硬核的。, Start Time: 2523230
Text: 对，确实比较硬。讲个笑话。讲个笑话，就是说国内的玩家在就是经常不是辐射三的粉丝和辐射二粉丝之间会互相争吵，但是在国外曾经辐射三的粉丝，辐射二粉丝丝互互相联护。啊，对对对，就是因为它整体的游戏江湖混混乱，对对对，它整体的氛围发生变化。辐射一认为就是说我是一个一小炮，, Start Time: 2542550
Text: 嗯，然后不能允许你以就是因为辐射二里边它掺杂更多的文化元素，不含规定元素素。嗯，那么就是说我不能允许你们以这么轻挑的方式来对待你对待这个严肃的游戏。嗯，是这样一个。对，而且二代 TMK 已经不在黑岛了，但是对开了头就走了。对对嗯对，然后再要讲起叫讲起辐射二，, Start Time: 2562420
Text: 对吧？对，这除了一诞诞生，咱们已经说了，我觉得咱们可以再再说一点，就是也挺关键的。我觉得就是它这个系统的选择上，我们可以大概说一说，嗯，尤其系统最早他们是打算选择饭桶，就大战泛用，呃，无边界就就这个角色扮演系统来作为辐射二内涵。那实际上最后他们选择了叫做叫做 special 系统，, Start Time: 2580900
Text: 叫辐射第一百。对对对对，这个辐射 d 一系统呢，它实际上是根源于其实还是根源于这个农易地下城的。对对对，是的是的对，其实饭桶其实这些东西全部都是源自于 DND 的这个这些规则。对，但是呢，这个因为你知道版权我们叫卫生纸、卫生纸、卫士纸、卫生纸、威士纸的版权，, Start Time: 2601160
Text: 他手里握的很紧，又不容易放出来。嗯，对，他们是屡经请求，没有拿到这个高速版权之后，才不得已而开发了自己的系统。然而这个决定非常成功。对，这个系统呢就是大家知道，就是我们现在很多玩家熟悉的。 special and skill and ppark 系统。对，, Start Time: 2621240
Text: 嗯， special 就是你的人物属性 skill，就是你的人物技能， pub 就是你人物特技。嗯，还有这三个系统呢就能来决定一个游戏里面的人是什么样的对用系统来决定人性啊，对对对对，那就比如说你是一个呃身材高大，体格魁梧，但是智商就是不太爱动脑子的人，那么你一定是一个力量很高，, Start Time: 2638540
Text: 耐力很高，但是智力相对较低。对对，那包括就是实际上 special 系统应该是游戏，就是 RPG 游戏系统里边最复杂的一个系统。嗯，对，它就决定你是一个什么样的人。你包括很多玩家所熟悉的，说实话，曾经行为加速的一个队友，他是一个狙击手，但是他不爱和别人说话，, Start Time: 2659690
Text: 那么他的魅力肯定就低一。他的敏捷优势就就这样东西。他他通过这样的系统来塑造每一个游戏里面每个人很合理的，塑造非常合理的，非常合理。它不像就是说比如说其他的 RPG 啊，也许在各个方面有一个点数分配。对，但是你所体验的剧情是一样的。对啊，它没有什么区别，但这个有非常大。, Start Time: 2678050
Text: 对，但是在辐射里边，如果你智力有问题，那么你体验剧情型是完全一样的，是有缺陷的那打比方说辐射二里找不到队友，嗯，啊如射在我我们在辐射三，就是大家公认辐射射的系统不是很好的。辐射三里面的 special 所体现的东西还是很明显，有很多需要靠你 special 来进行对话。, Start Time: 2696010
Text: 嗯，对对对，比如说像就是技能鉴定和口才鉴定啊，这这里边很多是跟 special 和 sskill 是直接相关的。那个。对，有些任务必须需要你的高口才技能，但有些任务就必须傻子才能才能少洗那个。对对对，呃，你比如说在仙兵家族有一个很经段子，比如说你是一个医术很高的人，, Start Time: 2712770
Text: 那么你在做做任务的时候，你会很清晰的分析啊，这个人是得了什么病，你快以治他。如果你是一个很弱智的人，他就说这货脑子有问题，我看一看就这样的一个一个一个选项，它是非常有趣的。但现在大家看到在辐射四里面呢就取消了呃这个技能系统。对呃，是的， skalls 系统。, Start Time: 2731840
Text: 但是实际上在已公布的这个系统上，我们知道它其实还是用了很多东西来代替。对对对不对？嗯嗯，我们可以拭目以待，它到最后会变成什么样，这我们后面再提实不在这里赘述了。对对， ok 觉。嗯嗯，所以说总体来说它的内涵，它的这个对有理系据就决定了它游戏的一个系统内涵。, Start Time: 2750940
Text: 就是它一定是呃有理有据，每一个数据都是有它的理由的。对对对对对，然后再结合上我们刚才说的那些文化内涵，就对对一个很扎实的辐射，就是出现在人面前了。对对对，就是简单讲，就是你的力量决定了你你的力量和耐力，决定了你在废土里能生存多久。然后你的智力决定了你能体验到多少文化的魅力。, Start Time: 2768720
Text: 对对对对，是简道理对对，感觉。嗯嗯，然我们然后呃刚才说的辐射一了啊，但我辐射二好像中间只隔了一年的时间就出了。我觉得这也是一个特别惊人的一个开发速度。对对，实际上就是说呃就是这有可能了解更清楚啊，辐射二本身啊，它其实也是一个很不要脸的生存作对。嗯，就是他在开发辐射一的时候，, Start Time: 2788680
Text: 部分地图、场景，甚至就是人物都已经在开发了。嗯，啊那么就是在之后一年里边，大家都处于一个疲于奔命的状态。嗯，在那个就是压盘最后发售压盘之前的一个月，所有的系统刚刚开始统一哦，是吗？对对对，所有的系统刚才开始统计，就是开始整合所有人，包括应该为自己都认为这个事儿做不到没戏。, Start Time: 2811510
Text: 但是他们最后做到了，就是说这是一个特别特别特别惊人的事情。对啊，那么就是像辐射二里边，它包括了很多对辐射一的继承。但是呢它的文化内核和辐射一也是有了比较大的这样一个变化，引入更多的流行元素。对啊，所以说是就像我们前面讲的，就是 NMA 的就是大战。嗯，那么就是这个游戏它不配成为辐射，, Start Time: 2832930
Text: 为什么呢？它不像一代那样黑暗那样硬核对，那残酷酷啊，这里边有了更多黑色幽默啊。对对对对对，是的东西特别多。对对对啊呃总总体来说啊，老玩家和新玩家之间发生争执是不可避免的。对对你你因为总先入为主，这个观点叫人啊，人性都是一样的。先入为主之后你就很难再去特别明确接触经济。, Start Time: 2856690
Text: 对对，这个彼彼此要理解，就包括以前我老和大家就就是在干这事。我和老家解释是，哎，你不要老去骂时候辐射。三、当年发射的时候， bug 有多少怎么样？因为辐射。二当年发射的时候， bug 了也也不说也是一对一对对对，没错，一对一对 bubug。所以你努力的去互相理解，, Start Time: 2879810
Text: 就不要去去去互相争吵。这是我一直是认为的一点，老玩家、新玩家还是要争吵少一些，是理解多一些。这其实就是说回到我们今天这个话题上来讲的话，就是说每个时代的玩家看到不同的辐射。那么像就是说出生于八十年代，可能从一和二开始。对，那出生于九十年代，可能从三和新闻加四开始始。, Start Time: 2896950
Text: 那么未来就是现在十几岁的小朋友，他的对辐射认知。四从四代开始，对对跨代的玩家，他对于游戏的认知是不同的，我们没有必要彼此攻解。对对对，只要只需要去体验和感受就好了。对对对，说的很好。嗯，有关辐射二呢实际上辐射二，它的系统变动呢是其实是挺大的。他添加了很多玩家所就是就是反馈的不别的东西问题。, Start Time: 2915780
Text: 嗯，比如说呃辐射一定经常被队友卡住，甚至定经常被皮卡住，不是二都进行了改动，可以把队友推开。对，就把 UC 推开这种设定在里面，然后复射二添加了更多的武器，更多的护甲，有更多的剧情，更多的支线。对，嗯，虽然说是后来玩家有讽刺他，但是辐射二也成了这个游戏史上一个经典作品。, Start Time: 2938480
Text: 对对对，是的是的。原因就是因为他带有戏谑、黑色幽默和灰色喜剧的内核，对他的他的戏剧性很强大，就是无时无刻不在讽刺，无时无刻不在不在嘲笑，无时无刻都是处于一种啊吐槽。虽然我身处末世，但是逍有士末世，但是我还是保持一种幽默细幽默细胞在里面，对这个世界如此荒诞一致，, Start Time: 2960290
Text: 我们忍不住发笑这样一个情况。对对，嗯，尽管我们的生活很痛苦，很艰辛，但是所有人都仿佛是处于一种在一个喜剧演在演出演一出喜剧一样的这种感觉就是浮射二的态。对对对，就是说说到戏剧这个方面，其实辐射一和辐射二最大的差别是在于什么呢？辐射一它更像一幕独幕剧。嗯，那么就是说一个故事从头到尾，, Start Time: 2980970
Text: 你被踢出避难所去寻找精属惊影片，一直到最后这样迎来一个结局。嗯，样样个它更像一个独木剧。那么辐射二呢它实际上是一个多角色的一个舞台剧。嗯，啊情景类似于情景喜剧、喜剧。对对对，那打比方说你在呃旅行之中经过的各个城市，每个城市都发生了属于自己的故事。对那在这里边所经历的事情就是一部短剧。, Start Time: 3002370
Text: 嗯，啊有的时候可能就是说戏剧需要你跑过几个城市把它串起来。但是呢最后它还是一个在游戏里面，我们叫它支线嗯啊直线剧情。对对对，它是它是一个支线剧情，它就是整个的体验更加丰富。嗯，对，那么就是可能很多人都看过，就是说福射二的就是通关视频最速通关视频二十三分钟嗯，, Start Time: 3024520
Text: 啊直接跑到纳瓦罗，然后然后直接开上游轮，就把总统干掉，这个事就结束了。嗯，总共二十三分钟。那么实际上就是说你像这局刚才讲的，他福射二玩了整整两年，对二十三分钟和两年之间的区别，实际上就在于这个世界的博大精神。嗯嗯，对啊，呃辐射二，他最终呃他的成功也不可，就是他的怎么想呢？, Start Time: 3046919
Text: 他成功也也也不能呃说是他摒弃了辐射一他所有的一些精神内涵，他就不对，他自己添加了新东西，就算成功了。他的灰色黑色的就是喜剧和幽默的部分，也是他的一个呃魅力所在。我是这么认为的。对对对，那么实际上魅力所在。对，那们实际上知道就是 tim k ane 就是辐射之神，, Start Time: 3069010
Text: 他从他的辐射二刚开始制作就是制作伊始就离开了 interplay。对啊，那么这在这之后就是说是这个实际上是黑道完全发挥的一个作品。嗯，那么在这个过程之中，实际上就是可能参照了更多的东西。对，吸取了更多的作品的一些一些影响，更更多幽默更多。包括从太呃太空漫游到星球大战，, Start Time: 3088990
Text: 他都有都有他的一些设计设计都有设计。对，嗯呃他其中辐射二给我的感觉，他最大的一个特点就是他辐饰二，他彻彻底底的把辐射这个世界观给填补完整了。嗯，因为在辐射一里面都还没有提到很多战前大战的故事，呃，都都都都是一些含含。其实因为那个时候可能制作组也没有把它设定，, Start Time: 3111810
Text: 特别具体在辐射二里是彻彻底底把它的丰满了，丰满了，对满满了几几个不的势力，不同同的阵营都丰满了，而也是辐射二被被续续阵作品打下来是非常非常深刻。打下基础。包括你看在辐射三里面，你看到的英克雷和兄弟会的争端。你在新维加斯呢遇到的 NCR 和凯撒的终端天气追随者，, Start Time: 3133380
Text: 包括后来最后在辐射四里面所看到那个兄弟会啊那些人所产生的一些状态，死爪这些死亡爪，这这这些设定它都由辐射二里面发扬光大。对对对，它的细节填补的非常丰满。嗯，对，而且辐射二里面还有很多小人物的故事。对和辐射一不一样，他的小人物故事也非常多，很多人还为此写了这个经典的同人小说。, Start Time: 3152800
Text: 是的是的是的是的，马戏团来了。对对对，马戏团来了很经典。对马戏团来了很经典。呃，所以说总体来说辐射二虽然有这样那样的问题，但它毕竟还是真正真正自己。这是就说在大陆的玩家群体内构建了一个真正的事情，对里程碑制作，而且对就是作品全世界奠定下了辐射，是一个牛逼下作的一个对对对对，, Start Time: 3175410
Text: 定义之作我觉得是对，然后后太丰富了。对对，在是这个之后，你就迎来了一个黑暗的十年、十年。对，但是在说黑暗十年之前，我们不妨说一说 interplay 和黑岛到底发生了什么事情。对，在说黑暗十年之前呢，要说 insplay 黑岛发生了什么，你就必须得提到另外两部作品嗯，, Start Time: 3195950
Text: 就是呃战略版和主机版。对对对，这两部作品实际上就已经埋下了这个黑岛和这个 inspplay。当时这个解体的一些祸根对，在这个黑岛福射二做完之后，我们大家知道一个就是这个那个法国，就是这个这个呃一个法国人，嗯，大家叫叫 ttles。但是后来我们知道，就现在的现在 insplay 总裁，, Start Time: 3215825
Text: 现现任的 inspplay 总裁裁呃，应该叫做 hohospplan。嗯，他这他这个人呢，就是呃，是法国的一家公司。就是其实现在我不知道他当时是个皮包公司。嗯，他在这个来了黑岛之后呢，他通过各种股权，就这这种股权手段，他把不人飞狗给挤走了。嗯，就是黑岛当时老总挤走了，, Start Time: 3239190
Text: 挤走之后呢，那个时候大家都还不是很清楚这个法国人到底想要做什么。但是实际上后来他来了，干一件事情，就是使劲做垃圾游戏。对，想起来了，只要给痛的。对对，只要能做游戏就做垃圾，游戏先赚钱再说什么啊，游戏素质啊，朵扔扔边上去，就这样一个一个一个呃盈盈利。就是他这样一个叫做经营模式，, Start Time: 3261020
Text: 就是把自己的品牌，然后过过度的去消费，他是一个过度透支品，透支自己的品牌。嗯，对对，他这个人呢呃后来我们才知道，实际上他是为了还债，嗯嗯，他自己的公司做不下去，他跑到黑岛上来还价，那这个都是我们都可以不用再去讲细讲了。因为也跟我们今天讲的东西没有太多的关系。, Start Time: 3281430
Text: 嗯，但是因为他这样的一个经营模式，就导致了黑岛他黑岛做一个要做很久久有很很投投资在进去。对，然后他就总觉得黑岛这样做赚不到钱，很快在包他在没有来之前，高层就认为这个黑岛这样做赚不到钱。就把这个呃辐射的这个商标呢，他给其他公司做，其实就包括澳大利亚那家公司，, Start Time: 3300270
Text: 就是做外包的去做逐机版，去做逐机版。战略版的战略版就是我们就提到为什么很多人觉得战略版就包括老外玩家也觉得战略不好，就是因为战略版他彻底摒弃了黄金时代这些东西。嗯，对你一进游戏开出动画是一个兄弟，怀人开着悍马放着摇滚，这就产生了极其强烈的违和感。嗯，对，很多人说这这可能不是我所接触的辐射。, Start Time: 3320880
Text: 而实际上对于国内大部分玩家来说呢，可能这个游戏印象好像还深一些。不行，我对战略版是完全无碍，这是一点办法都没有。但是后来造成了一些不好的结果呢，就是后来造成不好的结果就是呃战略版发售了之后呢，很多玩家对对这个他的呃评价也不高，然后又发售了，主机版评价也不好哦，, Start Time: 3342840
Text: 简直就是雪雪崩式的评价。嗯，最后呢就造成了这个黑岛这个做做一些变得越来越难。对对对，因为就是在呃他对于这个品牌的挥霍实在是太过分了。那么就是说战略版这一块的话，它制作起来还也还有一点良心在。那么到主机版这一块基本上就没完蛋了，就彻底完蛋了。对对机版就公认认识父潜辐射已发射游戏的最糟糕的一次。, Start Time: 3364250
Text: 对对对，那么包括今天在辐射正史上完全不承认主机版的历史，完全不成主机版的设定。对对对啊，主机版他为了讨好玩家，还做了很多，包括把钱代的一些主角拉出来。六日九这种事情对大都都是非非常恶心，这个事儿很恶心。呃，这个事情最后就造成很很糟糕影响。而这个糟糕的影响，, Start Time: 3388390
Text: 最终的结果就是黑岛做游戏变得越来越难，尤其是他继续和说辐射后续的作品变得越越难。呃，包括大家知道这个范布伦计划就必须要提到范布伦计划。嗯，范布伦计划计划呢它所设定的背景是广阔。当然你现在让我去评价，我觉得这个游戏可能都做不完，因为他他坑拉的太大了。对对对，, Start Time: 3406290
Text: 是他据我所知，当时黑岛一共有三个这样类似的计划，然后分别代表不同的项门，也都是以这个美国总统的名字来命名的，对不对？哎，对对，没错，他是这样，就是我们知道黑岛在除了做服饰以外，他做过很多游戏，包括缤封谷舞、冬之夜，这些游戏他都有参与参加过。但是他现在情况的之门，, Start Time: 3425290
Text: 呃，他曾经做过游戏伯德之门，这伯德之门实际上主力开发并不是他，而是帮德。恩威尔。就是那个做了生软生软。对之前我们做生软专题的时候，其实说过。对对对对，呃，很多玩家可能以为伯德之门参就是黑岛参与了伯德之门门。开始很多的觉得黑黑黑黑黑设计的的事情，实际际上黑实际际黑黑导派了些个 n 去做这些场景切切和呃场景设计的一个事情。, Start Time: 3443965
Text: 他整际游戏局就是白是外做的。对，是呢黑导玩导他就有很大的因因他也想参与到这个 DNG 的这个游戏。对，但是后来我们大家就知道这个呃黑岛的托恩这个计划被撤销呃，无冬之夜的发行权被转让给其他公司。呃，两个非常大的打击，让黑岛在这方面就也蒙受了很多的是吧？屈辱啊，, Start Time: 3470190
Text: 还是打击都好，都都有没弄。然后黑岛对，然后黑岛就开始了一个大计划，叫三项大计划。啊，这个时候实际上黑岛已经在这个奥尔凯恩上任之后，已经开始有些些很大的问题，但是他还是上对对对上三个计划，这三个计划叫杰克逊嗯杰克逊、杰克森和范布伦对三位美国总统的名字。对对这三位美国总统，, Start Time: 3491290
Text: 嗯，他打算把这三个游戏全部做出来，叫复兴黑岛。嗯，那我们今天看起来就跟大跃进一样。对，就是复兴黑黑岛真正本源的他们的理念的那个三个计划。对对，嗯，首先就是我们大家知道啊是这个呃这个应该叫做杰弗逊，杰弗逊是一个 DND 的故事。嗯，它的背景设定是在被遗忘国度就被遗忘国度。, Start Time: 3511520
Text: 大家都知道就是崔黑子啊，这些流都西黑黑子、黑色。嗯，对，被遗忘国度，北方的谷地和缤纷谷很接近的一个位置，要他要写一个宏大的史诗。嗯，然后 EV games 曾经把这个游戏还还还还给他后面挂，说这个东西我们要做成伯德之门。三，你说这个游戏有多大？嗯，但是二零零三年四月这个计划被取消了，, Start Time: 3536120
Text: 具体取消的原因，到至今为止有很多说法。但大部分认为还是因为跟当就跟当时的这个推导呃， interplay 这个他的这个经济问题，对财政问题题。但是他留下了一个什么？他留下了一个很成熟的游戏引擎，嗯，这个游戏引擎最后就被运用到帆布伦理了。当这个我们后面再提另一个就是杰克逊，, Start Time: 3555780
Text: 杰克逊这个我们这个细节就非常少，这个游戏据说可能还没有开始做就取消了啊。对对对，最早取消这样对由这个戴夫莫多纳德就是呃因斯佩利另一个另一个职责嗯，由他由来负责。但这个戴夫莫多纳德，我们知道他后来也辞职不干了。嗯，对，那这个项目取消的对对对，实际上就是从九九年到零三年里边，, Start Time: 3574930
Text: 就是那个黑岛的人，就像那个落叶一样，纷纷凋零，一个一个就都离开了，嗯，都离开了。他最后就是范布伦。范布伦计划呢是由谁来主持？就是我们大家知道是谁谁呃， GE 对 sower er soyer sosoer er 对，是一个年轻的的将将，但对对，但是确实了不起，, Start Time: 3595860
Text: 嗯，微微加速的主主创。对对对，他的这个人当时真是哎呀，花了很多的心血在里，其对就是 sosowyer。他是一个很悲情的人物，就是说他没赶上好时代，其实就是严肃的来讲，他完全是因为威斯兰的和辐射才进入游戏行业，他非常非常喜欢这个游戏。他在进入游戏行业，就是为了爱，, Start Time: 3614140
Text: 为了爱这个事业，对爱是无价的。对对，然后在这个时候呢，克里斯阿瓦隆也离开了。对对对，是是于先生人离开了所尔范布开，可以说是对黑岛是一个重大打击。因为他是这个黑岛最终著名的文章，就这个文本写手。对对对，灵魂人物灵魂人物灵魂人。他离开的时候就剩下 sog 忆一个人啊，, Start Time: 3631920
