Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友，你再也不用担心被揭目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 CORES 点 com 我们不见不散。, Start Time: 27700
Text: 对对对对，舞黑了舞，我记得最早见有变变形 o 对也不说，最早就见到 s boss，在电影里好像是变形金刚吧啊变形金刚是对变形金刚一里头，然后有一个路人拿着一台 s boss 啊被炸了，对，被电了，肉变了。对对，还有火敢龙威啊，对火敢龙威玩战争机器，然后然后那间屋子炸了。, Start Time: 2077410
Text: 对对，其实这些露出，我觉得基本不敢。龙威然是能看出来，呃，官方也是想把这个品牌融入到年轻人的这种流行生活的这种文化里边，而不是说对单独一个领域。对对对，不过说到电影，我还还想有一个问题啊，就是说因为刚才我们举着这个例子，嗯，但是电影这几年的发展，我觉得跟这个用户群体的消费观念的改变是分不分开的。, Start Time: 2097290
Text: 对，就大家愿意去花钱去电影院去享受看电影这过程。对，而且可能电影票对他们来说，现在其实也不贵，也不贵了。但我觉得游戏机现在要跟电影比的话，其实它还不是一个同样的产品。对，因为它毕竟首先能游机的一个体验，还有大家在心里的这个消费制度来讲，嗯，还不太一样。你觉得需要多庭的这个能够到达我想比较理想，, Start Time: 2120060
Text: 或者是呃实际上这一点呢也是有待探讨啊。因为实这样那个呃所以呢我们我们索尼的朋友有没有过这样一句话，就是说如果看那个家机的一个价位的话，嗯，实际上真是不算高啊。因为作为一个现在家庭的一个 appoints 的话，你说呃两千四呃两千四百九十九，你可以拿到一个基础版。, Start Time: 2145020
Text: 那这样一个价位，你如果跟手机啊相比较或者家庭的其他的一个呃电子器，别对一台 iphone 手机强啊，对，实际上是呃甚至不光是 iphone 啊，你让看那个小米的话也是那是是蛮高的。对对样在这样一个情况下，就是从一个硬件这个体系来说，我倒觉得价钱不是一个对，, Start Time: 2167665
Text: 也不一定是一个印象啊，印象呢还是在一个游戏内容上面。因为大家之所以能够花五六千块去买一个水果机啊或者等等，都是因为这上面有足够的内容，能够让大家去就以生活当中每一件事儿。对啊，我想这还是一个内容为核心的一个地方。就是我倒觉得价钱不一定是一个门槛，更多的是怎样能够软件啊，, Start Time: 2188050
Text: 从不同的方式吧，或者方面能够把呃内容能够做到价。嗯，其实就是综合合的体验验内容，对，让大家有足够的理由买这个东西。对，因为你一旦知道那个值，就像那个前段时间实际上跟这个也做了关于精英手柄的对那精英手柄的话就是说有可能呃这个价钱实际上来说不便宜的。对，确实不便宜。, Start Time: 2210070
Text: 不过核心玩家就想买这个东西，嗯，因为他就感觉在呃你 know 的确这个东西对他的体验来说是有相当大的一个不同的。他能够感受到这一款硬件对他带来的一些呃体验的一些价值。对啊，所以说有很多东西就是还是回归到比较呃原始的一个点。就是当你有好的产品，有好的内容的话，, Start Time: 2232540
Text: 嗯，啊，能够有好的一些消费模式啊，能够展示在啊玩家面前啊，当然啊碧浪而蓝大家会呃为你买单。没错啊，不是一个价，你 know 那个主机的价钱实际上不是一个门槛。对我来说，嗯，然后那我这可能有一个不太好回答一个问题，就是一开始你像您像这个 SO 四 one 国行啊，, Start Time: 2254000
Text: 它有几次降价，嗯，那这个降价降到现在是因为当初的首发价格觉得有点高了吗？还是现在多少钱啊？呃，最近的最近最近的我们做了一个促销吧，两千四百九十九，然后就是他的那个不带呃不带摄像头的啊，两千四百九十九。嗯，怎么说呢？因为呃作为第一个进入中国市场的话啊，肯定会会更一些。, Start Time: 2276250
Text: 呃，就像我们刚刚讲的一些假设，然后该对于整个市场的一些假设，嗯，呃那整体啊我们在做那个定价一个分析的时候呢，实际上都是非常精心。实际际上过很多的市场调研和分析，嗯啊得出了一个结论呢。那当初是我用用了这样的一个呃商业的模式啊，就是会把呃主机会配置比较高一些。, Start Time: 2301750
Text: 嗯啊然后在呃软件啊等等，或者在呃进货员等等，能够把它的价格稍微往下调整一些，也是希望能够更适应呃国内消费的这样的一个呃模式吧。嗯，啊那在整个一年当中，实际上就像呃您刚刚问的一样，就是的确我们也在学啊，也在更加更 t 机在看看对消费者对于价位啊，对于内容啊等等方面一些具体的要求。, Start Time: 2323570
Text: 对啊，所以说我倒觉得这是一个呃一个不断的听取啊消费者反馈啊，在及时做一些进一步的调整这样的一个过程啊。那呃不过在这个过程当中呢，实际上我们非常关注。因为呃我还是呃非常关注，就是我们第一波的呃得问的一些购买者。对啊，实际上在这一年当中呢，实际上也做过好几次啊，, Start Time: 2349340
Text: 那个针对呃 day 问的消费者的一些呃回馈回馈吧。从游戏啊啊、印楼从进会员啊等等都做了一些呃做做了一些动作啊，能够希望能够去弥补这些呃对价钱的一个一个调整吧。对啊，所以说这一块呢我们会继续努力吧。因为 david 的一些用户对我们来说是非常非常重要。他是尼楼 x box 的核心的核心中心玩家。, Start Time: 2376040
Text: 对对对对对，所以说这一波的话，我们一定会啊要继续努力吧，能够把最佳的一些内容能够最佳的一些福利啊，能够带给啊这些玩家。对，因为这些人好不容易说。对，等首发，然后新买了手机第一时间支持。对对对，嗯，很感动的。其实像您刚才说的，就是正好说到 davan 这批玩家家，, Start Time: 2403750
Text: 就是可能也会在之前也会有一些玩家就是很好奇。嗯，就是可能有些人记得就是在上海的那一发布布会，对对对对，发售之前首次公开。对，其实当时对于就是啊是怎么说呢？给大家的展望的那个前景还是很好的。对，比如说一些大多的阵容以及厂商的支持。对，但实际上就是咱们现在看到啊嗯还是有一些阻力，, Start Time: 2424430
Text: 就是还是有一些需要对反复去打磨去推销的地方。对，那就是现在从您的经验来看，呃，未来去引进海外游戏，或者说未来咱们在走审核这条路的时候，有没有说一些就是嗯更有效率的方式，或者说一些更好的选择。我想几个方面吧呃，几个点我稍微阐述一下。第一个第一个领域呢就是说呃的确通过呃那个组织进入大陆市场啊，, Start Time: 2447140
Text: 对整个中国玩家的话，他的一些需求有了更深层次的一些认知。呃，从一个程度上啊，我们在非常核心推进的一件事儿，就是怎样能够让所有的啊，比方说呃第一方的游戏内容能够在第一时间能够把他的简中啊，甚至把一些那个配音啊能够做到楼减中的版本。啊，那这样的话呢就算在呃全球发布的这个时候，, Start Time: 2475180
Text: 已经在啊中呃对于中国地区有啊简体中文的一些支持 ino k 这是一块就是非常实际的大概对做了一件事。嗯，啊那这样的话实际上对于现在我们 devin 的玩家，或者以前啊一楼水货机的玩家来话都是很好的一个福音。因为呃实际上在本地化这个方面啊，也因为有了这样一个一楼非常好的一个契机吧啊能够让工作时认识到这个市场的一个重要性啊，, Start Time: 2505110
Text: 能够把他的在中国呃简听中文版的一个本地化的一个工作，能够做的更加完善。啊，这是这是一块。然后另外一块呢，实际上的确你刚刚也提到过，就是说啊我们对于中国，就是你有哪一些内容能够呃要核心的引进的话，是不是有也做了进一层次的分析。对啊，肯我们也做过了。那其中一个地方呢就是说啊有可能会针对比方说体感啊一个方面的一些游戏。, Start Time: 2533490
Text: 我感觉中国还是有蛮多的一些市场，大家也会对这一方面的游戏又是基本上比较健康，比较啊用了优秀的一些游戏，而且容易吸引眼球。我觉得就是家生玩家之前那个水果忍者。对对对，水果忍者啊，从那个啊 inlo kis r 就是他的那个呃那个 connect 的一个运动的嗯呃一个呃一个游戏的话，, Start Time: 2560080
Text: 或者呃后面的像呃武武力全开呃，演了无动呃，就是那个呃单身虫啊等等这些游戏的话实际上都是啊蛮好的啊，甚至最近呃好多玩家也都在跟我们谈那个 fance 啊，就是那个哦健健身的学说健身最近也上了一个新的 DLC 啊，那就是太极啊。那这样的话实际上很多人啊也是非常呃期待这样的一些游戏，, Start Time: 2581600
Text: 能够呃进入到中国来啊，除了这个之外呢，像用了我的世界啊啊，甚至像啊黑 o 啊梦幻等等这些大作啊，也是我感觉比较合适的。当然还有一系列其他的一些游戏对我来说也是蛮重要。就是啊特别是在电竞这一块，那电竞这一块啊，微软大家已经看到在全球的范围当中，我们已经 announced 的。, Start Time: 2607860
Text: 比方说黑龙五啊会在全球范围当中有一个世界锦标赛。嗯，啊一楼去让大家组队去一楼做那个啊阿瑞娜的一些一些一些一些漂亮。嗯，对，那那也是对那个那个电竞这个领域的一些认知。那在国内呃大家也知道电竞是非常的火爆啊，那有一些内容实际上是更增能够促进电竞这一块的一个拓展的话，, Start Time: 2630130
Text: 对我们来说也是非常期待能够把这些内容能够引进来。嗯，所以说对于中国引进的一些游戏的话，也会有一些一定程度针对性吧。这个跟啊电影也是一样啊，也就是说百分之一百所有的好莱坞的作品都带到中国来，反而是啊其中一小部分啊能够能够带进来。还有第三个领域呢，就是呃我们在做的特别特别在内容方面，, Start Time: 2655810
Text: 就是大力的去推进本地工作室的一个拓展。啊，因为这一点对我来说呢，不光光是是一个非常长期的一个可延续性的一个战略啊，之外实际上还有另外一个非常重要点，就是在今年的那个 china joy 上。嗯，啊我想跟跟大家讲讲个故事啊，一个呢就是在今年的一三上，大家应该也都去过那一山了。, Start Time: 2676970
Text: 对，在一三上实际上呃呃呃就是 fux box 老大给大家传递的一个非常重要的一个声音。就是说啊独立开发商啊对于整个品牌的一个重要性啊，实际上在 x box 主舞台上，它实际上是讲了三十多款啊，独立独立开发，独立游戏啊，那在这一块呢在国内也是非常非常的重要。, Start Time: 2703020
Text: 所以说在呃 china joy 的时候，实际上大家也都采访过那个 fuel spster。他其中讲了一个点，也是非常期待，就是国内的独立游戏开发商能够有更有作为。嗯，啊那共应作为的两点，一个是对国内的玩家来说是一个福音。实际上在全球的玩家来说也是一个福音。, Start Time: 2723740
Text: 因为大家非常期待看到一些新的元素，新的玩法，新的啊那个商业的模式。啊，所以说这一块的话，我们也非常期待能够通过国内独立开发商的一个拓展，能够把内容达到一个新的高度。对，但是您说到这儿，我就有一个问音，就是说听说这个就是国内的一些独立游戏开发商，他们在做一些游戏的时候，, Start Time: 2739740
Text: 如果这台主机国行版啊，他没它的销量，它的装机量因为没有铺的那么大。嗯，这可能核心玩家更在乎的是哪些商业大作。但是又因为这些游戏短时间内没有那么多，嗯，那这装机量上不去，那他们可能会觉得我开发的时候呃成本会比较高啊，然后会不会有那么多人去买我的这些游戏。所以说从呃有公司这个角度来说，, Start Time: 2760690
Text: 啊，从微软这个角度来说，更多的会做两件事儿啊，一件事呢就是说怎样能够帮助这些呃国内的游戏走向海外。实际上我们已经看到像吴东啊、吴东呃在去年九月份啊国内发布之后，实际上在呃今年的三月份啊在全内有做的发布。实际上它的一个产量和它的一个用户量啊都达到一个非常高的一个峰值啊，, Start Time: 2785710
Text: 为什么这么大家比较热捧？除了它的内容之外啊，还有更多的是新的一些玩法，核心的一些引流商业的模啊商业的模型。啊，实际上在海外也呃那种呃做的更加的好啊，那除了这个之外，我们现在另外两款，像那个呃那个西游啊、呃西游那一款胡闹西呃胡闹西游那一款和那个呃摩卡幻想啊，, Start Time: 2808330
Text: 实际上也都在呃进入到走向海外的这样一个过程啊，这是一条途径。就是说呃当就是我如果看装机量的话，不光是在看中国主机的装机量，更多的是呃全世界所有主机的呃那个 x box 主机的装机量，这是一点。还有另外一点呢，就的的确确就是呃怎样能够。当然呃 windows 还在一个早期的过程当中啊，, Start Time: 2832820
Text: 就是 windows 从七月二十九号上线之后啊，在总呃在上海的那个下载量啊，在这中国的这个下载量实际上是蛮庞大的，现在是全球第二啊啊，对，这么大了。对对对对对，这个是超过那个呃要靠近要快幻想，然后快呃千万级的吧啊应该在千万级这样的一个一个水准啊，那有这样好的一个呃一个呃下载或者一个 install base 呃的情况之下，, Start Time: 2854140
Text: 实际上对于广大的游戏开发商来说，是一个非常利好的一个消息。特别是一个新的平台的话，实际上有很多呃拓展的机遇。然后再加上有的呃 UWP，就是你可以用同样的一个呃论坛的 engine，就是那个编译的一个引擎，嗯，啊，能够跨那个 PC 的平台和主机平台上很简单啊。, Start Time: 2886960
Text: 对，就是你可以开发一次，就是在不同，你就按照他那个屏幕去做一些适配啊，做一些调整啊，就可以就 OK 了。对，那这样的话，实际上对于广大的那个开发，就是回答您刚刚的那个问题，就是说拓展是不是值啊，我的 ROI 是不是够啊？那这样的话，你既然能够呃开发出来，又能够走向海外，, Start Time: 2905760
Text: 又能够跨平台的去求的话，那有可能可以去呃评估一下。嗯，那我还得有一个相对来说不知道好回答，不好回答的。您能不能大概说说说现在国行 x box one 卖的怎么样？嗯，我想呃应该应该这么呃这么来回答吧。当然就是啊我当然希望能够越来呃卖的越多越好点啊，这个肯定的。, Start Time: 2924500
Text: 不过就是在第一年的话，呃，还算是呃就是比较比较呃实际性。呃，实际方面的话呢还是比较呃吻合我们自己的一些想法，就是它整体的一个量啊。那除了一个主机的量呢，不过我有一个观点呢，还是要跟广大文件也稍微说一下。主机的量呢只是呃实际上你最近看那个 fuel spencer 呃，, Start Time: 2947180
Text: 实际上写过一篇啊，就是最近呢有一个报道，他一直在讲，他现在呃当然也会看了，就是它的主机的量就是跟那个索尼的一个比较，不过它看的不太不是太多。嗯，嗯，为什么不是太多呢？因为对我来说就是呃主机的一个成功，或者这样一个呃市场的一个成功，还有好几个其他的一个有所描述。, Start Time: 2971990
Text: 一个呢就是你的那个软件的 attach，就是你在每一台机子上大家用多少款啊，那个 content 每台主机的购买率。对，然后你每台主机上呃它的使用的时间，呃，然后你在每台主机上它的那个内容方面的一个消费的程度。嗯，呃每台主机上它的那个金会员的呃购买的程度，, Start Time: 2995050
Text: 这些呢实际上都反而是更多的一个评估啊。因为的的确确主机是一个不是一个呃每台泛平台，或者它是一个广义平台的这样一个概念。主机的一个平台，实际上是一个小众平台。嗯，对啊，因为真正主机的用户呃，实际上跟 window 比方说跟 PC 端的用户是这个量级是非法比的。, Start Time: 3018110
Text: 即使在美国北美市场呢，也是一个小众。对，那就是跟 PC 比，它是没法比的。它它肯定是一个小众市场。就是在在小众市场当中呢，我倒反而更看好就是啊我的中击量啊，我的进货源量，我的使用量嗯啊就是这些数字来说，基本上你如果看的话，基本上在每一个这样的一个指标上啊，, Start Time: 3038960
Text: 因为微软的 x box 都会啊胜出 OK，就是它的那个阿铺比方说啊是非常高的嗯，啊啊的的用量是是非常的啊啊的那个进货员的一一 attch 是非常高的那这样的话才会有比较持续性的一个 business。所以说一个核心的观点就是说主机呃作为一个硬件设备的话，只是一个那这是一个呃用英文说只是一个 enable 了，, Start Time: 3057760
Text: 只是一个呃能够制造出结果的一个催化剂。嗯，不过不是一个节点啊，就是一个一个一个一个一个这个终结一个终结，还是在一个呃内容的使用内容的呃消费也是说目标不是为了说卖卖出这一台就完了了。是说当然是很重要了。因为你有了这一台的话，对 atatach 吧软而更多的是未来的一些服务，, Start Time: 3083570
Text: 还有软件这种嗯综合评价。对，嗯，然后那还有一个问题，就是当初其实在 SO 钻国航发售的时候啊，我因为大家都知道，我说因为国航有这个所需的这个这么一个事，嗯，然后后来又解锁了。然后网上对这些内容的一个评论还是挺多的，玩家可能做的比较比较大。您是怎么怎么想的的？, Start Time: 3107010
Text: 这个事啊呃还是比较简单依据吧。就是说呃一呃一个点呢就是说呃微软在任何一个地域做呃市场或者做做业务的话，都会比较遵守和本地的一些规则。嗯，啊因为呃作为一个国际公司的话，我想这一点还是比较看重的稳妥的，呃，也不一定稳妥。就是你要尊重一些啊他的一些基本点。嗯，然后在这个过程当中呢，, Start Time: 3130220
Text: 我们会积极的听取呃很多玩家的一些反馈啊，然后在这个过程当中，怎样能够在呃他的条文允许的嗯这样的一个范围当中，能够把最好的一些能力呃给到我们的玩家。嗯，啊就是这这一块呢实际上是大家在前段时间啊也都看到了就是未来自己做的一些动作。嗯，啊对，说说这一块呢还是会继续努力吧。, Start Time: 3157220
Text: 应该我想玩家越来越多的一些非常诚恳的非常建设性，呃，有意见对我们来说也是一种呃推进吧。对，然后其实不光这个事儿，嗯，上次咱们在好像是在 c 勾的时候做采访。当时还问到您说这个繁体中文的事儿啊，对对，那到目前为止这个有信儿了吗？大概会在什么时候呃，繁体中文这个事儿呢？, Start Time: 3181900
Text: 我们也呃政在机制在做啊，有几个方面吧。就是实际上你最近如果看那个战争机械的话，战争机器的繁体中文，实际上在游戏里内置。对对对，也可以也可以跑了。对，就是呃就是现在的话有可能更多的一些工作呢，还是在每一个工作室啊，他们在做一些具体的工作。比方说像呃 EA 的非 a 那非 a 的话就是通过那个自带的呃自带的直接选择择择择那个。, Start Time: 3204260
Text: 对对，是有选项就好了。对一个个有选选项啊，有一些游戏呢就像那个战争机器，然后这种可以做做切换啊，就是一个当然我们在平台这个级别，但这个这个呢跟呃内容实际上没有太大的关系，只是在呃我们在那个系统当中也在做一些调整吧。这个不光是中国的一个需求，实际上在海外也是有其需需。, Start Time: 3231010
Text: 因为这个之前好像看到对有有这个类似所谓的改进或投票嘛。对对对，然后当时好像这个这个投票结果是第一，因为海外有很多国家有这诉求。对对，就是有可能我不是在就是自己的国土，不是在自己国家，但我买这个机器，我一个是可能要兼顾卖场的事儿，然后再有一个我可能看自己语言舒服。, Start Time: 3252650
Text: 对，所以这个来回切换确实是个就是一个大众的需求。求是的，对我是一个在美国工作的一个法国人。对，然后身身体里都是中国的事。对，那那个您刚才也说了，说战争机器其实自带反击中文，然后包括 fota fota six，它是有简几有简有简单，那这个里头就会有一个矛盾，, Start Time: 3273070
Text: 就比如说像像这游戏戏，其其已经是是中文了了。那很多玩家他可能就是比如说我已经买了水货机翼的那我可能现在就去买了这个游戏，直接就开始玩了。嗯，那如果未来再出，比如像 foto six，他在出国行游戏的时候，嗯，那怎么能够说服玩家再买一份呢？或者或者这么问嘛，, Start Time: 3294500
Text: 就是水货这个市场这些渠道卖的这些产品和我们对针对国内市场这些玩家们卖的这个国航的这个游戏，他们之间对于您这边来说有冲突吗？呃，从我这个角度来说， x box 玩家就是 x box 的玩家。嗯，啊那呃工人也在做呃很多的工作，怎样能够呃提供这些玩家呃，有一系列的福利，, Start Time: 3312140
Text: 能够让他完善的时候能够玩的好。嗯，啊就像呃您刚刚提到那个问题的话，实际上呃我倒觉得呃也是有这样的一个可能性。就是说呃在呃国行上的一些游戏，真正在呃国内售卖的一些游戏的话，他的一些呃有可能售卖的渠道啊啊，或者一些医疗价位啊，跟呃海外的一些作品的话，有可能还是有点不同，, Start Time: 3338270
Text: 会便宜一些，那不一定是会便宜的啊，有可能让一个广大玩家更便利的拿到一些呃这样的一些区作吧。嗯，啊说那这这有可能就是一个选择吧。啊，那呃从公司这个角度或者从工作室这个角度，当然是希望给玩家更多的一些选择吧。啊，所以说这也是一个呃一个可行性的一些方案，我们继续往下走啊，, Start Time: 3364790
Text: 那从呃我还是呃非常很要关注这一点，就是所有的玩家都是有 x boss 玩家。当然啊特别是现在在没有形成一个呃有没有一个盗版的可能性的一个可能呃些呃说啊，因为的的确确对于知识产权的一些尊重啊等等，还是比较关键的那在这个领域当中还是蛮期待，就是呃所有的玩家能够给我们呃更多的反馈，, Start Time: 3388470
Text: 更多的一些耐心吧。能够呃当然公司也在做不同的努力，能够把呃最好的一些东西能够带给啊很多的玩家。那其实等于是在微软这边的想法是说，呃，无论是水货玩家还是国行的 x box 玩家，其实都是他都是非常专业的，非常呃忠实的 x box 的玩家吧啊呃或者更呃更精确的说，, Start Time: 3413000
Text: 有可能是咨询玩家是对于某些那个内容的品牌是非常的关注的。嗯，啊呃因的的确确只有在在 XX 上，你可以玩到一些独占的内容。对啊，这种包括像呃用了光环舞啊，像那个薄目利影啊啊，老登的一些作品啊。那怎样能够尽可能的去帮助这些用户，能够第一时间呃可以通过一系列不同的渠道，, Start Time: 3437240
Text: 能够拿到这一些作品，能够跟全球的玩家一起玩啊，第一时间呃同时玩啊，那这样的一些能力的话也是我们非常关注的吧。嗯，时候啊我们有太多的区分，哇， x box 玩家就是 x box 玩家，那这就非常好啊，其实这样对对，其实这样是挺好的，就是我觉得喜欢这个品牌就可以。, Start Time: 3461280
Text: 但是如果你要愿意支持一下国行，那更好。对，就这种态度吗？对，那能再问您一下，就是现在国行的 x box 玩游戏里头有哪哪哪哪一款是卖的最好的嘛？呃，黑 o 实际上是我我我分几个方面讲啊，就是呃黑 o 的确是呃它的表现是非常的好，不光是它的下载量和它的那个月月活量嗯，, Start Time: 3481570
Text: 啊，以及它的那个呃购买和使用量，实际上都是呃占了蛮前。所以这也体现现实际上国内很多玩家对于呃三 a 大作的话还是有蛮有渴望的。呃，争取大家希望能玩就是纯粹的就是呃用了国行版的呃试玩长在国航机场啊嗯这样的一个数据啊，实际上还是蛮蛮呃喜人的，就是大家还是蛮开心看到这样的一个结果。, Start Time: 3504150
Text: 嗯，还有另外一个领域的的的确认，我们看到是做的比较优秀的。就是这个呢不是一款游戏，而是一个呃游戏的类别，那就是体感啊，体感游戏呢的的确确在呃国内我们看到这也是说在呃国行上可以购买的啊那个消费的这些。嗯，啊那在这一块的话，我们的的确确看到了就是呃体感游戏也是蛮畅销的。, Start Time: 3528980
Text: 就是大家对呃这些东西还是蛮看好大家对于一些新的游戏的体验，比较健康的一些生活形式，还是蛮推崇啊，所以说这两个是呃我们看到的一些最近的一些结果吧。感谢小苹果儿。对，然后那其实如果说到这儿的话，我觉得可能有些玩家还会特别关注一个问题。嗯，就是说呃您就还是拿呃，, Start Time: 3553300
Text: 拿是叫武力全开，对，主上是二零一五拿武力全开。举例子的话，其实呃最起码他有中文歌嘛，在国行版本。那么其实有一些买水货的玩家，或者说是玩海外版主机的玩家，他们可能会有一些兴趣，或者有一些就是买国行游戏的这种欲望。那其实很多就是代表一些玩家问这个问题，就是有没有可能有一天我们在海外的主机上运行咱们国行的游戏，, Start Time: 3577870
Text: 嗯嗯，可能性肯定是有了啊，也不说不好说，我说可能性肯定会有啊，我想更多的是呃还是回到那刚刚说的一句，就是说呃看用户的反馈，嗯，啊看用户的反馈。如果的确有这样的一个需求的话，我想呃作为一个呃一楼以消费者为核心这样的一个一楼观点的一个公司的话，肯定会在这个方面做更多的一些事。, Start Time: 3607410
Text: 对呃，说我想这个方面也可以通过集合，可以通过广大的一个社区的跟跟微软直接提啊。我们也有那个 feedback get 的 x box 啊，在在 x box 点 com 这样的一个网站啊，可以让广大的玩家直接的跟 x box 团队联系一楼提这样的一些建议。实际上最近大家看到像那个一楼三六零的商家呃上学建议。, Start Time: 3634660
Text: 对啊，就是因为欧软玩家的心声啊，对对对，这个是那不一定就是说对于微软的业务能够起到呃什么太大的一个呃一个一个。但是这是多明心啊呃说我个是非常重要，对能够啊能够尊重玩家啊，这是一点，就是微软也在做一些事，其实是什么？所以说大家也可以看到，在一三的时候，呃，伊当当然有很多独立大作引起大家很广泛的兴趣。, Start Time: 3656240
Text: 实际上三六零的那个上海兼容，对啊，实际上也深得民心。对，没错，那等于是如果国内的玩家有这种呼声的话，他们可以去都可以啊，这样。对对对对， feba 啊，要打 x box。点 cot 实际上是呃一个针对全球玩家的一个完成。当然你需要有一个那个 life 的账号能够达好，, Start Time: 3679270
Text: 对，能够切进去啊。那这个知道你是一个 x box 玩家，是对，从这个有商，咱不说竞争对手，从友声这边，我那个您这是否也学习学习了一些什么东西，或者说呃值得借鉴，值得借鉴的一些东西。嗯，哎呀呃说没有是假的了，肯定呃我想呃我们双方都在，实际上双方都在学习。 OK 对于呃中国市场或者中国玩家的一些认知都在都在学啊，, Start Time: 3699470
Text: 我想呃有一个点，我想双方都学的比较一致，那就是呃对我来说 x boss 玩就是 x box 玩家。嗯嗯，因为我们友商来说 PS 的玩家就是 PS 玩家。嗯，我想这一点的话，我们双方都在学好吗？呃呃呃呃，除了这个之外的话，呃，我还是欢迎回到我刚刚讲的那一句，, Start Time: 3735050
Text: 整个市场比较大啊，我感觉呃我还是也是那个邀请我们的友商一起，这样能够把这样的一个市场比较健康的去拓展。对，呃，因为实际上要做的事很多啊，我倒不觉得就像前面也说过一样，就是呃你能随意的去拉动呃消费者市场，从一个价位呃等等方面啊，不一定是件好事。嗯，啊那是不是应该更合理的去推进一些内容方面的一些拓展啊，, Start Time: 3757030
Text: 合理的去推进一些本地在内容创意方面的一些拓展。啊，怎样能够让新的开发商或者已经存在的开发商培养出一些比较好的气质或者他的一些素质啊，不光是在呃商业模式上，更多是在呃故事内容、情节、文化等我方面做更多的一些创意，能够把这些 IP 不光在国内做的好，在全球也能够被认知。, Start Time: 3791590
Text: 我是非常期待，就是在呃往后的几年年依的主舞舞上上，呃，中国国 IP 能够够传一些赞助舞台上出现这个对我来说是非常非常有价值的。嗯，啊所以说我想这一点的话，我倒更希望能够要求我们的友商一起融入进来。怎样能够共同非常健康的来拓展这个市场，嗯，啊，而不是呃也要比较恶意的去竞争。, Start Time: 3818590
Text: 对啊，我想这这一方面呃必须从我做起，因为要从我们呃作为那种行业当中的参与者来做起。嗯嗯， OK。那么还有就是刚才说到就是这一年当中积累经验。那么通过这一年的经验的积累和对市场的了解，微软对未来的几年的计划可以预见的，或者说对未来市场的这个估计是可以预见的。, Start Time: 3842100
Text: 就我们很担心一点，就是说如果我们一直这个主机销量上不去的话，会不会哪天微软没有信心了，然后就不做做了不做了，撒手不管了。对，不会的，那个不会的。实际上在呃那么主机这一块呢，就是那呃我想两点吧，肯定会有期待。我们从一个销量的话，一般的情况下呃，你真正要形成一个呃一一个一个气势的话，, Start Time: 3866720
Text: 你起码我想呃现在呃五十万到一百玩起码是一个基点啊。因为有了这样基点的话，呃，大家的一个呃兴趣或者开发展的一个兴趣啊，对会会有对来啊，所以说这一点的话还是肯定会有一个量的。嗯，啊不过这一点呢就是呃大家还是抱着一个呃循序渐进的这样一个心态。对啊，因为主机这样一个市场啊，, Start Time: 3895400
Text: 如当整体对对于主这个领域当中，它的一个公共认知程度低于百分之十的话，实际上是还是有很多拓展的空间。对，能够让主机能够更受到啊一老广大玩家的一些认可，还是慢慢来。对那在这个过程当中，就是我的工作就是怎样能够要跟总部接轨，让他意识到这样的一个过程，不是一天两天的事儿。, Start Time: 3921190
Text: 对啊，因为的的确他已经闭掉了十四年了。对啊，那在这样一个复苏的一个过程当中啊，定需要要耐耐心，呃，要搭建一个健康的一个呃一个生态系统总部总部有耐心的。呃，我当然既然借了这个位置的话啊，要要一定要让他们有耐耐，让需要都有点任。对啊，我想啊我想就是一个好的一个促化剂呢，, Start Time: 3941530
Text: 现在就是那个 windows 啊 windows 的出现。实际上对于呃整个游戏市场，特别是中国的游戏市场，因为会呃带来一些新的一个强行记忆吧。嗯就是还是蛮期待的，就是说呃这个东西呢呃急不来，也还是要一步一步来。然后我的工作怎样能够让总部保持内心啊，然后让国内的玩家也要保持暖心。, Start Time: 3963620
Text: 对， OK，我再问您一个问题吧。嗯，对，可能就是相对来说有点儿有点八卦一点的。就是因为啊大家都知道，就是呃关注国航的这些玩家，可能从刚一开始首发的这一批，然后到后来就是希望能够这个就是国行的阵容比较丰满的这一批玩家可能多少都会有些不满意。然后呢，这个时候咱们就会见到有一些玩家呀在微博里，, Start Time: 3985220
Text: 嗯，或者说是在您个人的微博是吧？对对对，有一些就是恶意比较恶意，或者说就相对偏激一点的言论。对对，那其实我觉得这个您肯定都知道是对，您就是在在那个时候您是一个什么反应？嗯，非常老实说吧，的确确非常不习惯，郁闷嘛，大概呃呃当然郁闷了。当当有很多人在呃你自己的呃个人微博上啊，, Start Time: 4012110
Text: 就是非常敞开胸怀的男人在骂你的时候啊，不郁闷是假的，可为呃肯定是蛮郁闷，嗯，呃甚至有段时间你不大希望去看啊这些评论。因为感觉就是说嗯呃的确会有些打击吧。 OK 这个呃非常自然的一些事儿啊，不过你到回过头来再想一下的话呢，我倒觉得那当然很多新生也分成好几种。, Start Time: 4038630
Text: 那一种呢的的确确是呃 x box 忠视的一些粉丝，他们也在呃整个行业当中也非常期待这个东西能够做好。嗯，对啊，所以说呢他们都多多少少有点恨铁不成钢这样一个对呃病楼情节在里面。那这一波呃玩家呢实际上我是非常非常的尊重。因为呃这一波玩家的的确确是微软最核心的啊一个胜利军吧。, Start Time: 4068590
