Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友，你再也不用担心被揭目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 CORES 点 com 我们不见不散。, Start Time: 27700
Text: 给英格雷军队赋予了一些人性化的一些描述。对，但是在之前我们一直把他们当做战争的机器，其实就是乎乎没有戴戴过头盔，永远都是那衣。他永远是一副就是说冰冷的不可交流和沟通，完全无法交流。他就是战争的杀戮机器，就是最典型的就是福装二的开场。对，服装二开场，然后就是避难所的门打开，, Start Time: 1852450
Text: 然后遭到了屠杀。对啊，这个时候我们感觉他是没有人性的，但你没有他摘下头盔来，其实跟你一样也是。对对对，是的，是一个普通的人。对，他们就说我们都是士兵，我们也是为了国家，嗯，对吧？我们的理念也很崇高，我们也是为了拯救你，也是为了拯救人类的命命。对我觉道道怎么么做官让让我开，, Start Time: 1872590
Text: 难道我还还不不枪枪就是大家互相理解，然后达成一个强行甩锅的这样的。嗯，然后他在这个新维加斯里面就告诉你，其实有些时候反派规定真的是反派，就是你很难确定一个人究竟是善是恶。但其实这个这个就是在英克雷身上是反映的非常淋漓尽致的这样一个情况。那么我们把英克雷看作一个整体，, Start Time: 1890450
Text: 那么它所代表的是邪恶的，是冰冷的，是残酷的。但是呢你如果分解到个体的话，我们会发现个体它作为人类的存在的时候，他同样是和普通人类没有一样的区别。对对，嗯嗯，然后英克雷算是在辐射里面登场的一个很重要的势力。但其实还有一个同样重要的势力叫天启追随者，嗯，这是宗教手织，, Start Time: 1912270
Text: 这是从一代到一代的新维加斯。对对对对对，天启追随者的背景呢其实并没有一个特别深刻背景。他们就是在这个呃辐射机里面有一个叫大教堂之子，就是呃很多呃就是相当是一群医医学掌握医学科学的科学家的后代。嗯，是一个宗教组织。对这个宗教他们的目的就是他们和学新闻家的对对，, Start Time: 1933350
Text: 我们也是收集科技。但是他们的目的是把科技奉献于其他人，奉献于废土之上，给废土之上，共享带来帮助对共享这样的一群人。那个很多人他们很多人其实就是怀疑天启追随者这个想法。关于这个教派的想法是来源于就是美国的山大基教啊，就是科学神教，三大基教科学神教。对对，就是那个汤姆克鲁斯作为那个教派偶像的这样一个，, Start Time: 1955870
Text: 就是他们他对他们奉科学，他们奉科学为人的一个核心。然后关于山大基教呢，他还有另外一个映射，就是在那个辐射二里边的哈佛教，嗯，啊这个我们可以稍后再说。对对对对啊，这个呃天气追随者在游戏里面他总是以一种圣母的形象出现。圣母他们会没有条件去帮助很多人去治疗，给你一些吃的喝的。, Start Time: 1978960
Text: 就这样的一群人，非常一群好人，但是因为他们的这种就是过于过于崇崇高理念，给他们带来很多麻烦。嗯，你会经常发现，每次他们都是非常悲惨，总是因为自己的崇高理念而招致一些一些灾难。对对对，就是但是尽就尽管如此，他们还是坚持不懈，从辐射移到辐射。新维加斯上坚持不懈的在这个荒凉的废土上拯救更多的人物。, Start Time: 2002535
Text: 其实就是在新维加斯里是有很多地方有意思的细节。就打个比方说，在呃经过 prim 之后，有两个断桥的断桥，下面有两个天体追随者的尸体，你不知道他们从哪里来。但是他们身上教袍是是天体的天体，人是天体的人。然后那包括说是在新维加斯里边那个医生，你最重要的一个同伴嗯，, Start Time: 2026280
Text:  okatkcolon 他也是从天启这一块来的。虽然他以前是英格雷的人，对对对呃呃，先持追随者有一句话就是我们的信仰并没有一套固定的规则。我们是想让和平重归废除，努力拯救这个将要灭亡的世界。对，但是就是从世界的就是整体的规则来讲的话，呃，他们的行为和动机都非常崇高。, Start Time: 2047900
Text: 对，然而也没有什么卵用。对对，其实我觉得发射塑造这些组织都是都是这样的对，目的很纯粹，而可能大家目标是一样的。但是只不过他们的有些方法之类的不太一样，实际上就是取决于你的认知嘛。对对对，那么就像特别典型的像新维亚斯里面，然后己方的势力你可以选择一方来做对，, Start Time: 2070030
Text: 也可以选择自己来做。对，最后取最后的结果取决于你的一念之间。对，因为你是主角嘛，你很屌，并没有绝对的善恶的分界性。对对对对，就像我们前面谈到的，就是英格雷也好，兄弟会啊 NCR 也好，然后天启也好。对对，他们有各自的这样一个准则。对对，只就是你是否认同他，, Start Time: 2090150
Text: 你到底你如果能够认同他的话，那你就是归于他们这些。对对对对，你很多选择，你可以以做你自己对对对，认同的这个这个组织加入他们。对对对对对，但是非常讽刺这点是什么呢？就在这么一个崇高的一个组织里面，诞生了一个大反派，就是凯撒。对对对，嗯，凯撒呢就是必须要提到凯撒军团是在新维加斯里面登场。, Start Time: 2111530
Text: 这个同志我们相信以后的游戏人可能还会遇到这个情况。凯撒他本人，他是来自于就是呃天启追随者，他天气追随者一员，他最早是干什么？他最早是一个很普通的研究人员，他需要跑去这个呃一个土著。就是在嗯科罗拉多州那边呢，有一群土著在互相之间打仗，凯撒跑去研究。在核战之后，, Start Time: 2133600
Text: 这些就是土生土长的土著的语言文化到底怎么构建起来？他本来是去做这个研究的，就没有想到他刚到了那里之后，就被这些土著给绑架了。土著就认为你是不是对方派来的间谍呀，你嗯他把他给绑起来了，绑起来之后，凯撒就很无辜啊，和他一起被绑起来的。还有一个叫做约修亚约修亚约约亚亚姆对约是格拉汉姆，, Start Time: 2156700
Text: 他这个人呢也跟他一起被绑绑起来，绑起来之后呢，他们两个就嗯很快就被杀掉。嗯，杀掉之后呢，凯撒就给这个他这个土人的头领，说你们这样打仗是永远都不会打赢的。就是你们这打仗竟然就是说儿戏今天打两下，全部去打仗，你杀我一下，我杀你一下。嗯，你们永远都没法赢得战争，, Start Time: 2178300
Text: 你们教你们怎么打仗仗凯撒就用自己在天启之罪的学到的知识，他自己在就是天之座学到那些看到双抗知识进行了一全面面战争。什么叫全部战争？部落里的妇女全都开始生产，不如你男人全部去打仗，不停的进攻不停打，那当地的土著根本没有见过这种战争形态。很快土地对不对？很快就被他所那个征服了。, Start Time: 2197900
Text: 这实际上就等于是给非洲原始部落送去了一个孙子。对嗯对，就把这个打下来。打下来之后，哎，好这个当地土著就把凯撒就是奉为高人，奉为尊神。嗯，就是这这这绝对是上天派来的高人啊，就这么厉害。嗯，然后凯撒很快就被这种赞美神给称，就是这种对膨胀胀膨胀。嗯，他就自诩是凯撒是来自一本荷马史诗嗯走向了独裁的道路。, Start Time: 2219250
Text: 对，走走向独裁，他就开始真正的成为一个独裁者。每征服一个部落部落。所有人必须把自己部落里面，就是能很多那些部落呢。为了彰显自己部落特色，必须有扎辫子的，有把脚搓成黑色的，所有人把这些标标记全去掉，不去掉这杀光。嗯，就是好像是他在几年时间之内统统统治了几十个部落。, Start Time: 2244380
Text: 嗯嗯，对，他把整个这个西部地区，就像科罗拉多州啊这几个州，他把这几个州全部都统相当于是统一了。统一之后呢，他就自称为凯撒大帝，然后变成了一个非常非常残暴的独裁者，就个个他的这个国家也是一个以奴隶制为为主。在新维加斯里面，他们提到说是这个凯撒军团到底就就就是呃占领了多少个州，, Start Time: 2266020
Text: 说犹他州被他们占领，新墨西哥州也被占领，新墨拉多州被占领了这个呃还有一个叫是佐治亚州也被占领了嗯，和佐治亚州嗯，四个州全被他占下来了。然后这里所有的土著都变成了凯撒军团的一员，所有人都穿着像是罗马军团的士兵一样。嗯，然后他们也迪士科技，然后一切都要都要随着一些很简朴的方式，, Start Time: 2289460
Text: 他们人都锻炼身体体变得非常强势，强壮。然后全都是培养专业的士兵，每一个男人生下就要打仗，嗯，他就更像就是就是在部落里面培养专业战士嘛。对，他非常像就是是他的这个就是他这个策略啊非常像，就是当时我们战国时代嗯嗯，就是七国七国争霸。那最后秦国他以一个就是专业军队的这样一个状态胜出。, Start Time: 2310850
Text: 对，就是这样一个情况。然后呢，所有的部落里女性全部都只有就是地位非常低，只有身就你就生育机器。嗯，如果部落里的女性有一个中间有个非常聪明的女性呢，她就会变成司祭变祭司啊，向所有这些男男孩子们传播啊，凯撒就是救世主，你们要听从她的，她将会带领你们征服整个世界，, Start Time: 2333950
Text: 就是变成一个宗教宣传机械。对，洗脑就是就是变成一个这样的势力。凯撒军团。但是非常讽刺的是什么呢？很多商人说是是尽凯凯撒军团这么残暴，这么这么这么凶恶，但是凯撒军团的控制范围内是安全的人显显还安安全。嗯，没有土匪，没有强盗，什么都没有，因为碰见碰碰就干掉了。, Start Time: 2354610
Text: 嗯，对恐怖压力之下，政权在这个在凯撒的这个势力范围内的商人，彼此在互相城市之间进行贸易，非常安全，连保镖都不用。嗯，对对对，嗯嗯，非常讽刺的嗯，就是传承了强权的独裁带来了安全人。对，其实是这样，就是说那个所谓的高压独裁政策。那么就是凯撒这个设定呢，它肯定是来源于就是罗马时期的这样的一个描述。, Start Time: 2375280
Text: 那么就是它本身所代表政体实际上是和 NCR 所代表民主政体完全形成一个对立的这样一个极端。所以说他们之间的战争或者说是彼此之间对抗，实际上是天然的啊，必须是这样一个状态，对他也是意识形态的一个反应对。多年以后没有人在在乎凯撒叫什么们知道凯撒他其实叫做爱德华德萨罗。, Start Time: 2398460
Text: 对对对对，但是已经后来没有人在在乎他叫什么，所有人都只知道他叫凯撒。对对，那就这里边也会有一个就是有趣的这样一个区别。就是凯撒掷下的区域称呼，它都是传统的发音，就是出 do kasor 嗯，叫就是直接叫。那那就是在其他地方呢，就就是美语的软式发音叫做 siasssister sisor siissor sisor。, Start Time: 2421820
Text: 对对对，呃，只有少数一些非常聪明的懂得拉丁文，有文化的人才知道他叫凯萨。对，比如说你的队友啊，还有一个就是非常神奇的变种人，变种人马队长马库什呃马可是的，这个人很厉害，马可思马队马队长知道他叫凯撒，就是因为马队长非常聪明。这个在后来我们讲辩种的时候，我们说嗯对对对，, Start Time: 2444040
Text: 呃，凯撒军团讲完。实际上现在大家看到整个辐射，尤其到现在所有的几个主要势力都能看出他有很明显的所代表的一方东西。嗯，对对对嗯对，有非常明显的明显的倾向性针对性。而这些事例所经历的深深死死，往往就是一种暗喻。嗯，对，总是在暗示着一些东西，暗示一些我们现实社会中的一些一些事实上的历史。, Start Time: 2462990
Text: 对对，事实事实上它代表的就是一个社会发展的这样一个轨迹。嗯，那么就是人类的社会，人的历史从无到有。那么其中经历了哪些事？嗯，对，他全都来这搬了一遍。对，放在同一个舞台上，包括说是哪些事情，还代表先进的生产力的是哪一些。然后嗯那么代表民主的代表民主的，然后社会独裁的代表独裁代代表专制，, Start Time: 2483470
Text: 高压的专制。然后就是说人们对于知识应该怎么看待嗯，啊人们对于科技应该怎么看待这样一个情况，嗯，这几个主要势力还是很有趣的对，很丰富很丰富，非常丰富。嗯，在这些大大的很大的势力，还有一些小势力。对嗯嗯，这小势力呢也非常有意思，他们所代表的也是地方水土。嗯，对，, Start Time: 2504610
Text: 比如说我们知道在辐射案里面有一个中国人势力。对对对对，史帝国。对我我们后来知道这个辐射的官方剧情里面，史帝国应该是和 NCR 成为盟友啊嗯变身 NCR 的盟盟友之一啊，史帝国是给 NCR 提供了很多人力资源士兵和一些技术。这这里边有一个很有趣的就是内容，就是他们是中国人的后代嘛，, Start Time: 2525279
Text: 然后他们天赋都点在了种种菜上种菜。对对对，就是他们自己培育孢子植物，然后他们的爱好就是培育孢子植物。就是如果你给他一个好子植物的话，就是帮助他他们就那么最就是描述述们们把把个三分分啊到处种种包子植植物后后，副欣欣欣向荣的这样一个状态。对对，我们中国强来了。, Start Time: 2546200
Text: 对，就是在这里中国人干的事情，这就这这在这个呃史国这个描述述中，中国人就是有前前的军士士兵，战前中国士兵和科学家，他们也有非常强悍的科技。对，应该是废土上少有的几几些强势科技之一，也是 NCR 能够在后来逐渐壮大的原因之一。对，他们的那个主电脑就叫皇帝哦，, Start Time: 2566440
Text: 皇帝是皇帝。对，然后就是包括他们的来源是就是在开战之前潜伏在美国近海的一艘巨型潜艇。嗯，啊然后就是在开战之后，战争之后，因为他们潜艇啊他们没有就是遭到致命的打击。那最后潜艇上资源耗尽了，他们不得已，然后沙岸来了。对对对这样一个情况形成一个组织，经常又对 NCR 提供了巨大的帮助。, Start Time: 2585750
Text: 对嗯对呃，另外一些小组织，比如说一起和 NCR。我们知道 NCR 沙沙阴村的人从十五号避难所里面啊，最后逃出来的啊，十五号避难所逃出，还有其他几个组织，那这些组织就全变成流口除匪。对对对，全是 reader 的。阿逼最经典的不是 reader，最经典的应该叫做汉对，, Start Time: 2607090
Text: 靠汉帮汉大汉汉汉大汉帮，大汉帮呢，他们自称自己是蒙古人的后代。对，当然我们平知知道是扯淡蒙当人他们实际上是土匪，他们这个土匪为什么要遇到其他们一下？他们就是一群百折不挠的土匪，他们在辐射一的时候被主角全部杀光了，留下就留下一个人。对对对，就只有一个人没死，, Start Time: 2626270
Text: 这个人在辐射二里面又组织起了一群大汉帮。嗯，当然是人人。对，又被主角给全杀光了，又留下一个人，到了新维加斯人，他们又壮大起来了。这次这次杀他们不是主角，是 NCR 先杀了一个对，结果没有想到是他们的面对就已经彻底壮大起来。 NCRNCR 之前被他们劫略过，, Start Time: 2644770
Text: 在杀人机的时代还截略过，那就新账旧仇一起算，把他们一顿痛打，但是还是没有能把他们摧毁掉。这支非常顽强不挠的土匪，依然还是站立了起来，屹立在废除之上。而最终在新维加斯的一个可能的结局中，他们甚至会发展成一个强大的国家。对对，就是大汉邦搬到红石峡谷之后，如果你去帮助他们的话，, Start Time: 2666740
Text: 那么他们这支这他们会形成这个割据势力。对嗯对，他们始终就表示一种百折不挠的状态。对，很有意思是这个诗里面有非常多的硬汉，就是假如有很多人物，你可能单独拉 ker 都可以成为一个故事的主角美式硬汉，那种非常典型的美式硬汉。对，就是钳丝。对， chance chance 是很很很很棒的一个，, Start Time: 2688880
Text: 然后就是在在维维加斯的那山上，潜潜伏着，准备随时袭击。 NR 的那个老的大汉汉帮的那个人啊。对对，这个也是一个硬硬的非常非常硬的硬汉。对，因为他看他大韩帮就百折不挠的精神，让他能够在废土上站立至今。对，嗯，那其实说他对其实我们可以想象啊，就是说在废土到现就是 great wall 之后，, Start Time: 2710470
Text: 到现在两百多年之间，极前产生的小的社会组织和小的帮派。那一定是就星罗棋布对无数的。嗯，那那但是很多人可能都在历史的长河里面就消失了，消失了。对那个组织或者说这个这个种群就消失了这样的一个情况。嗯，呃大韩帮他实际上是制作出呃，有意留下，就是呃就算你是曾经是一个反派，, Start Time: 2736130
Text: 但是你足够坚韧，你还是能够在废土上活下去。对对对对，嗯，废土上永远都是不会不会坚废。土上永远都不会亏待坚韧的人。对这样一个概念就碍于一个坚韧的生命力这样一个情况，对其他的一些小组织呢，比如什么 jackel 啊、 ipper、豺狼帮啊这种呃毒蛇帮 weaper 啊，, Start Time: 2757850
Text: 这些除非就变得非常惨。昙花一现是也不说谈痪线，他们就是变成那种一个一个的四四到处零散的一些小出水，随时随地都会被几群人几枪打死。实际上就是对于 weapor 和 jackeel 这样的来讲的话，他们的演化已经变得是野性大于人性啊，已经经疯狂了，长期在废土上流浪，, Start Time: 2776290
Text: 而且他们还有各自就是说不良的嗜哈。嗯，啊那么就是你可以看到在那个星维加斯里面的 weapor 和他他们是各自占据一小块很小小小一块地方。嗯，那么实际上他们的生存状态也是非常堪忧的。嗯，就是在夹缝里边，也许就是有一天就被灭掉就被灭了。你像就是这个对，像那个毒蛇帮和豺狼帮都和 jacon CR 打仗。, Start Time: 2797150
Text: 嗯，那结果就是被 NCR 直接赶出三百公里，嗯，那么杀干净净，杀的杀的干净，然后像那个 jickel 就被拆狼帮就直接被赶到莫哈维的沙漠里。嗯，对，是这样的，再也没有回来。对这样的小组织呢，实际上也是呃一个废除的一个缩影。就是当这些人彻底被偏远了，人类文明之后，, Start Time: 2819150
Text: 他们就个自甘堕落到一种什么程度？嗯，就是人性包人性无下限。嗯，对，包括在辐射三里面，大家遇到那个 reader 土匪们，包括在新维加斯大家遇到的那个呃恶魔帮在 face 的 face。嗯，就是说是人性简直毫无下限。当堕落到至极的时候，人就这个什么样的恶都可以做的。, Start Time: 2838330
Text: 我非常喜欢那个 face，就恶魔帮的那个山贼，厨神酷酷酷，我很喜欢的。呃，也是非常有意思。但是其他的小势力呢，比如说像类似于邦 mer 这这样的势力，他们都是来自于避难所嘛。对对对，最后靠他们的军事知识建立起一个非常强悍的呃控制区，而且无人没有人能侵入进去，, Start Time: 2858340
Text: 他们又有轰炸机，有大炮。那么实际上它表现的就是呃就是这种势力的分布。实际上想说，就是你掌握的资源，掌握的科技足够多。那么你就能更有效的保全自己对这样一个情况嗯，创造更好的生存条件。对嗯另一个有趣的事例可能就是大家其实很关心油骑兵。黑甲油骑兵哦，黑甲游骑兵的历史呢，, Start Time: 2878760
Text: 实际上对他们最早甲甲骑骑兵家一听就是这个是在知道梗是来自于废土系列嗯和废土系列的游骑兵一样。他们一开始也是以反对奴隶贩子的军队。对，很像这个基是基本上就是就是一个设定，这个东西设定搬过来用的。对，一个设定。他们最早有一支部队呢到了就是这个加州地区，最后他们加入了 NCR，, Start Time: 2901050
Text: 变成 NCR 游骑兵嗯，游侠 NCR 游骑兵。后来 NCR 在进驻了呃内华尔达地区之后，内华达地区的这边的游骑兵的。因为长期跟凯撒军团打仗消耗也非常惨重。嗯，他们也决定加入 NCR，所以才有了我们在游戏戏看到 NCRNCR 游骑兵和沙漠游骑兵互相握手的。嗯，, Start Time: 2922070
Text: 对对对对，中洲联盟。对对对嗯对，用黑甲游骑兵的黑甲实际上是战前美国防爆装防爆装甲防暴防防装甲。嗯，对，一种非常高科技的战斗装甲不是动力甲，对他比普通的战斗装甲轻便，但是就是这个防御力可能设定的是这样。对对，呃，因为有大量国内库存，所以全被这个呃油骑兵的人拿去使用了。, Start Time: 2938370
Text: 所以从我们现在讲了这么多的，实际上还有更多更多的小势例。比如说像刚才白大师提到的哈佛教对哈佛教和习督教对立的那这个可以对，可以说一句，就是说这个教派的特点是用 AV 女星来做教教派精神领袖非常戏谑。对，那最后一个就必须要提到就是呃辛里诺嗯 new reno，, Start Time: 2960320
Text:  new reno new 就就直直是一个个废版版洛洛洛杉矶往事。对对对对对，各黑帮市是哥新邦势力横行黑色黑色洛洛对黑色洛杉对芝加哥打字机。这样的一个是到了二二八一年，就是辛维加斯的年代， NCR 如此强大，都还没有把这个辛里诺彻底控制下来。对对对，辛里诺依然是掌控在几个黑帮家族手里。, Start Time: 2984190
Text: 对而最有意思的是，全加里就全加州最优秀的学校都在学新诺。对，今天辛里诺的高中考试成绩甚至比战前的加州都要高。嗯，非常讽刺，就是说当一个势力足够强大，黑帮会兴办他们的学校，他建立起秩序。那建立起秩序之后，就就是能满足就是相对来讲，为了维持他的统治，他要满足对应的需求。, Start Time: 3005810
Text: 对，但是也是一种非常讽刺的故事。嗯，而所有这些势力大大小小势力构建成的故事，最终还是要讲讲的一些战争。对他们之间的这个战争呃，一个方面是他们之间的战争。就是像刚才我们谈到的就是 NCR 英克雷兄弟会这三个比较强大的势力之间的战争。那么还有一些小规模的这样一些战争，, Start Time: 3028065
Text: 还有就是有主角所带来的战争。战争对对主角引发变种带来来对那比如说辐射机里面主角参与的最经典的一次战争，就是我们知道的弟弟会和变种人。战争有关。变种人这里必须要讲一下，就是教主。对呃，一提到叫我们先讲一下什么叫变种人嘛，要不嗯对呃变种人呢变种人有两种生呼，嗯，, Start Time: 3049090
Text:  mutant 指的普通的变种人。嗯， super mutant 就指指超级变种人。对， mutant 呢，比如说你身上长了一个流子，多长一只手，这些都叫做变 tant。对对，变种超级变种人，就是被强制植入了 FEA 病毒之后，变成一种绿色的身高，超过两米那种非常暴躁的怪物，, Start Time: 3070550
Text: 嗯，叫做超级变种人。嗯，超级变种人的来源有两个，一个是西海岸的超级变种人，就是叫叫叫理查德德雷。嗯，他是最早和就是如果玩过伏特森的朋友，应该知道那个树人哈罗德先生哈罗德先生。对啊，这两个人最早是商队的朋友，他们两个在商队经常被一群绿皮怪物袭击，然后他们俩就想想研究下到底发生了什么事情。, Start Time: 3088445
Text: 嗯，两个人就一路探险探险到了马里波萨军事基地。我们上一期也讲讲到了，然后在这里他们就被变种人袭击了，他们普通的部队根本不是这群变种的对手。嗯，然后很快两个人都被打到了这个 FEV 的钢，这个病毒槽病毒槽里面对被浸泡了。对，但是运气很好的是，哈罗德呢，他被浸泡了之后呢，, Start Time: 3107700
Text: 钢钢铁泄露，他跟着跑出来了，他逃走了，逃离开了这个伯利巴萨军事基地。当他醒来之后，他就变成了一个看起来很像僵尸。但实际上他也是一个变种人，嗯，他是个 mutant，嗯，可以说他是 FEV 的一个病毒成功演化的一个体现。因为他头上长出了一种了对，这是植物和这个世界上唯一的一个对对对，, Start Time: 3127440
Text: 叫是特特之人案例就是哈罗德。对对对，另一个最特殊的就是教主。我们知道 FVV 病毒会削弱人的智力，增强人，增强人的体能变得非常狂暴。嗯，但是 FVV 病毒在理查德格雷身上直接变成相反的作用。嗯，他变成了一个极其聪明的一个一个生物，但是身体就变得并没有想象中那么强壮。, Start Time: 3147380
Text: 对呃，身体他变得需要消失常，就是完蛋了就融化掉了。对对对，他变得非常非常聪明，非非常聪明。嗯，智商奇高的一个生物。然后很快这个智商奇高的生物就像是很多一般的科幻故事一样。嗯，当他的智商超越普通人类之后，他要思考一些人类所思考不到的事情。嗯，他开始思考为什么会产生战争？, Start Time: 3168410
Text: 嗯，很快教主就就觉得如果一如果如果说我们能够把彼此同化，那么将不再会有战争。对，变成同样的，就实际上他和英克雷所执行的理念啊，有异曲同工之没有。英克雷是只要把变异的都杀光就行了。对，然后教主和想法是吧，大家都变成大家都变成一样的可以了。对，然后很快教主就开始研究如何制造变种人。, Start Time: 3187510
Text: 他在这个莫利罗特军事基地很多年继续要不停研研究这个变种人的技术。啊，最后他就成功的制造出来了一批变种人。他首先知道第一批变种人，就是我们在游戏后面会遇到的，包括马队长这些人嗯，马又聪明又强。对，嗯，但后续的变种人呢就没有那么想象中那么强壮，但是他的制造效率就会变高，, Start Time: 3208560
Text: 之前失败的概率太高。对，然后还有一个根本的区别，就是前期智商高的。呃，他们归类应该是阿拉法型。嗯，然后这一型的智商很高，但是没有生殖能力，嗯，无法生育，对，无法生育。那么后期的就是说智力低下，脾气暴躁，但是块头很大的这一批贝塔的变种人，他们是可以繁殖的，是这样一个情况。, Start Time: 3229550
Text: 对对，但是这个可以繁殖的这种设定，实际上后来在贝塞斯达手里面又被抹削掉。对对，嗯，贝叶斯坦又把这个设定给推翻了。就总之他制造了这么多变种之后呢，他就建造一支军队，打算把整个飞界上所有的人类全部抓去进行改造，嗯，变成同化，变成变种，文化成变种。嗯，对，这一行为最后就被主角和兄带领的兄弟会给击溃了。, Start Time: 3249650
Text: 嗯，呃主角最后带领着兄弟会的人呃，打进了这个他的莫里波特军事基地，见到教主了。不论你通过什么方式，包括这种口才或者用枪，你把教主击败，最后你都是彻底毁灭了教主的英文，但是你真的毁灭了教主英英文实际上并不是这样。在在续续很多剧情里面，你知道教主并不是一个坏人。, Start Time: 3273290
Text: 对对对，是的。或者说他的本质并不是一个一个要好的世界。对对，尤其是你你最后遇遇的马队长。这些人之后，马马队长告诉诉，那你把教主消灭灭了，觉觉人人类命运变得更好的吧。对对对，刚才的的是的，他会反问你，呃，就是整的永永都会就是一直到提到的一个一个观点，就是你往往你所做事情不一定完全正确。, Start Time: 3292100
Text: 对对对对，就就整个 tempanni tower 这对对对，你觉得你所说的是对的，然而并不是带来很好的结果。对对对，就是整个应该说是废土势力。最后呃第一个有主角参与的大的战争。嗯，对对对，刚才我们讲的实际上是西海岸变种人的来源。然东海岸的变种呢是来自另一个部分，, Start Time: 3314680
Text: 就是八十七号避难所。嗯，八十七号避难所里的变种人大部分都是人为就是人为科学因素导致的。他们他们就在这个八十七号避难所里研究 FEV 病毒啊，就是故意让他们变成变种人。对，但是很快你就会发现，八十七号避难所里的变种人都更加弱智，更加狂暴。那只有一个例外就是浮野。, Start Time: 3335010
Text: 对，在只有少数的两个例外，李昂叔叔和时野啊对李昂叔叔也是从这里逃出来的。对对，就发现八十七号避难所变变，人可能受到的辐射射更更更重，他们皮肤都变偏黄。对对对对对，企鹅更加魁梧，但更加狂暴，智力更低。这就是呃后后来呢在制作人访谈的时候呃，制作人说这应该在就制作者身上体现这种未加控制的变种人突变，, Start Time: 3354170
Text: 就是这种样子更加弱智这样一对情况。而八十七号避难所的失败案例就更多。你在游戏能看到各种失败的变种变种人，对对对，很扭曲啊，残骸很扭曲的残骸嗯，而成功的人就会变成变种人，加入变种人。一方在八十七号的避难所变，种人没有组织的，他们所干的一切事情就是杀人抓人，泡在这个病毒槽里，, Start Time: 3378670
Text: 泡在缸里，繁殖自己繁殖自己的技种，然后变制造更多虫类，杀更多的人，他们的做法就变得更加残忍和狂暴。嗯，那其实就是在那个福尔三里边，如果就是有兴趣的话，我推荐就是去体验的人呢去听一听变种人之间的对话，这是非非常常有意思。对，非常非常有意思的事情。就是说两个变种人会互相谈。, Start Time: 3399220
Text: 嗯，那我记得我过去是一个女人啊，就是说他看到了就是因为你会在各种场所碰见变种人。有时候是屋屋子里，那他看见屋子里有衣柜，那变种人之间就会互相交流。那说我看到这些衣服服记得我之前是一个女人，然后下一个问题是女人什什嗯呃是这样，就只有一些碎片的记忆，它只有一些记忆的碎片留在这儿。, Start Time: 3420100
Text: 就是说他可能知道自己的就是身份是什么，但他并不理解这些东西。嗯，然后就是还有就是很经经的一句句话， if you want talk KKK 啊，就是说他是一个智力残存的非常低下的这样一个状态。对呃西海岸的变种人和兄弟会的战争，最后还引发了一个有趣的后果，, Start Time: 3441940
Text: 就是呃教主的一个很得力的手下干将。马马尔可士，我们知道叫马库库，就随着翻译译怎么朋论。他最后带着自己的部队和兄弟会的一个圣骑士，叫雅各布杰克伯，或者叫杰杰克伯。对对，他们相遇了相遇就是双方就打战大战三天三夜。嗯，最后他们两个握手言和了。嗯，因为他们的神恶就认识到这场战争就变得毫无意义，, Start Time: 3462150
Text: 就不停的杀戮，不停的杀戮，我们究竟是为了什么杀戮？两个人很快握手言和就变成关系非常好的朋友。然后他们俩就一边在会场旅行，一边讨论，就是教主的这所做的一切到底是对还是错？兄弟会所做的一切到底是对还是错？两个人最后在废土上旅行的过程中呢，就呃从来一看哎，怎么一个变种人和一个兄弟会的顺势走在一起。, Start Time: 3484850
Text: 嗯，啊大家就骑着包，跟着这两个人走路，哎，跟着这两个人走路肯定安全，对不对？对对对，这两个人战斗力太强了。对，跟着他的人就越来越多越来越多。最后他们就在带着后面，这包括有人类有僵尸，有变种人嗯，建立了一个城镇，叫做脱碎球，脱碎球对，脱碎。对，所以说往往就是说是战争所带来的，, Start Time: 3505250
Text: 不一定只能是毁灭性。对对，这也很有趣的对呃，所以变种人的故事讲到这里，就是我们说有主角参与的第一次大规模战争。嗯，对对对，到了辐饰二里呢这个实际上主角并没有参与过多的战争，主角炸毁了就是英克雷的这个呃海上基地之后，对呃，兄弟会和呃就是 NCR 联合起来，开始攻打英克雷。, Start Time: 3525100
Text: 他们在攻打英克雷的过程中，我们在范布伦或者新维加斯的背景故事都有提到，就是呃英克雷寡不敌众，最终还是被击败了。嗯，这个故事提到的并不多，但是他也是就是呃实际上是一个铺垫，这个铺垫铺垫的是什么呢？铺垫的是兄弟，会和 NCR 的战争，就是短暂的合作之后，短暂的战个短战之后，, Start Time: 3549495
Text: 他最终还是战争，就一致对外之后开始内斗。对对对，开始内斗这个所有的导火索在范布伦的设定导火索都来自于这个叫做纳瓦罗军事基地。对对对，当他们把纳瓦罗军事基地攻打下来，这原来是呃英克雷的军事基地，然后很快双方就为怎么分配英克雷的科技财产，这一话题产生了分歧，兄弟会要求回收所有科技，, Start Time: 3571190
