Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友。你再也不用担心被节目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 CORES 点 com 我们不见不散。, Start Time: 27710
Text: 刚才这个台不会给我们讲了讲，不妨得听众们分享一下。对，就是实际上就是这实际上就是人的视觉的问题嘛。就是说你比方说你看一个屏幕，看一个屏幕，你在你看你手机屏幕你看不到像素点，是因为它是对它是离你比方说三十厘米远，嗯，所以说在幺零幺幺零八零 p 它看不到像素点。, Start Time: 1994190
Text: 因为但是你把这个屏幕放在离你视视觉就两厘米远的地方，你都看得到了，这是一个嗯就是我们都知道就是所谓的手机的那个分辨率，它就是屏幕分辨率，它有一个就是标准叫 PPI 嗯， pielelper inch 嗯，每英寸有多少个像素点。但是对于 VR 来讲，它就可能用的是另外一个标准叫 PPD，, Start Time: 2013610
Text: 就是 pixelelper degree 哦，度数度角度对你的每你的视角、每一个角度有多少有有有多少像素点。就是 AMD 曾经作为一个估计，就是说如果说是想要达到手机屏幕那样没有你完全看不到像素点的话，那那 VVR 就就是头要多少少多少的分辨率，要双眼要十六 k 哇塞，, Start Time: 2035190
Text: 就因为距离实在太近了，你是完全贴着那个显示器。对，没错。嗯，所以说这就是完全不同的新的工业标准。对，所以这是一个物理上这个整个屏幕显显示屏幕的这个设备的一个指标了。跟你的其实软软件的分辨率其实并没有关系的。对，没错。所以说也跟就是说也对，就是就是电脑显示这一块就提出了新的要求嘛。, Start Time: 2059390
Text: 大家都知道，就是说最近这几年可能游戏上来说就是图形。大家看着觉得好像就这几几这几年的游戏，好像画面都改进就不大。嗯，就是嗯换线看也换的不积极啊，是有点有点是有点，然后那个然后就 VR 出现了之后，发现突然发现就是以前三十帧可以接受的，现在必须要提到九十帧。, Start Time: 2082930
Text: 嗯嗯，以前以前幺零八零 p 就可以玩的游戏，现在要提到比方说四 k 然后一下子一下子大家计划越越硬件指标又开始被拔高了。对，拔高了就是就是刚才四二也说了，说过就是那个就是一个一个有效基因危险。嗯，经营危险它有两个模式嘛，一个就是普通模式，一个 VR 模式。, Start Time: 2105210
Text: 然后他 VRVR 模式要求的那个要求的那个显显卡特别牛逼，大概九八零，然后而且对对两块双焦火，对对双焦火。嗯，而且我觉得上次那个之前去 GDC，我们还听节课，嗯，就说这个 VR 技术怎么那个降低悬晕度。嗯，然后当学员证对当时那个演讲的老外斩钉截铁的说就九十帧，, Start Time: 2125560
Text: 嗯，绝对不能再低了。当时我感觉哎就完了，对我说哎我这四六十帧我就我就分配不出来，但是他说就是卡死至少要九十帧。对，没错，就是 PSVR 是一百二十帧，对，就是而且还不能变是吗？对，然后但是索尼他用的是一就是就是类似于去摄像电视机那种平滑显示的那种技术。它是啊对索尼电视有一个补帧的那种对对对的技术，, Start Time: 2147220
Text: 然后补到一百二十帧，补到一百二十帧的。所以说索尼在在这里还还是取了一点巧哦，对，所以这其实不仅仅是一个新平台，它是强行拉动了一波这个技术上的提升。如果如果低于九十帧会产生什么情况啊？其所实我叫六十到九十人眼分辨的这个其实应该分辨不出来，也就是不不明显。对，, Start Time: 2172880
Text: 嗯，实际上不是你的分辨，是你的视觉系统本身就会感受到。嗯，所以说你可能下意识感受到，下意识就晕了。对，下意识就晕了，它可能还有些比其他的要求。比方说呃有一个要求是一个就 VR 业内的叫做 low persistance，嗯，就低于灰。就是大家都知道就是液晶它是有拖影嘛，, Start Time: 2194960
Text: 对， CRT 是没脱影就餐影。对，是因为是因为液晶，它是说是它是就是在每一帧的时候，它是持续在发光。但是 CRT 它是就是每一帧它发光的时间只有只有一点点的时间。嗯，所以说那个液间是有拖影的。这个这个东西你可能你自己玩，就是普通的游戏是感觉不出来的。嗯，但是你用 VR 的时候是特别明显，, Start Time: 2213740
Text: 就是你如果用普通的液晶，就是 LCD 屏的 VR 投显的话，你可能就是我我朋友跟我说过，就说他他不动的时候还好，他头一动它的特别糊，嗯，特别糊特别均。所以说其实 VR 投显他一般就要求比方说用用一些就是 low persistence 就低于灰的显示屏。这个东西一般就是比方说 OLED 这样的技术，, Start Time: 2237195
Text: 嗯，所以说你就是是那就就是那个 ocls rift，还有就是那个 HECY，我都用的是那个呃 AMOLED 屏，而索尼的那个 PSVR 用的是 OL，就是索尼自己的 OLLOLED 屏。这应该是以后 VR 的一个硬性的一个要求指标。对硬一个指标。嗯，其实呃我和很多玩家讨论的时候，, Start Time: 2260050
Text: 另外一个真正意义上担忧也是我觉得现在很多玩家不怎么关注，就或者说关对 VR 关注没那么热心的一个主要原因是他们觉得 VR 现在没有游戏。嗯，对，就聊聊 VR 的游戏。我觉得其实 VR 现在这个时间点作为一个全新媒介，完全已经不能说没游戏了，已经其实已经有不少了，, Start Time: 2281850
Text: 我们就从头一点一点捋，就是比如说 OR 的开场。 OR 开场之所以高开，还有一个原因就是它当时是两大重型产品护航，嗯，一个是这个战争雷霆哇， d 三外 YR 三 der 率先宣布他们要开始做这个 OR 设备的支持。嗯嗯，然后因为呃我觉得集核听众肯定有玩战争雷霆了。, Start Time: 2303220
Text: 战争雷霆不是三个难度，街机历史，然后全真模拟，全真模拟是只有视做长视角的。嗯，然后就是呃飞行模拟作为一个就是最核心项的玩法，是一定不要全击视角的。因为空战当中视野的压制是站住了一环。对对对，但是你要全局视角，你就全职全能了。对，什么都知道就没劲了。嗯，然后所以就是真正喜欢玩的人，, Start Time: 2326900
Text: 也许不就是不玩不买那个脚脚踏或者是不买遥杆。但是还是很希望有一个这个视野控制的这个东西。所以可以理解这个传统游戏类型里率先对 VR 就是抛出橄榄枝的是控战游戏。对，就是合理。对，非常合理。天造地设的一对对，因为一开始他们核心玩家是拿 v 手命强行模拟，因为他剑鼠得那个得控制飞机，, Start Time: 2350980
Text: 对吧？对，然后就拿一个 v 那个模拟器绑头上啊，其实特别苦。但是所以这个设备其实当时大家就已经很关注了。但是绑在脑袋袋，你一旦往往后看的时候，你自己看不见屏幕就特别尴尬。对然对大家就是非常非常亢奋奋。当当然直到现在他这个没没有续续。但是这些铁杆的玩家一定会特别一定会特别喜欢。, Start Time: 2377310
Text: 然后另一个那样战术就更多了。对，这样就更好玩了。对对，然后另一个特别炸裂，特别牛逼的一个设计。就是在当时直拟宣布的时候，几乎是同期这个 CCP 冰岛 CCP 做 EVE 的这个公司宣布了一个代号叫 EVR。嗯，然后这个项目后来正式更名的叫做 EVE 瓦尔基里尔基里。, Start Time: 2400150
Text: 然后这个内容就是主题，大概就是因为 EVE 里玩家就是 EVE 的主题是，但玩家是舰造，嗯，然后开的是船是 ship。嗯，然后大型的那个船有这个舰载机这种概念的单位，嗯，然个就是 play 真正意义上的 play。嗯，然后实际上这个 plane 以前在设定里没有人开，, Start Time: 2423600
Text: 在游戏里也是没有人开了。对，然后 CCP 觉阵大型，因为我们地面单位都非常有设计了，都都已经有一个概念大型些。对，这些玩家是佣兵兵。嗯，然后呢，这舰机机也有人开，嗯，也要也要给编故故事，也要也要开一个那个新系统。于是他就宣布了这个瓦尔机里让玩家去驾驶舰载机。, Start Time: 2443680
Text: 然后这个东西据说开发了挺顺利，但是每一次虽然有游戏类脚本，但是很少有人知道。嗯，但这个是可以说是目前所有 VR 游戏里真正意义上有这种三 a 像影的对，特别有这个影子的一个作品，所以一定应该着重关注一下。对，很核心的对太空站。对对，另外还有其实有一个特点就是很有意思，, Start Time: 2463720
Text: 就是 VR 这方面的游戏就是这方面驾驶模拟游戏它还真不能用。比方说 HUD 视角，它还只能用座舱视角。对对，因为用 HUD 视角的话又又乱了，你又不知道该看的用 HUD 视角的话，就大家都会很晕的。因为它对对，因为他也视野移动，你身体没有移动嘛。然后有一个就是你没有参照物，, Start Time: 2490490
Text: 你有一个做卧舱作为参驾物的话，就没有这个东西，就很有意思思。而就是以前前大家坐坐视视角容易晕。对，就是有 VR 之后肯定就是坐上视角就不容易晕。对对对，我以前我以前玩黄斑空间，六的时候，你黄板空战七出危吧，我觉得特别合理嘛。对，空空空六六的之后就是我堂弟在旁边看我玩的 HUD 视角，, Start Time: 2511670
Text: 就看着这个屏幕转来转去的。然后他看了一会儿受不了了，他就说是这样。对，太晕了他么？但是以后我就肯定会有更好的体验。对，另一个是我们之前提到的精英危险一例 danger。嗯，对，这个游戏要着重推荐的主要原因是这个游戏我们现在能玩着哦，已经出了。对，然后这个游戏，, Start Time: 2531560
Text: 而且明年的呃明年的二月份或者是更晚的时候，会在 x box one 上进行测试，它要登录 x box one。对，它已经宣布，而且在游戏中直接加入了对 oclolus 设备的支持。对，因外还得说，就另外我加一句啊，就是那个 PC 上的那个赛车是叫 project cards，, Start Time: 2551900
Text: 现在已经支持 oclass。对，现在就是越来越多游戏的支持，一会儿我们可以介绍几个，但是经英危险有一点让我印象特别深，就是它提供了一种交互模式，既适合 VR，也适合就手柄和键鼠。嗯，就是这个游戏的舰船 UI 不是靠就是菜单切换的，而是你把你的视野焦点移到屏幕的，, Start Time: 2572460
Text: 就是移到这个舱内视角的每一个地方，它会这个时候这个舱内会激活。比如说我的这个在这个宇宙当中，因为它其实是可以当网游玩的嘛。宇宙中我要看玩家广播的时候，我要把视角向左上方移。嗯，然后这个时候它上面有一个屏幕，这个时候就会通电，你就看到的东西。然后比如说你要看地图，, Start Time: 2596500
Text: 然后你就把视野往左边移移到边上，这边是就是一个非常漂亮折叠菜单打开哦，这个交时呢你用个摇杆会就摇杆加 VR 是非常完美的。嗯，但是实际上你用手柄也很完美，因为这个游戏的所有操作，它把呃就是这个涡轮阀，这个就是发动机的加速和减速绑定在左右肩肩膀键上，然后所有的就是飞行相关操作都在左摇杆上，, Start Time: 2617730
Text: 右摇杆完全是视野。然后你再比如说你专注于战斗的时候，你可以用按压要摇杆，把你的视野锁定在这个准星视角上。嗯，但是比如说你在巡航的时候，你想看看景色，嗯，你把它解锁，然后你你就是说左左边摇杆，既控制了飞行方向，你右边摇杆，你的视野还是自由的。嗯，这种时候如果你想要 UI 交互，, Start Time: 2645520
Text: 你就直接往边上看，就像在就像在驾驶上一样。而且这个游戏既然已经做出来了，其实大家马马上玩玩到，嗯，所以就是很有前景的一个游戏。对，然后我估计很多人也会首首首批购入这个民用版的对 VR 设备。嗯，对，就 VR 就呃它 VR 在 VR 游戏里面的话，用这种用视角来控制，, Start Time: 2665510
Text: 就是交互的这个设计是非常是特别通用的。嗯，就是我估计体验好很流畅。对，没错，就是实际上 VR 这方面的交互来说，可以说是就是说一个革新吧。就是刚我刚才也说过，就是说它已经不再是键盘鼠标了，它可能是也不是手柄，它可能是一个完全革新，真的用两个棍子或者怎么样来一个交互。, Start Time: 2687830
Text: 就比方说就是那个就是就是 i epic epic 它出了一个新的游戏， VR 游戏叫做 bulletrain 哦， bulletrain 就是子弹猎车哦，它里面就是你去化身为一个就是 VR 的一个人一个战士，然后去去打，可以用子弹时间去打那个去打敌人。然后特别有趣的是，, Start Time: 2711040
Text: 它可以发现在游戏里它可以发动子弹时间，然后你就会看到你的子弹弹，就是人家你射射来的子弹就停在空中了。然后你这个时候你要用 ocal 的 touch，就是那个手柄嗯，去把这些子弹把它扔回去，就是接上接住了。然后扔回去就这是一个特别有趣的一个交互交互的一个例子。, Start Time: 2733220
Text: 就是说你如果用手柄或者用键盘鼠标的话，你这个动作就特别不自然。哦，对，就是这个交互就特别不自然。但是你 VR 的时候，你用手柄就特别自然，就必须要用这个。对，没错。所以说我那所以说我们就认为以后的 VR 的游戏的话呢，它肯定会有一些猎车一些交互的创式。其实我觉得作为玩家一定要关注 IPU game 这个公司。, Start Time: 2751800
Text: 嗯，因为其实我们这两年他有点专注于卖引擎了，有点专注于关四了干四。但是他对 VR 特别关注，比如说他很快的为 v 那个虚关四提供了这个 VR 设备开发了接口。然后再比如说这次 PSX 上，他推就是公布了一个 mobile 游戏，叫 polly gn。嗯，然后变形。, Start Time: 2771990
Text: 对，然后他就是呃其实是没有什么内容，但是他宣布是支持 VR 的。所以所以说 IPU game 可能也觉得自己在传统游戏领域这个状态呢，他已经觉得到了一定程度，他也很关注 VR 对。所以现在所有厂商都很关注，就是算是一个倾向。对，你看 VR 也可以让 VD 的动卖显卡吧。, Start Time: 2793570
Text: 对对对，而且啊刚才说到游戏，其实还有几个游戏得说，就是我们之前好像一直对这个手机实现的 VR 这个眼镜纸壳眼镜实现的 VR 有点嗤之以鼻。但是有厂商是很认真做这个方向的。比如说我们之前说 EVE 它除了有 EVR 之外，它还有一个特别小的，有点类似，就是闲闲着也闲着，, Start Time: 2814510
Text: 随便做了一个小项目，有一个项目叫做干 jack。这个项目非常非常有意思，他是扮演一个炮塔，战舰上的一个炮塔，就是一个特别小品的一个游戏。然后呃你还但是他还做的挺有深度。比如说你得分了之后要升级炮塔，升级外观嗯，升级火力这样呃很多人在国内有玩家是玩到了世纪天成曾经办过这个玩家，, Start Time: 2837620
Text: 直面会中有一个小的小的这个环节，就是玩家一开始都一开始让他们试同是拒绝了。因为他觉得一个小破纸盒上面没有意思，傻逼安卓手机能好玩到哪去？嗯，结果一个个都停不下来，就是再次佐证了一点，就是在解决了。当然它还是一个平板，对吧？它还是一个视野里还是个平板。但是如果我用 APP 把视野分屏，, Start Time: 2861720
Text: 比如说刚才台国和老师说了，这些东西都解决了。比如说分辨率，比如说这个通过简单的这个重力感应，实现了这个视角。我带过盒子，其实也没有那么对没有那么差，旁边也有镜片反射的整个这个 APP 里面的内容，然后它带上之后是有沉浸感的。对，而且你觉得很糟糕的画面在沉浸进去之后就体验特别良好。, Start Time: 2884380
Text: 所以这个游戏口味特别好，也特别不错。对对，我觉得啊这个 VR 是一个一旦你进去了之后，他反而对这游戏画画面的要求其实并不高的一个戏戏。就是你觉得我你就在这了，他无所谓谓是无所谓好无所谓不好。所以大家看到 VR 的宣传，如果他的画面真的你觉得惨不忍睹？对，可以暂时忽略沉浸感，, Start Time: 2908270
Text: 可以让你突然间瞬间忽略掉。画面是界这种因素，真的真的对，这是真的。嗯，对，然后另外最后我想这个可能看我们网站的朋友会看到另外一个游戏，叫做别上已经有卖叫做呃别担心不会炸。对，真弹的个一个拆弹游戏，这个游戏的玩法非常非常革新。因为就是你只需要买一份游戏，但是玩儿一定要两个人一起玩。, Start Time: 2930310
Text: 嗯，就是一个玩家扮演这个钳工是在这隔离房里的钳工。然后另外一个玩家呢不需要他不需要电脑，但是呢他要打印出来一本实体的的这个拆弹手手册，站在这个隔离房外面，扮演一个站在隔离房外面的拆弹专家的这个这样一个交互的感觉。然后双方不能作弊，嗯，拆就是拆弹专家不能看炸弹啥样。, Start Time: 2957190
Text: 对，然后呢，拆弹工不能有手册，嗯，然后两个人就是极其有趣。就是要开始说。因为其实一般玩家都是用电脑，比如说一个人在电脑上打开，然后然后那个拆弹工交在那摆弄四处，就是摇摆，说这个拆弹专家会问有什么有有崩，没有有没有扳手。然后然后说啊我这有有一个扳手，有两个灯关，, Start Time: 2979260
Text: 有有几个那个开关，然后这边就要翻找他的这个钢机啊啊，是原来是这个炸弹，说你要搬几下，这个扳几下，这个对非常非常有意思。而他最革新之处在于，他先天对 steo r 进行了支持。嗯，然后这样的话大家就可以同处一室，但是依然有这样一个沉浸感。因为拆那个钳工带上 OR 之后，, Start Time: 2998579
Text: 什么都看不见，然后他只能通过这个小的那个就是摇杆，然后在在转这个东西，然后上面是真的去搬看。嗯，然后比如说真的有有那个时间紧迫的，实在不行的时候，他那种感觉是真的亲手要把这炸炸了。对，就就赌这一次了，这样一种感觉。对，所以就是挺革新的对，而且我觉得更适合那 HTC raf 那个。, Start Time: 3019920
Text: 对，还有两个手柄。对对我听说实际上那是那个就是 surge stimulator，就是外科啊，外科的提升也要也要出一个 VR 吧。嗯，那也吓吓了了，以戴上上后也没人敢玩了，可能我感觉我感觉特别适合。然后我觉得尤其是最后我们说这个游戏玩家看一下，就知道这个东西其实很先锋那那个东东。, Start Time: 3043290
Text: 但既既以前前 TRGG，就就桌面面 PG 的特点，但是又完全不一样了。他最不一样的之处就是在于我们带上 VR 玩这个游戏的时候，体验是彻底不同的。所以我觉得从这里我们能看出来， VR 这个平台并不是当年体感那种简单的一点交互上的革新，它是一个全方位的变革。, Start Time: 3064790
Text: 对，没错，全方位变革就是这这个我们其实可以聊聊 VR 未来这个发展的方向。嗯，对，然后我我个人感觉啊这个我所见到的东西可能一个是客厅体验其实挺重要的。索尼的定位是这样的，嗯，就是它我感觉它的定位就是把这个 VR，把那个 office 作为一个电视前，你坐在电视前的一个代替，, Start Time: 3086500
Text: 只不过成景感更好。嗯，然后另外一种我觉得是其实之前也有，而现在越来越多的就是这个线下实景体验。对对，但是这个概念可能投资投入比较高，现在还没有多少人敢去干这个事情啊。对，就是我得透露一下我们公司就干这个的哦。对，实际上就是说未来 VR 的发展方向的话，可能有三块。, Start Time: 3111710
Text: 嗯，一个是客厅体验，就跟大家买一个 vocal rift 或者者家里头玩玩里玩。然后一个是移动体验，就跟就就 gear VR 那样的东西，就是带上手随时随地的随时随地玩。他可能以后也会加上一些交互，比方说跟街景的一些交互，就就是一些 live 公 tion 那样的东西，, Start Time: 3134710
Text: 你可以用手去触操作。嗯，但是其实有一个很重要的一点，我觉得可能是未来的就是 VR 一个很重要的东西，就是线下实景体验。嗯，就是因为主题公园那种类似主题公公园，大家不知道看过一个就是视频没有，就是一个就是一个 VR 主题公园的视频呃，宣传片叫 loword。, Start Time: 3152510
Text: 嗯，我估计看过的人应该不多，但是但是那个真真可以以一对对对对对，刺激激如果要实现现的话，对对对，就是东西是可以实现的。就是这这几年吧，嗯因为就是我给大家讲讲这大概是个什么什么样的一个感觉的体验。对，因为 VR 这块的话，因为他就就是他天天的他带的沉淀感特别嗯，, Start Time: 3172530
Text: 所以说有些游戏的类型还真的就是不能在 VR 上出现。嗯，就比方说 IPS 哦，就不能够在就是大家一般玩的客厅游戏样，嗯，就是我们不能生把 COD 带上 VR 就给你显示了。这样对完了对了，因为实际上就是这样，就是说就是人的视觉系统就跟我刚才说了一样，人的视觉系统一定一定得跟你的就是身体运动匹配。, Start Time: 3193920
Text: 嗯，所以说你要 VR 里面的东西，你要就是你的在 VR 里移动的话，你的身体就一定得真的在移动。你如果是 VRCOD 那样东西，你的你的就是你的就视觉在移动，你的身体不移动的话，你可能过两分钟你就晕了。嗯，就是说就是阀门在就是阀门在克 oo 的 rift，, Start Time: 3216760
Text: 最早就推出了一个半条命二的一个 VR 版，嗯，一玩大家都晕了。对，就是你的在知道的东西没法玩。嗯，你都你都晕了，你我能做的再好也都不一了。我算配上那种欧米伽的那种跑步机，应该还是可以的。就是说人要动起来，对，但估计体验也不会太好。对，然然欧欧米那那个东西个就过，, Start Time: 3235480
Text: 那么其实说实话很糟糕，你跟真的跑步其实感觉很不一样很不一样。另外还有一点，其实就欧尼那个东西还有一点是很特别的，就是说就是说太贵了，就是说不会有很多人去买它的话，那么民用很难普及。游戏厂商就不会去。比方说专门做一个就是就是金容的金融性的一个设计。嗯，所以这也是欧美，, Start Time: 3253350
Text: 就就是我个人认为换想跑步机的东西是发展不起来的。嗯，所以说 VR 以后的体验就很很好的体验，可能还真的只能在线下体验馆体。嗯嗯，你穿上一套全新的动捕设备。对，然后拿起一把枪或者是一个什么样的东西。对你投戴显示器，你就可以真的去去去去做一个就是冒险对战这个东西，, Start Time: 3276250
Text: 嗯，甚至是甚至是武打这样东东。然然后在整场景里面设置跟那个真实软件里面一样的障碍物，只要让你是有触感的。对对对对对，就那个的那个就是文章里有说过，就是说他们实际上上比以哦实里面有一个设计，就是说大家进一个大家可以进一个就是电梯或者是一个就是移动的一个升降板。, Start Time: 3299030
Text: 实际上实际上就是在现实中，你就是踏上了一块板，那块板子可以抖哦，可以抖。然后你可以然后在虚拟的环境里，你怕是就是你可以看到它升起来了，就是你会感觉就是它升起来了，你升到第二层去。但实际上在现实的那个世界中，你根本就没有生，根本就没有动，只是说那个板子在抖而已哦，, Start Time: 3321600
Text: 如果这样说的话，其实场景也不会特别大。对，实际上场景不会特别大，但是你觉会玩的很爽，对，玩的很爽。可以做一些就是很有趣的存感来嗯就是技巧来让大家可以就是非常高的沉浸感。嗯，啊这这可能是以后实际上这可能是际就就大到可可抖然对这块最好的体验，最重度的体验还真是的，, Start Time: 3342460
Text: 想想就觉得很刺激。对，大家可以看一眼这个视频，这个概念对比在就是自己在家里，在客厅里坐着。对，要好很多。对，没错，那个时候玩游戏就是一个体力活儿。对对对，就不会。然后游戏玩全也不会像现在是一个子宅那样样。对对，是都是运动起来来都动起来，来这样动起来的。不过那个呃我我之前是看那个 loworicspsponp SX 上有一个事情有一个想法，, Start Time: 3364670
Text: 嗯，而且那个 PSX 上 rase REZ 对恐神做水口之类大神的对啊，就是神作。我想当时就是世家出了当时那种迷幻风格的游戏。但是我当时有一个疑惑，就这游戏带着 VR 玩，是不是真的就过去了，是不是刺激太我觉得太强烈了是吧？对对对，实际上这也是一个问题啊，, Start Time: 3389350
Text: 就比方说恐怖游戏这个东西它适不适合用 VRR 玩。对，而且现在有一大堆恐怖游戏项目全宣布要登录 VR，就真的容易把上吓出点什么事儿了，太恐怖，太恐怖了。觉得你说 PT，如果你们用 VR 玩，我吓傻吓疯了。对，就是有一个就是是卡普空吗？还是还是可能阿米还做了一个就是一个短的一个 VR demo，, Start Time: 3412350
Text: 叫做 kitchen 啊。对对对，有有有现在索尼 PSVR 有一个试玩体验，就是可以用。对，非常可怕。对，然后然后那个东西就内容怎么样，一直不肯放出来。但是对，看我玩他的那个 reaction 的那个视频，大家都被吓定。我认识的人里面没有玩完的，没有，基本上五五分钟，, Start Time: 3431740
Text: 私人三四分钟就根本受不了再再见了。对嗯，因为我觉得这甚至比如说以后会影影响，比如说这个呃游戏习惯，嗯，对，比如说什么游戏分级，对游戏分级。对，然而包括之前我一直在说这个成人是成人用品，或者对成人游戏这个游戏市场个 bubug 定会会大火。就是呃对这个这个真的是可以说当时不是开玩笑，, Start Time: 3450700
Text: 我是真是说是开玩笑说，但是真的是一定会。而且我印象中好像已经看到过非常雏形的产品类圆形的那种设备都有。我看过一些视频，就是 b 站经常会显示什么日本人天赋点错系列，但是组合起来特别可怕。比如说他那种，我觉得比夏尔可兰还要神奇的那个就是神态捕捉。对，就是那个妹子跟面在在你面前时候，, Start Time: 3475680
Text: 她并不是说直视你的眼睛，让你觉得看着她她世界在动。对，就根据他说的话，然后可能视频神态，有的时候把眼睛出现的什么特别可怕，再加上这个 VR 是吧，其他器具是吧，就不打了，太可怕了。现在想想也顺便说一下，四就是成人企业实际上一直是技术级先锋。对对，因为呃最早期的流媒体就是在五十六 k 猫的时代，, Start Time: 3501470
Text: 是成人企业搞起来的。哦，就成人网站带动了这个互联网技术啊，就是流媒体。就是那个比如说我要跳到某一段是吧？对，跳到某一段还有要算的时间，然后要到那那个还有什么视频预览呀，然后视频自动转为 GF 啊，都是成人网站发明的，果然还是人类人类科技发展一个原动力。所以这种尖端技术他们一定不会放，, Start Time: 3524530
Text: 我就是沉沉浸的体验验。对对，很多这个成人行业可能受受的冲击会嗯有可能果们特别积极，他们特别积极。对，一定是这样。但是我觉得从这里开始，我们真的就写离那个赛博朋克式的世界。对，更越来越近了，真的是越来越近了。 VR 实际上就是一个革命性的东西，就是呃在九几年九四年吧。, Start Time: 3544630
Text: 然后尼尔斯蒂芬森是一个科幻小说家，雪雪崩对，写了一个小说超魔汉，然后它里面有一个名字叫 matter words，中文把它翻译成超原域，对超原域。然后后来这个词成了，还包括他还用了阿瓦塔这个词对对化身化身现在都成了这个普遍的这个那个小说。当时特别想写文章推荐啊。, Start Time: 3567220
Text: 对，图片超爽。对，四十二完全可以写一篇文章，就是在附在这个视频，就这个音对，推荐大家买一下雪崩这个小说。对，然后然后就是可然后就是实际上就是那个奥克斯的首席科学家，就我刚才说的 michael april 是吗？他就说过，他就说过，实际上他当初为什么要做 VR？, Start Time: 3587020
Text: 就是因为看了雪墨哦，但觉得他觉得他是受到了启发，对他觉得他的以他的水平，他完全可以把雪崩里写的东西做出来。嗯，对，他的开始开始做，这他那个主角是完全可以把 VP 的的后。对对，他他也是黑客，他写文章的方式，就是坐在自家小说桌边上，然后把眼镜戴上。嗯，然后他写的当时有点魔幻刷，, Start Time: 3606250
Text: 就是就是很多也就是科幻小说常用的那个向前飞跃。嗯，然后一个个效效之后后，他就进入了超越域。嗯，然后这个模式现在看来用 VR，比如说他以后真的完全解决漏光技术，就是这样的体验一模一样。嗯，对，但是我我觉得到到最后得澄清一下，就是脑后插管其实不一定算 VR 技术的一部分。, Start Time: 3629010
Text: 嗯，脑后插管就是我觉得是你你想现在 VR 的反馈顶多是摸一下。嗯，对，然后是视觉反馈，但脑后插管我觉得可能实现的是触觉上的反馈，脑后插管就就是整个的广感官吧，现在不要那个太太远。对，其实是个非常远的个种态，阳那个太过于遥远。对，但是 VR 为我们带来的这个近似黑鹤帝国的未来，, Start Time: 3649170
Text: 离我们非常非常的近。所以说不要忘记了，为什么？就是索尼还要把那个就是 PSVR 的那个那个名字起名为 project mofiice 对 moice 对 mofiice 这个名字应该来说还是索尼对一方面是黑恶帝国。另一方面就是这个梦神组长梦梦境未来之梦是个浪漫的名字。, Start Time: 3671440
Text: 是的，选的真好。对对对，我觉得不论怎么样，我我就一个希望，我就希望这个东西，因为现在是大热了。无论是这个投资市场还是这个游戏市场，各个市场都把这个地方看着很热，是特别热的一块科技的领域。对，但我希望它不要形成那种泡沫。对，大家真的买了之后，然后就慌了，无所适从。, Start Time: 3690580
Text: 是的，对，希望就是真正能做出点好的作品出来。那些厂商真正能够好好的去研发他的互动性，然后让给我们玩家带来一些跟拿着手柄，在家里看着电视玩游戏不太一样的体验。这可能就是游戏产业一个新的嘛。对，来新时代代开放口。对，没错没错没错，这是我也认为就 VR 应该是下一个下一代游戏的这个动游戏的下一个浪潮吧。, Start Time: 3713800
Text: 对所以说这几个我们之前说到这些这些产品，这些设计他们都有不一样的特色。然后明年大家可能就会逐一体验到他们的好与坏。然后现在虽然技术还在萌芽阶段啊，但是我觉得过几年如果民用产品一旦上市了，可能会给要对人类的原始本能有信心，也会对这个产品领域会有更大更快的刺激。, Start Time: 3738310
Text: 对对，每大家就会开始真的开始互相竞争，然后改革自己的这个产品。对，但是我类似于现在的智能手机嘛。对啊，没错，这是非常期期待的一个超期待。对，咱们这期呢就是特别浅显，简单聊一聊让大家有一个概念，我们所知道的。然后回头我们可以再请台伯河的这个老师再请一些其其他的啊我们这个技术内的行家来来。, Start Time: 3761250
Text: 然后我们再分享一些我们可能不知道的一些智能 VR 的这样一个故事。对，好吧， OK 没问题，那咱们这期就先到这儿。对，然后咱们下期节目再见。朋友们嗯，拜拜拜拜。你想知道天空年轻是每天是什 my hearts like sorry，当忽然该说什么地方 can stop your life from reaching my eyskininds can resun fall。, Start Time: 3786840
Text:  i won't lose the king。 if you find a dog， guess was and white ffor，我的心 stop your life，想 reach。 my 迎阵，前来是风。 i want lothe key。 you find a dog。, Start Time: 3829550
