Text: 追根溯源，挖掘游戏文化，深入浅出，探索业界秘闻，聊游戏，也能长知识。欢迎收听机核网加九 pro 朋友。你再也不用担心，本节目安利的时候找不到那个游戏了。你也再也不用担心，因为主持人的英语不好而听不懂游戏名称了。希望新版官方网站终于上线，边听边看风光无限。三 w 点 g 杠 CORES 点 com 我们不见不散没了。, Start Time: 27690
Text: 他那时候相当于就是说网络网络带宽已经提上去了，就各种媒体都可以信息开始爆炸了。嗯嗯，那当时他就联合西村见太郎，嗯，然后就研究怎么做，就是新的一款特色游戏，后来就是封封印之剑就出来了，封印之剑。对嗯，陈广通的第一部作品对国内玩家也是最早接触的，应该就是 GBA 时代。, Start Time: 2041905
Text: 对， GBA 时代啊，那个时候呃咱们就都接上鬼了。对，然后那时候玩的也都是你看白了多少少年的头发。嗯嗯，但是封印之剑这一作的话，其实主角已经开始有变化了。对主角的头发就是红的。嗯嗯，主角故意的嘛，没有没有，他有有可能是故意的。他可能也为了证明一些同国一鞋对红蓝红蓝配置最好的搭配。, Start Time: 2067780
Text: 而然而整个衣服又必须得是蓝的，嗯，就是敌敌红之蓝嘛。嗯夕洋剑剑还保留着夕洋之剑，还是保留留。嗯，其其实出风风印剑剑后出烈之箭剑这个一直有变化的对，实烈火之剑是封印之剑前传，对他大可以在封印之剑封印之剑之前出。嗯，他就是这样把它做成后来出的。对，但其实从烈火上的感觉，, Start Time: 2093620
Text: 其实他要比封印之剑要好很多。包括人设，包括可能剧情上其实都比他还有运输车呀这这个这是他主要是说历代最最就是先进的一个就是嗯想法。还有三个主角对林迪斯、阿里多尔哈克托阿里伍德、艾里伍德。对，还有个主人公一直没看着脸，就是马克嘛，主人公是军对，军师其实是觉醒里面那个嗯军师的终于出来了，, Start Time: 2119900
Text: 终于出来了，后面才打一下什么什么，确实是是那个觉醒的儿子，觉醒是个个军师的儿子，为什么呀？因为他叫马克嘛哦他这他哦，原原本名叫马克是吗？你默认名字是叫马克，哎呦，我操这连上这样，这这是小梗，我是第一个第一个玩的游戏就是烈火。我我就觉得那个火焰纹章就该有军师，, Start Time: 2150090
Text: 我在我对军师情节特别特特别有人是这个个，而且没想到还连上了。而且军师他有一个特点，就是你选这个出生月份，这个还有血型的时候，他会有属性的。哦，对对对呃，他那个我当时就根据这个我自己飞自己，所以我是风属性。他那个属性对于同同作品里其他角色的属性是有加成的哦，, Start Time: 2173200
Text: 对，加长之十回避把我记住好像还挺好的。嗯，对，像封印之剑和烈火之剑这作已经开始性是有那个嗯嗯如说刻枪斧等等这些东西西是一个个的一个元素性，是从这会儿才出来的哈。嗯嗯，原来如此这样，还有一些剑可以发雷什么的，那些也是这行吗？这个好像不是这座吧，不是他那些些魔法剑可能能不一样样。, Start Time: 2194540
Text: 嗯，他那设计还挺好的，比如说还有一些克克甲的斧子，对刻刻枪变成大铁锤，一想就明白，铁锤咚一刀手一砸，推甲变形了。那那一些是属于特定的一些武器相克的。比如说特就是破剑，就是说就是破破剑，就是个个西是对司马枪，就是战马刀，对马刀刀马刀特有道理。但是就是说一些凡属性相克，, Start Time: 2217680
Text: 还有特效加成的一个东西。嗯，就就是烈火里可能最我觉得最牛逼的是一个剑，就是破剑斧，而且还有我破剑术，而且还对剑系兵有扇倍伤害。那个那个就是为了防止，就是说因为我们这个打虎魂都喜欢把一角色剑特别牛逼嘛。对，然后有些人物就是其实很银巴了，其实历代都有很银巴的角色，, Start Time: 2240050
Text: 就是说你只要把它练到一个程度，就是属于一技当天那种就是一人平汤那种。所以说这个我估计也可能是制作人为了考虑到就是这种破坏游戏平衡性是吧？突然发现自己突然间给了隐藏隐火人突然死了，就就是就是破就是克己这个人物动画都不看，都摁过去，都是平常。结果发现死了一个，, Start Time: 2263170
Text: 想想来还还不会摁一个，还杀少一个，死死了就死死所。这我怀疑这也是这个制作人的一个恶意吧，这个挺有意思的。对对对对，就俩俩人人就有不守死。对对，那个时候候对对，是是是这个感觉，所以他这个细节又给规则产生了一些变化，对产生一些变化。嗯，其实还有一个东西你们都没提到，, Start Time: 2284840
Text: 就是烈火之剑出了一个东西。就是比如说我本来是一个飞马，我有一个道具就可以直接让弓箭守护我无效来啊，这个东西还有必杀的一个盾必杀守护，对必杀守护，这些都是黑杀守护是个什么东西来着？一个盾一样的。但是那个出的比较晚了，应该是二十五章之后对你们 boss 才出来的东西。, Start Time: 2307720
Text: 对，因为在那个烈火和封印当中，嗯，猎杀是一个守对，动不动就就叉两两下就个什么东西死啊，而且主要是那个倭刀好像是百分之三十五的必杀率特别高，这是他们的日本文化情况。练满之后是百分之七十，嗯，倭刀是最最高的必杀，应该是刀的那个就是必杀。对，像你刚才说应该是还有加到技的那个除以二。, Start Time: 2328340
Text: 对，就是我的一个就是技圣纯满百分之七十，对，百分之七十已经很高了。然后但是你幸运最多三十点，然后也就也就是减到三十点，所以说必杀四十四十还是很高的啊。而且而且重而概率非常常对，重，而概率非常高重而概率高。而且很而且那个呃烈火之剑吧，就是说他之前咱们不是说应该还有一个特技系统嘛，, Start Time: 2354340
Text: 就是职业的一个特技。那损骑士那那个那个那条龙有一个破穿刺啊，一个东西，就是说可能无视防御什么的，那就是说级别。那三座它把这个特技先消掉了，先消掉了，然后他又逐渐加回来，在烈火里头加了一个就是只有一个职业，有特技，就是杀手杀手杀手杀手杀手身伤太漂亮了，杀手瞬杀。, Start Time: 2378240
Text: 就是说杀手在发动这个必杀的情况下，有百分之五十几率可以必杀一击啊，一击必命，一击必命。哎，又又增加了这个就是这个绝技这个变化丢失可以，对吧？我就是说那个那个就是你直接抹他脖子咔一拉，有时候一 boss 我操特别强壮，然后就边咔一拉死。对，特别真实，但还好他是打最后的不能不能用，, Start Time: 2400330
Text: 但是不能用啊，不能用是吧？嗯，玩玩记得真清楚，是不是来录音半路玩了一下，我操，想起来了。我记得当时也就好像那个是打 boss 的时候可以嗯拉完完，但是拉不死。对，不能发动特技，但是可以必杀技必杀可以可以一下，可以干死。以前觉得必杀就是砍脖子啊啊。有人坎肯砍，, Start Time: 2422890
Text: 这可能就是脖子，那是劲儿练，特足，全是肌肉。对，可能说涉及到这些游游戏的花式玩法了。我觉得可能对比如说这个我打断一下，当时其实我要有一个东西，我还要讲一下，当时在做封印之际和有五之剑的时候呢，其实加赫也有也有作品。嗯，这个王老师你应该知道哦，对，他就是拖出之后出的。, Start Time: 2442550
Text: 对对对，尤多纳英雄战记哦，他是当时去的那个异币，嗯，然后就是可能就是也不知道，可能就是完全被任天堂盯住了。然后对然了，打官司嗯打了很长时间，任天堂还是非常惧怕这个人的。我觉得嗯就是就是属于他出一点的恨意，就是就包括你红蓝骑士，你都不是红小小红小绿，你都不允许，, Start Time: 2461560
Text: 这都不行啊，这都不行，就是只要有相似的元素都不可以。嗯，现在看他们的法律协议啊，其实现在就是洛克人的那个倒船进二，他虽然也是洛克人之父，他做了一个就是 mate 九嘛 mate number number。其精神续作到现在是可以实现的。但是现在那个日本法律的话，, Start Time: 2485640
Text: 是不允许当时不允许的，当时不允许，因现在行。因为你在这个比如说在任天堂做的所有的东西的版权都是属于公司的。但是什在就是作作版权权个定义很模糊糊。嗯，现在的，所以就是有时候来回双方拉锯嘛，就是那得看他们那会法律律严谨的时候，他们就可以咣咣咣咣几下把你给压下去了。, Start Time: 2503500
Text: 他们在那个比较严谨的，嗯，所以想看看他们的学习学习，他们一般情况是这样，就是反正其实我觉得可能就是有点恶心，你的感觉，要么就是你赔钱。但是一般情况下，这个钱是一个非常大的一个数目。对，就不会赔赔。基本上就是要恶心，要么就是你去改改的游戏，这样的话就可能跟你原来的发售日期可能冲突突么，, Start Time: 2523840
Text: 他成本也都成本。对，然后最最可恶就是不让你发售。对，就是那个游戏结果怎么样，而而且他干的狠狠，一般就是你发售让你下架，嗯，这就完蛋了。那个游戏在这个老玩家的口碑还是特别好的。对他本身那个游戏还是卖了，他后边他很多就是就是加赫，就是离开任天堂做的东西都卖了。, Start Time: 2545090
Text: 对他被被告了，但是还这这游游戏并没有受到影响。输了吗？他等赢了吗？他加贺输了，他等于是说把之前的他所想做的一些游戏内容全部在 play station 平台上实现了嗯，也了却了他毕生的一个心愿。对，就是说像这个游戏的话，其实他有四十张，嗯，而且又有一些，比如他有四把圣剑，, Start Time: 2565070
Text: 最后打一条龙啊，我打的相当累，嗯，就是难度至上。对对，难度至上就比较严谨的一些，就是让玩家能感受到，这是嗯我的火纹之父又回来的一个，就会剧情深沉饱满。嗯嗯嗯，但可能也是叫好，不叫做吧，应该是这么一个作品，他到那会儿也就能叫好，他就已经心满意足了。嗯嗯，就当时他打完官司的时候呢，, Start Time: 2586305
Text: 其实正好陈广通还快马加鞭的做了第三个影戏，嗯，那就是圣魔的光石。对，其实世界观已经脱离了神后，脱离了之前的就是我这个这名字，我老念错，以前老念圣光光，我也练圣光光石特别顺口。顺顺口的是圣圣光会治愈了对圣魔的光石，其实是在系统上做了大大的改动的。嗯嗯，他里面甚至有装逼啊，, Start Time: 2614250
Text: 装那个僵尸啊，对那个石像鬼啊等等啊，一些独眼巨人啊，就很超级魔幻的。对，主要是圣魔光石，其实在难度上也做了一定妥鞋。他又回到了就是咱们之前说那外传的系统，他就是大力图上可以随便练级了。对，可以随便练级了。嗯，然后然而我并不知道，其实剧情打通了就完了。剧情绝情也是沿沿用了，, Start Time: 2641570
Text: 这个也是沿用了这个系统。哦，这个系统那个时候就有了。对，这个系统我觉得唯一缺点就是在你无线链接的时候，你发现你的钱不够用，因为你钱都用来买武器了。然后这武器呢可能刷刷刷一会儿就没了，消耗量太大，消耗量实在是太大。对，因为因为兵实在是太多了，你打一下你你两下，, Start Time: 2664720
Text: 你这个耐久度一点点就没了，就火纹里的武器耐久度也是一个传统啊，太喜欢耐久度了啊，耐久度这个东西好东西只能用几次就对。然而有些仗他妈只有两三次的，我从来就没见过。可能说一下这个一些特特殊，这个跟耐久度相关的一些道具什么的。挺嗯嗯像那个修复杖嘛，就是说 g 别三座里特别经典的修复账嘛。, Start Time: 2684730
Text: 那刚才说啊修复杖我看我都没用过，舍不得用，就是导致就是什么相当没见过。最终章有有些魔法书，我靠，真的见都没见过，那特效什么样他都没见过，我觉得这样特别不好。嗯，你这么做了，你有很多玩家肯定是不会去用。嗯，然后你费那么大劲特效做那么好，干嘛呀？没有费那劲呢，, Start Time: 2706850
Text: 我是你做起让人用啊，没有，其实一般都是留到那个最终章嘛，最终章我也我不知道什么时候是最终章。对，没有 boss 打腿又出来一个。不不不，你要是 GBA 三部曲里边的话，还是能严格能知道哪张是最终章的。因为他会写一个终章嘛，哪个牌子还用在哪个 boss 上？, Start Time: 2727310
Text: 然后到那时候，有时候一不小心几个人发现都能打过，我也计还是不用了。嗯，二 d 它其实这个东西呢在级别人就是二 d 任天堂也有一个新的尝试嘛。嗯，然后二 d 的这个我觉得火焰纹章还是最适合二 d 我当时那个我我所有的像素动画，我都是从那个火焰文章开始的，但是人家也有创新嘛，, Start Time: 2747005
Text: 他在那个不是后来推出的 NGCNGC 就是出了那个苍岩的轨迹嘛。嗯，然后在三 d 的一个表现还是非常令人满意的，其实相当不错的。嗯，一七四分的一个 OP 概念在里面啊，他那 OP 炫的挺棒的。那会儿那年代把卡通渲染炫到那个程度的游戏还非常少。嗯，那个是很就是说当时我觉得是当我来说还挺震撼，, Start Time: 2769200
Text: 嗯，啊，尤其是玩到的时候，觉得他其实上一座嘛 GBA 最后一座就是这个生活光石嘛，其实在难度上我们说嘛也有一定妥妥协。但是 NGCC 座又回来了啊，就是，然后我看了 OP 就再没玩了了，因为那盘读出来了，我还是盗版。当时是有这样一个情况，就是说玩家接触这个游戏的话是等于是 n 七盗版后期嗯才开始接触。, Start Time: 2793790
Text: 因为当时 NGC 的盘既贵，游戏主机又也很贵，所以玩家有点那个时候确实太贵。那张游戏得三百五到四百吧，差不多是挺贵的。当时那个国家生活水平也不高嘛，当时就是这个情况，对，太贵了。嗯，而且本身这个他已经这个游戏的话，刚刚马老师也说就是一个特技系统对特技的，它这个特技是在这个里面的话发挥的淋漓尽致淋漓尽致。, Start Time: 2817770
Text: 对，就是说他是真的是把这个之前大家就是说褒贬不一的那个状态，就是完全就是给扳回来了。以前就是有人觉得特技特别破坏这游戏平衡性啊，但是在这个呃苍炎轨迹这一做呢，可能这个特技应该就是属于你必不可少的一个东西了啊啊，其实苍岩轨迹这个特技啊，其实我觉得江贺萧山蛮可可怜的，, Start Time: 2841160
Text: 为什么呢？因为当时加勒招山，他侵权的呀，他在尤尤纳战记里面有很多的特技和大战之际的什么。嗯，现在我就是说那个可以无视就是无视一次攻击，对吧？对，就是防御。我本色可以随便用你的，但是你就是不能抄我的，就是处于一个尴尬境地在里面。嗯，后来他推出这个就是 NGC 的这个游戏的时候，, Start Time: 2865520
Text: 就第二款游戏也出了嘛，嗯就是叫贝克物语啊。对，贝克物语其实已经把成成六宫格的那个那对蜂蜜格，那种封风风香格，就是蜂蜜那种六宫格，罗海门之英雄无敌军。对，因为像你以前的话，你打一个人的话，你就因为是十字格嘛。对你周围四个方向，就如果只是一个攻击，你只有四个方向能攻击对边被包围。, Start Time: 2885900
Text: 但这个时候你如果是六宫格的话，对六个黑档，所以从难度上又提升了一下。家家鹤交山在这上面估计费了不少脑汁。对对对对，他就是为了不侵权，然后还得保持自己特色，这个确实挺不容易。那我们刚才说的特技系统是不是也就是我们现在现在所玩的这个或者一直沿用的这直沿用的特技，, Start Time: 2907130
Text: 每个人在月光啊什么等等。天堂啊、流星啊之类的流星是对流星相当牛逼流行。对于剑圣来说，还有月光啊等等这些滑跃什么的。嗯，去去上骑野员，你擦到了所有的这些人，都是一堆小绿人，一堆流星，嗯，咬命根本没法打，都是助手级地的。但我我个人比较喜欢那个天马，那个疾风迅雷，, Start Time: 2926350
Text: 你知道吗？嗯嗯，就是平常这个就是一技当天那种感觉特别爽，直这两回合直接就干到 boss 面前干掉。他其实加特刀招三，在这个时期他已经基本上不出东西了，然后等于是完全任天堂本身才是做游戏戏。对，然后后面发售的就是微微的那个就是浮晓的女神也可以这样。当然小智女神是大家都公认的一个对名名称。, Start Time: 2949490
Text: 嗯，然后当时他是就是这个有一这个信息的正统序作对，故正统续作在故事上，对故事上也是故事上也是延延续的继戏在在上上 v 上的一部作品。对，就 v 上面只有一座卫音，机器上也只有一座，看发烧日开发进度真的很有效率啊。我挺喜欢这两个两年、两年一作不到两年，就是他会战争的感觉，, Start Time: 2973840
Text: 就是就是畅言你打完了之后，你觉得哎这男主佣兵团哎，把这个那个国家给给干掉了。嗯，然后到直接到小资女神派，哎，这国家还得有女神出来拯救这个国家，就是也也也对战争有一定的反思吧。哦，对对，小智女神在系统上可能更加的就是完善了。就是说他已经开始介入一些语音声优的在里面。, Start Time: 2996830
Text: 对哦，有配音什么的了。嗯，这个时候就是嗯还是挺不错的。嗯，关键我喜欢他，那感觉就是以前主人公不再是那个领主了，嗯，还有盗贼什么的，特特别是盗贼和魔法师。但其实这么说吧，就是我说的船草根了。我觉得圣圣光光那座个男主其实是为这个全系列的一个兵种做了一个证明。对，, Start Time: 3019010
Text: 就是就是拿枪的小兵，是整个系列里最弱的四个职业都可以欺负的。就是但是那个圣魔光石里把这个职业可以欺负。是，就是别看他拿枪，你就是拿剑的人砍他，照样砍两刀，就是说谁都能欺负负他。可能陈广看看过我们国的杨家将将对，然后觉得这个一定要就是是特特砍枪兵。还有一个萝莉呢，, Start Time: 3042630
Text: 没有就是为了就是为了为了为要为他要为这个兵种证明。所以就是就圣圣光光的男主，就是这个最强兵是吧？就是他没有做的做彻底，因为他转的之后还是会骑马。对对对，不好，所以是所以还不够彻底的这也是比较逗逗的一天。我觉得嗯这两桌发射完之后，其实任天堂的平台又转转回来了，, Start Time: 3068890
Text: 都转回来了。当时 NNDS 上面不是没有火纹吗？嗯，然后当时他其他觉得可能就是在主机上做，还是没有在掌机上做来的舒服。但是他这一波是输了，但然他人设请的狮昂正宗。对，但是太无聊了，他的那个脸人设那个那大饼成成了好吗？那个而且是那个模型都是三转二，我觉得是那个宜家买那种小人儿，, Start Time: 3090140
Text: 那模型的打打那个九十年代初刚流行三 d 那会儿，大家都显得三 d 大字儿在那转够大。但你看他的发烧日，他跟那个小智女神中间隔了，就是都都就是几个月都一年都不到的时间到一年了，对不起。对，一年多他可能那个时候就是而且是他是这两绝对不是用一年才能开发的完的东西，, Start Time: 3113560
Text: 这都全是他引擎也得存写嘛。嗯嗯，对，他为了不失脸色，还是到还是两座一起开发了，是两个版本。嗯，所以 DS 让 SRPD 要什么引擎啊这，所以 DS 上其实没有那个特别特别加 s 就没有火焰文章。但是一个草里承认这两关，关于他基本上都承承。我，我觉得该该是是为了就是说曾经没有接触过这系列的玩家，, Start Time: 3138720
Text: 就让他重新获得流失了好吗？我要没接受这么玩玩玩游个绝绝对失失了，全都没没玩玩他他完没玩玩去去玩下去。他虽然加入了就是一个新就是阿卡内亚的一个一个内传的五章加进去的嘛，但是感觉还是发挥的不是很。虽然把那个之前嘉贺招商的一个精神发发挥进去，但我觉得难度还在，就是难度还在，, Start Time: 3162160
Text: 难度还在，难度还在。呃，第一章的时候就是第一关，你如果不注意的话，主角就会被砍死。对，就是难度还在哦，嗯就表现上太欠差，欠欠缺，当时他那个确实不舒服服。对你说索菲亚那个什么时候才能重置一下的哦，那个这个给你们大家一个好消息。最近有有一个网友，就那个 PC 的有一个个 s 还 g studio 嘛，, Start Time: 3181780
Text: 他做了一个外传的一个 PC 版，目前是一点零版本，大家可以去下一下哦啊 PC 上有没有这个火完这个系列有好多那种改的，特别有意思的版本啊，就是么什么什么么高考什复习习版是吧？这么胡逼呢，就是特别胡逼，然后你就怎么胡逼呀，就是特别别人版打老师是吗？难道既然我就让你那边好好复习是吗？, Start Time: 3203130
Text: 级别版本也蛮多的，比如像他也有一个衣服，他这个衣服不是现在的那个衣服，他就很多女性角色就用的那个角色一个版本，嗯，他也可以让一些成名。哦，我知道那些哦，这就是历代可能就是那种高人气的反派角色啊，特别使用。对对，说说姐姐姐画的嘛，对不？姐姐啊，这些什么那个白狼，, Start Time: 3227450
Text: 还有白狼，我对对那个四牙白狼。对啊，就是也是让就是反正这一系列玩家特别感动，那个甚至有玩家做了一个就是当时就是有个艾雷布的一个英雄烈传，就是烈火之后过了一段时间的一个故事编写，写的有模有样的。而且虽然是英文短，但是我也是忍忍住了这个语言的战术还是玩下来了。, Start Time: 3247450
Text: 其实就是哎咱们并没有看懂剧情。咱是说这个咱咱咱到现在没说过，就是整个激烈，我觉得其实更最有亮点，应该是资源绘画这一块吧。对啊啊，人物的之间的羁绊是吗？就是说你作为咱们作为一个 RPG 嘛，对吧？整个故事主线的流程嗯，是就是说如果他很庞大，他很厚重，嗯，啊这个是挺吸引人。, Start Time: 3270940
Text: 但是其实他有好多就是内在的一些细节，每个人之间的小故事之间的羁情感羁绊。比如个而且是由玩家自己决定的，比如说干嘴啊、什么挑挑逗啊，就是开玩笑之类的，都可以成为一个就是羁缘。比如说你本来最级的加 s 级了了，这个个很无敌的无敌敌敌基本上是无敌。比如说有个必须张力六十的，, Start Time: 3292940
Text: 我可以减半。对对，都是太无敌了。 s 级的太无敌了。而且这个就是说包括在最后通过画面之后结束，这个就是属于这个人物简介。人物简介的时候，两个人如果到 s 级还会结婚，你知道发现啊我们看这个正正好就是可以说到这个觉醒这个啊对然要是两个男人并不能达到 s 是吧？, Start Time: 3314200
Text: 可以可以可以达到 s 所以这个是意思。对嗯对，刚才正好这个呃这个说到三 DS 的觉醒，所以说的这个最觉醒觉醒觉醒的话，其实他人设已经变了，就是他这个人设的名字叫小奇遇界，嗯，这是我最喜欢的人设。大我不说我这个人我不一定喜欢。我是说火焰文章这觉醒这系列的这个人设我喜欢舒服是吧？, Start Time: 3334590
Text: 嗯，其实他第一座小清新的，我觉得这我我就是喜欢这种清新的感觉，不是那大眼妹子大浓妆那种感觉，像以前那秋叶源风格，我就看的不是太多。那候不是可能那什么罗德岛战记那种的老的那种风格，天天喜笑那种嗯，那那种不是太新，现在反正就特清新的对，现在特清新特干净森女都是。, Start Time: 3359570
Text: 嗯，那咱们就其实从商业来说，这种画风是最好的，它可以激起腐女的冲动。嗯，握握女你就掌握握市场场，但是你能回答我一问题吗？为什么三 d 建模没有脚啊？对他为什么没有脚？所以我特别不能，我操我墙不能接受好吗？那对我特别想知道，那那身材太丑，其实刚刚可能是引擎，, Start Time: 3380640
Text: 对引擎还没完全全熟悉。虽虽这跟引擎没关系，这就是一个画风。嗯，这就是一风格。他想做 q 版又觉得不够严肃，但又做写实的可能又画风画幅又超的太大，但是没有脚态。因为开个玩笑一片骂都是大大头，然后小小小短腿，然后脚头被砍掉了一个。还有就是他那绘画画发第一个音声呵。, Start Time: 3400800
Text: 嗯，对，死了了个不是全语音的，特别不舒服。呵呵呵，咱咱别这样，咱咱们咱们咱们先总结一下，我觉得就是确实就是咱们这个刚才说的觉醒这么多，其实他应该是这个系列里边。现在目前为止最大的成者，他这个集大成的对集成成不喜欢欢这个特好玩，什么都有，想要啥都有。嗯，其实本来觉醒应该是最后一座，, Start Time: 3422160
Text: 嗯，实际上他卖的那么好呢，对他应该出完之后，他应该最后一座。怎么说，最后一座什么意思？没有，他是把之前历代所有这做的优点都结合到这里边是吧？就是他那个也有无限练级，但不会让你觉得那么枯燥。嗯嗯，而且他同意就是说你可以去打一些其他人组好的队伍，就也是很有挑战的。, Start Time: 3446140
Text: 嗯，根本打不过，然后并不玩这个功能。因为那个有过后可以给你给你解释一下，怎么才能干过啊，要猥琐，要猥琐，然后包括这个特技，然后他也可以通过这个研袭，就是说啊他也是继承，就是说从这个昌宴这地块开始，然后就是所有特技他也是呃也发扬光大。还有就是咱们刚才说的羁绊啊，, Start Time: 3466960
Text: 都有啊，这个哎呦还能生孩子下载这个系统。我开始选的男的还好，都是告怎么告白对方都是女的，然后看着网上有人传选女号。嗯，那告白找那男的的时候，我靠，你要跟那大叔搞好关系，大黑叔红着个脸，跟你个大多野。这个软件变态是想多了，想多了多了，想多了完全不能接受。罗毅，, Start Time: 3487380
Text: 你说说当时开发的这个故事嗯，开发过程当中其实是这样的。当时那个任天堂那有个营业部长嘛，叫这个波多也姓波多，姓波多也姓质。嗯，这个大多也不不要乱想想多了结衣。哎呀，他说本来火文火焰玩家也卖不去多少这个东西。如果万一这个销量又比之前更加低的话，可能就是说没有下个系列。, Start Time: 3512300
Text: 可能主要因为那个 DS 上面那个两座并不好，然后之之间隔了么长时间，这个又没有新人做，是不是可能本色对这个品牌的这个评估就没有那么的高了呢？有这个有这个可能性。其实那时候玩家可能对这个系列关注也没那么多了呢。对对，就是就是淡出视野的感觉，就就是前几座在主机上一出，, Start Time: 3536170
Text: 然后在涨价又出那么糙的两个咣咣咣，这几年就没什么东西了，时间又隔的又长一点。对对，和这边隔了这十年啊嗯其实开发人员当时已经听尽其穷了。天力英穷啊，已经没有什么就是新的想法在里面了。嗯，就是说反正到时候如果万一失败了嘛，那已经听听天命了，嗯，就拼了嘛，是吗？, Start Time: 3557430
Text: 嗯嗯，这是他们最终幻想啊，哪知道这个游戏确实单外，所以就是觉醒啊叫有个意思哦，哎觉醒这名字是不是有关系啊，我觉得跟这个就是有有点更翻的那个意思，背水一战就感。对对，嗯，我把你所有想要的东西都就捡回来，我们火纹又觉醒了，觉醒一次，当时我特别感动，就是玩觉醒就是说马尔他里边没有，, Start Time: 3581670
Text: 它里边可以对马尔斯都不是我就嗯反正确实是那个意思，就是他可以把历代以前老的那些角色。对你你看家秦怀找回来，哎，你给他薅回来。对，从异界薅出来的。对，掏回来了，然后那个感觉特别好啊，还有一些那 fincd LC 是那些复古关卡，对巨富，好像把那些人都能打一遍，, Start Time: 3607930
Text: 嗯，连 BGN 被骗了，就是换个发色而已。对，就是这个还挺对于老玩家确确实挺感动的。嗯嗯，所以衣服是啊衣服衣服的话，刚刚我要补充一下衣服的话，其实他因为之前已经有一个集大成之作的嗯东西了吗？觉醒他就把这个里面的一些文化开开始剥离出来。嗯，就原来就中世纪文嗯欧欧洲实中世纪奇士，, Start Time: 3625830
Text: 他现在是有两个阵营，为什是就是类似东方的日本的这种白业，嗯，就是武士道精神啊和西方的一个骑士道精神进行一个对碰，武士道忍者他们对进行对碰。嗯，这样的话他又有一个新的题材可以进行下去。嗯嗯嗯，有意思，我估计这两个题材，东方题材嗯还还这个东西我要解释一下，为什么这个题材你会觉得不喜欢？, Start Time: 3656430
Text: 嗯，因为东方题材的话，如果是用到武侠题材的话，你可能会有点感触。但是他毕竟是一个就是日本日本文化本土的一些文西，他肯定要把他自己的文化给就是发扬光大。然后他把自己做的就是比如说白夜它是一个守方，嗯，然后像那个暗夜它是一个攻击方式，侵略性很强的对，哎哎，有可能就是激起日本人的这种被侵略的那那那那 no no no no 不不要不要过度解读，, Start Time: 3682630
Text: 不要过过度解读，这个过度解读了。嗯，我还挺期待的，其实就是东方这种感觉还没有从这个，反正然如你买的是黑夜，没有我都买了。从武士这个人设上，你确实也能看得出来，它确实是东方的一个这个就是日本这种武士道这个文化的一个体现吧。嗯，然后嗯反正我觉得他穿和服的妹子啊还挺好看的。, Start Time: 3713190
Text: 对，那毕竟也是我们汉服改装过去的和服妹妹子打吗吗？都可以的。他怎么跳啊，腿能拉开吗？没有没有没有你玩玩一下就知道了，卧操买不起了，论点了，乐上去。对，还行。衣服。其实他那个新新系统，这个马老师你应该也见识到啊，就是建造建道系统啊。嗯，就是他也是把现在时下流行的一些可能呃就是这种承载养成养成系统，, Start Time: 3737620
Text: 承载养成系统啊，比如说还可以喂养，对吧？还可以喂养喂养一条系统啊啊，就是增加游戏的时间啊，对吧？而且去自己的屋里还可以约妹子过来调教的是吧？这个嗯也是，其实他这个想法有点像论天狗，这把论天狗的那个东西都都就是加强一点。你就是你你你摸着它那个地方，让你什么持续的这个环，, Start Time: 3765260
Text: 这吧吧就是他们本的的一个想法，不准太侵权了，对吧？对，不存在啊。对，这个但是从这战斗上来看的话，我觉得还是跟觉醒差不多有腿了啊。对，有腿了，终于有腿了。那些人都这么说，哎，有有脚了，有脚有脚了有脚，因为还是撮个啊嗯五短身材。嗯，实个没办法，他毕竟 g 应该是五头身还是五头身？, Start Time: 3789440
Text: 哎，五头身对五头身我实在受不了这个嗯，他他以前 GBA 版的比例非常好，他不用那个了， GBAG 实是真人对，二里真人的那个不是 GBA，他那个也是个四头，是打斗效果嘛。我就是打斗的时候，那个那个战斗画面啊，那是四头身的什么点模式啊，落魄人大小的。但其实我我他现在可以做成那个比例，, Start Time: 3813730
Text: 但他不做，嗯，我觉得这个比例特别不帅，又不萌哦。但你不是说你刚才说你喜欢这个人设，觉醒人设，我喜欢人设啊，我喜欢他那三 d 建模啊。嗯，但其实你要反正我打了这么久，一般情况下我就把战斗动画给关了，我也不看了，就直接暂停，直接不拼拼。就是哎他这个战斗画面可以中间暂停暂停，, Start Time: 3835700
Text: 你可以调试一些角度，对，分析他那特效怎么画的，用几片素材，我操开发者的几个角度，以前他觉对玩家其实没什么鸟用。对，开发者要是看那个就是一些必杀动画的时候还挺帅的那一般人很少，因为一个模菇 keep 就是嗯刷一下还能倒退，前进倒退，我靠，这真是给开发人员用的。, Start Time: 3857110
Text: 嗯，对，那咱们正好这期咱们最后聊到了现在这个二零一五年新作艺术。嗯，我觉得大家可以稍微稍作总结，我们把其他的一些其他的一些方面，比如说文化的这些概念留到下一期来讲好不好？嗯，可以，大家总结总结吧。衣服的话它新建了一个建筑系统以及一个招待系统。嗯，然后就是说有一个遭遇战，, Start Time: 3877430
Text: 这些都是一些新出来的一个系统。嗯，然后在系统方面的话，更容易让玩家所接受，然后让玩家有一个选择性。比如说我可以选一个白夜阵营，选暗夜阵营，还还就是七月份要出来的一个就是谁也不帮的一个，就是有多种选择的一个条件，来让玩家来选择。就是说玩家有一个很很很容易选择的一个东西。, Start Time: 3902800
